BKCLASS,CB,CERT,CITY,EDEPDOM,EDEPFOR,EFFDATE,EFREPP,EINTEXP,ELNATR,EOTHINT,ESTYMD,FDICDBS,FDICSUPV,FED,FLDOFF,ID,INSAGNT1,INSDATE,MUTUAL,NAMEFULL,NAMEHCR,NIM,OCCDIST,OFFDOM,OFFOA,PARCERT,REGAGNT,REPDTE,RSSDHCR,SPECGRP,STALP,SUBCHAPS,TRUST,ZIP
NM,1.0,34160,FITZGERALD,3271.0,0.0,2025-04-21,0.0,3271.0,90.0,0.0,1996-04-19,5,5,6,ALBANY GA,34160_20250930,DIF,1996-04-19,0,COMMUNITY BANKING COMPANY,CBC HOLDING CO,8085.0,5,3,0,0,FDIC,2025-09-30,2530118.0,8,GA,0,0,31750
NM,1.0,34162,OSHKOSH,5783.0,0.0,2022-08-31,14.0,6476.0,0.0,679.0,1996-04-22,9,9,7,APPLETON,34162_20250930,DIF,1996-04-22,0,WEST POINTE BANK,WEST POINTE BANCSHARES INC,9993.0,3,1,0,0,FDIC,2025-09-30,2371807.0,4,WI,0,1,54902
NM,1.0,34171,ROCHESTER,3902.0,0.0,2024-06-30,0.0,4896.0,450.0,994.0,1996-05-09,11,11,9,MINNEAPOLIS,34171_20250930,DIF,1996-05-09,0,EAGLE ROCK BANK,OLMSTED HOLDING CORP,7175.0,3,2,0,0,FDIC,2025-09-30,3153260.0,4,MN,0,0,55901
NM,1.0,34193,WILMINGTON,40.0,0.0,2022-08-31,0.0,40.0,-25.0,0.0,1996-07-01,2,2,3,CLAYMONT,34193_20250930,DIF,1996-07-01,0,APPLIED BANK,Unknown,9720.0,1,2,0,0,FDIC,2025-09-30,0.0,7,DE,1,0,19803
N,1.0,34207,ELK CITY,32635.0,0.0,2022-12-16,4.0,32659.0,4132.0,20.0,1996-07-17,13,13,10,OKLAHOMA CITY,34207_20250930,DIF,1996-07-17,0,GREAT PLAINS NATIONAL BANK,GREAT PLAINS BANCSHARES INC,66118.0,5,26,0,0,OCC,2025-09-30,1060355.0,4,OK,1,0,73644
SM,1.0,34211,SCOTTSBLUFF,14968.0,0.0,2024-06-30,1.0,16769.0,2379.0,1800.0,1996-07-22,11,11,10,GRAND ISLAND,34211_20250930,DIF,1996-07-22,0,PLATTE VALLEY BANK,PLATTE VALLEY FINL SERVICE COMPANIES,32510.0,4,10,0,0,FED,2025-09-30,2511014.0,2,NE,0,1,69361
N,0.0,34221,PURCHASE,4210000.0,0.0,2022-08-31,4000.0,4366000.0,71000.0,152000.0,1996-08-12,2,16,2,NEW YORK CITY,34221_20250930,DIF,1996-08-12,0,"MORGAN STANLEY PRIVATE BANK, NATIONAL ASSOCIATION",MORGAN STANLEY,2883000.0,1,1,0,0,OCC,2025-09-30,2162966.0,9,NY,0,1,10577
NM,1.0,34229,CUMMING,5434.0,0.0,2022-08-31,0.0,5434.0,140.0,0.0,1997-02-03,5,5,6,ATLANTA,34229_20250930,DIF,1997-02-03,0,THE CITIZENS BANK OF GEORGIA,FORSYTH BANCSHARES INC,16513.0,5,4,0,0,FDIC,2025-09-30,2497211.0,4,GA,0,0,30040
NM,1.0,34233,VERO BEACH,8577.0,0.0,2022-08-31,0.0,8826.0,0.0,249.0,1997-07-01,5,5,6,SOUTH FLORIDA,34233_20250930,DIF,1997-07-01,0,MARINE BANK & TRUST COMPANY,MARINE BCORP OF FLORIDA INC,13140.0,5,5,0,0,FDIC,2025-09-30,5076215.0,4,FL,0,1,32963
NM,1.0,34240,HORTONVILLE,3239.0,0.0,2022-08-31,0.0,3368.0,458.0,129.0,1996-10-16,9,9,7,APPLETON,34240_20250930,DIF,1996-10-16,0,WOLF RIVER COMMUNITY BANK,WOLF RIVER BCORP INC,10695.0,3,4,0,0,FDIC,2025-09-30,3180257.0,4,WI,0,0,54944
SM,0.0,34252,WALNUT CREEK,4208.0,0.0,2022-08-31,536.0,14553.0,770.0,9809.0,1997-01-02,14,14,12,SAN FRANCISCO,34252_20250930,DIF,1997-01-02,0,PACIFIC COAST BANKERS' BANK,PACIFIC COAST BANKERS BANCSHARES,21067.0,4,1,0,0,FED,2025-09-30,2731586.0,4,CA,0,0,94596
NM,1.0,34254,HOPKINSVILLE,37950.0,0.0,2022-08-31,0.0,39864.0,1750.0,1914.0,1996-09-12,9,9,8,MOUNT VERNON,34254_20250930,DIF,1996-09-12,0,"PLANTERS BANK, INC.",PLANTERS FINANCIAL GROUP INC,41574.0,3,13,0,0,FDIC,2025-09-30,3013225.0,4,KY,0,1,42240
NM,1.0,34259,ELIZABETH,8628.0,0.0,2022-08-31,0.0,9021.0,19.0,393.0,1998-04-13,2,2,2,JAMESBURG,34259_20250930,DIF,1998-04-13,0,CROWN BANK,Unknown,25417.0,1,13,0,0,FDIC,2025-09-30,0.0,4,NJ,1,0,07208
NM,1.0,34294,LUTHERVILLE,132689.0,0.0,2022-12-07,0.0,132689.0,16482.0,0.0,1997-12-01,2,2,5,BALTIMORE,34294_20250930,DIF,1997-12-01,0,CFG BANK,CAPITAL FUNDING BCORP INC,165329.0,1,3,0,0,FDIC,2025-09-30,3927078.0,4,MD,0,0,21093
SM,1.0,342,VICTOR,6673.0,0.0,2022-08-31,0.0,7922.0,171.0,1249.0,1907-01-01,14,14,9,BILLINGS,342_20250930,DIF,1934-01-01,0,FARMERS STATE BANK,FARMERS STATE FINANCIAL CORP,19732.0,4,11,0,0,FED,2025-09-30,2108227.0,4,MT,1,0,59875
SM,0.0,3430,SAN RAFAEL,9727.0,0.0,2022-08-31,614.0,10341.0,-550.0,0.0,1884-02-24,14,14,12,SAN FRANCISCO,3430_20250930,DIF,1934-01-01,0,WESTAMERICA BANK,WESTAMERICA BCORP,163266.0,4,76,0,0,FED,2025-09-30,1025541.0,9,CA,0,1,94901
NM,0.0,34313,RENO,15520.0,0.0,2024-05-01,0.0,15520.0,14.0,0.0,1997-08-25,14,14,12,PHOENIX,34313_20250930,DIF,1997-08-25,0,EAGLEMARK SAVINGS BANK,Unknown,34155.0,4,1,0,0,FDIC,2025-09-30,0.0,6,NV,0,0,89521
N,1.0,34319,HOUSTON,28003.0,0.0,2022-08-31,0.0,28474.0,351.0,471.0,1997-11-03,13,13,11,HOUSTON,34319_20250930,DIF,1997-11-03,0,SOUTHWESTERN NATIONAL BANK,SWNB BCORP INC,33662.0,5,8,0,0,OCC,2025-09-30,3234682.0,4,TX,0,0,77036
N,0.0,34331,ALBUQUERQUE,20.0,0.0,2022-08-31,0.0,20.0,0.0,0.0,1996-10-01,13,13,10,ALBUQUERQUE,34331_20250930,DIF,1996-10-01,0,DSRM NATIONAL BANK,Unknown,78.0,4,1,0,0,OCC,2025-09-30,0.0,7,NM,0,0,87109
NM,1.0,34334,CHICAGO,1716.0,0.0,2022-08-31,0.0,1814.0,40.0,98.0,1997-01-29,9,9,7,CHICAGO,34334_20250930,DIF,1997-01-29,0,AMERICAN METRO BANK,AMERICAN METRO BCORP INC,3141.0,3,2,0,0,FDIC,2025-09-30,3272367.0,4,IL,0,0,60640
N,1.0,34352,WASHINGTON,14522.0,0.0,2022-08-31,1948.0,20653.0,1321.0,4183.0,1998-11-24,2,2,5,BALTIMORE,34352_20250930,DIF,1998-11-24,0,"CITY FIRST BANK, NATIONAL ASSOCIATION",CITY FIRST ENTERPRISES INC,24336.0,1,4,0,0,OCC,2025-09-30,2697954.0,4,DC,0,0,20009
NM,1.0,34363,OMAHA,19031.0,0.0,2024-06-30,1.0,21856.0,-450.0,2824.0,1996-12-27,11,11,10,OMAHA,34363_20250930,DIF,1996-12-27,0,CORE BANK,DS HOLDING CO INC,20739.0,4,5,0,0,FDIC,2025-09-30,3428502.0,4,NE,0,1,68118
SM,0.0,34383,DALLAS,530406.0,0.0,2025-09-19,1695.0,548998.0,44000.0,16897.0,1997-10-03,13,13,11,DALLAS,34383_20250930,DIF,1997-10-03,0,TEXAS CAPITAL BANK,TEXAS CAPITAL BANCSHARES INC,774055.0,5,10,0,0,FED,2025-09-30,2706735.0,4,TX,0,1,75201
NM,1.0,34384,ROCK VALLEY,13886.0,0.0,2024-06-30,27.0,15552.0,750.0,1639.0,1997-02-25,11,11,7,SIOUX CITY,34384_20250930,DIF,1997-02-25,0,PREMIER BANK,PREMIER HOLDINGS LTD,19597.0,4,5,0,0,FDIC,2025-09-30,3066922.0,2,IA,1,0,51247
NM,1.0,34386,WYOMING,1752.0,0.0,2022-08-31,0.0,1956.0,67.0,204.0,1997-09-02,9,9,4,COLUMBUS,34386_20250930,DIF,1997-09-02,0,SPRING VALLEY BANK,SV BCORP INC,4583.0,3,1,0,0,FDIC,2025-09-30,3464340.0,4,OH,1,0,45215
NM,1.0,34393,SKOKIE,2047.0,0.0,2022-08-31,0.0,2205.0,0.0,158.0,1997-06-09,9,9,7,CHICAGO,34393_20250930,DIF,1997-06-09,0,1ST EQUITY BANK,FIRST EQUITY CORP,3542.0,3,1,0,0,FDIC,2025-09-30,2531553.0,4,IL,1,0,60076
N,1.0,34394,DAKOTA DUNES,2661.0,0.0,2024-06-30,155.0,3112.0,0.0,296.0,1997-05-01,11,11,9,SIOUX FALLS,34394_20250930,DIF,1997-05-01,0,SECURITY NATIONAL BANK OF SOUTH DAKOTA,SECURITY NATIONAL CORP,4479.0,4,3,0,0,OCC,2025-09-30,1200348.0,4,SD,0,1,57049
N,0.0,34395,BARRINGTON,66782.0,0.0,2024-09-27,295.0,76876.0,6390.0,9799.0,1996-12-19,9,9,7,CHICAGO,34395_20250930,DIF,1996-12-19,0,"BARRINGTON BANK & TRUST COMPANY, NATIONAL ASSOCIATION",WINTRUST FINANCIAL CORP,99999.0,3,9,0,0,OCC,2025-09-30,2260406.0,4,IL,0,0,60010
NM,1.0,34401,DENVER,15507.0,0.0,2025-07-11,0.0,15682.0,284.0,175.0,1997-05-13,13,13,10,DENVER,34401_20250930,DIF,1997-05-13,0,FORTIS BANK,FORTIS BCORP,31452.0,4,4,0,0,FDIC,2025-09-30,3559198.0,4,CO,0,0,80237
SM,1.0,34403,EVERETT,89847.0,0.0,2022-08-31,0.0,89849.0,144590.0,2.0,1997-04-01,14,14,12,SEATTLE,34403_20250930,DIF,1997-04-01,0,COASTAL COMMUNITY BANK,COASTAL FINANCIAL CORP,231882.0,4,14,0,0,FED,2025-09-30,3203008.0,4,WA,0,0,98203
NM,0.0,34404,SALT LAKE CITY,53741.0,0.0,2022-08-31,0.0,53768.0,9645.0,27.0,1997-05-15,14,14,12,SALT LAKE CITY,34404_20250930,DIF,1997-05-15,0,WEBBANK,Unknown,260267.0,4,1,0,0,FDIC,2025-09-30,0.0,4,UT,0,0,84111
NM,1.0,34407,ESTHERVILLE,2563.0,0.0,2024-06-30,0.0,2563.0,0.0,0.0,1997-04-01,11,11,7,DES MOINES,34407_20250930,DIF,1997-04-01,0,NORTHSTAR BANK,VAN DIEST INVESTMENT CO,4549.0,4,3,0,0,FDIC,2025-09-30,1205026.0,2,IA,0,1,51334
NM,1.0,34409,JENNINGS,6049.0,0.0,2022-08-31,16.0,6372.0,1288.0,307.0,1997-02-26,13,13,6,BATON ROUGE,34409_20250930,DIF,1997-02-26,0,THE BANK,BANCSHARES INC THE,15822.0,5,8,0,0,FDIC,2025-09-30,2504874.0,4,LA,0,0,70546
NM,1.0,3440,DIXON,10803.0,0.0,2023-01-20,0.0,10878.0,850.0,75.0,1910-01-02,14,14,12,SACRAMENTO,3440_20250930,DIF,1934-01-01,0,FIRST NORTHERN BANK OF DIXON,FIRST NORTHERN COMMUNITY BCORP,49743.0,4,21,0,0,FDIC,2025-09-30,2880626.0,4,CA,0,1,95620
SB,1.0,34415,FORT WORTH,1916.0,0.0,2022-08-31,0.0,1916.0,2207.0,0.0,1997-04-18,13,13,11,DALLAS,34415_20250930,DIF,1997-04-18,0,FIRST COMMAND BANK,FIRST COMMAND FINL PLANNING EMPLOYEE STK OWNERSHIP PLAN TR,28097.0,5,1,0,0,OCC,2025-09-30,3823321.0,9,TX,1,1,76109
SM,1.0,34422,ALLENTOWN,17501.0,0.0,2023-04-26,0.0,19267.0,161.0,1766.0,1997-06-02,2,2,3,PHILADELPHIA,34422_20250930,DIF,1997-06-02,0,AMERICAN BANK,AMERICAN BANK INC,21488.0,1,1,0,0,FED,2025-09-30,3008753.0,4,PA,0,0,18104
NM,1.0,34441,GREEN RIVER,1505.0,0.0,2022-08-31,0.0,1505.0,154.0,0.0,1997-08-18,14,14,10,BILLINGS,34441_20250930,DIF,1997-08-18,0,STATE BANK,SBWY FINANCIAL CORP,2961.0,4,3,0,0,FDIC,2025-09-30,5554713.0,4,WY,0,0,82935
SM,1.0,34444,MALVERN,408702.0,0.0,2022-06-15,0.0,452917.0,77651.0,44215.0,1997-06-26,2,2,3,PHILADELPHIA,34444_20250930,DIF,1997-06-26,0,CUSTOMERS BANK,CUSTOMERS BCORP INC,550797.0,1,7,0,0,FED,2025-09-30,4284536.0,4,PA,0,0,19355
N,1.0,34455,ROTAN,1205.0,0.0,2022-08-31,5.0,1210.0,-105.0,0.0,1997-04-01,13,13,11,LUBBOCK,34455_20250930,DIF,1997-04-01,0,FIRST NATIONAL BANK,ROTAN BANCSHARES INC,1978.0,5,1,0,0,OCC,2025-09-30,2487913.0,2,TX,1,1,79546
SI,1.0,34456,AUSTIN,19664.0,0.0,2023-12-04,148.0,21185.0,845.0,1373.0,1997-04-01,13,13,11,AUSTIN,34456_20250930,DIF,1997-04-01,0,"KEYSTONE BANK, SSB",KEYSTONE BANCSHARES INC,26279.0,5,4,0,0,FDIC,2025-09-30,5278372.0,4,TX,0,0,78738
SM,1.0,34457,JACKSON,2389.0,0.0,2022-08-31,205.0,2594.0,0.0,0.0,1997-06-02,13,13,8,NASHVILLE,34457_20250930,DIF,1997-06-02,0,THE BANK OF JACKSON,SECURITY BCORP OF TN INC,3432.0,5,3,0,0,FED,2025-09-30,1135374.0,7,TN,0,1,38305
NM,1.0,34460,LEEDS,3066.0,0.0,2022-08-31,0.0,3096.0,220.0,30.0,1997-12-30,5,5,6,SHELBY,34460_20250930,DIF,1997-12-30,0,MILLENNIAL BANK,Unknown,5516.0,5,2,0,0,FDIC,2025-09-30,0.0,4,AL,0,0,35094
N,0.0,34478,CHARLOTTE,27.0,0.0,2022-08-31,0.0,27.0,0.0,0.0,1998-02-02,5,5,5,CHARLOTTE,34478_20250930,DIF,1998-02-02,0,CEDAR HILL NATIONAL BANK,Unknown,453.0,1,1,0,0,OCC,2025-09-30,0.0,7,NC,0,0,28273
NM,1.0,34488,HIAWATHA,1063.0,0.0,2024-06-30,11.0,1352.0,0.0,278.0,1997-09-15,11,11,7,CEDAR RAPIDS,34488_20250930,DIF,1997-09-15,0,HIAWATHA BANK AND TRUST COMPANY,COUNTRY BCORP,3914.0,4,3,0,0,FDIC,2025-09-30,1203910.0,4,IA,0,1,52233
N,1.0,34489,FORT MYERS,3059.0,0.0,2022-08-31,130.0,3189.0,0.0,0.0,1997-08-29,5,5,6,SOUTH FLORIDA,34489_20250930,DIF,1997-08-29,0,EDISON NATIONAL BANK,EDISON BANCSHARES INC,9892.0,5,4,0,0,OCC,2025-09-30,2591258.0,7,FL,1,0,33907
NM,1.0,34496,ALHAMBRA,15768.0,0.0,2022-08-31,0.0,15773.0,403.0,5.0,1997-05-20,14,14,12,LOS ANGELES,34496_20250930,DIF,1997-05-20,0,FIRST COMMERCIAL BANK (USA),FIRST FINANCIAL HOLDING CO LTD,21702.0,4,8,0,0,FDIC,2025-09-30,3086210.0,4,CA,0,0,91801
SB,0.0,34507,DES MOINES,125512.0,0.0,2025-02-21,0.0,125512.0,593.0,0.0,1998-02-12,11,11,7,DES MOINES,34507_20250930,DIF,1998-02-12,0,PRINCIPAL BANK,Unknown,157825.0,4,1,0,0,OCC,2025-09-30,0.0,5,IA,0,1,50309
NM,1.0,34517,MADISONVILLE,4334.0,0.0,2022-08-31,0.0,4334.0,582.0,0.0,1997-09-22,13,13,6,KNOXVILLE,34517_20250930,DIF,1997-09-22,0,PEOPLES BANK OF EAST TENNESSEE,PEOPLES BANCSHARES OF TN INC,14613.0,5,12,0,0,FDIC,2025-09-30,3403161.0,4,TN,0,0,37354
NM,0.0,34519,SOUTH JORDAN,187300.0,0.0,2022-08-31,2268.0,189572.0,802231.0,4.0,1997-09-22,14,14,12,SALT LAKE CITY,34519_20250930,DIF,1997-09-22,0,MERRICK BANK,Unknown,1105525.0,4,1,0,0,FDIC,2025-09-30,0.0,3,UT,0,0,84095
NM,1.0,34526,MARENGO,1873.0,0.0,2022-08-31,0.0,1937.0,-406.0,64.0,1998-04-02,9,9,7,CHICAGO,34526_20250930,DIF,1998-04-02,0,PRAIRIE COMMUNITY BANK,MARENGO BANCSHARES INC,5131.0,3,5,0,0,FDIC,2025-09-30,2598378.0,4,IL,0,0,60152
NM,1.0,34533,BATESVILLE,53922.0,0.0,2022-08-31,353.0,63285.0,8450.0,9010.0,1997-08-04,13,13,8,LITTLE ROCK,34533_20250930,DIF,1997-08-04,0,FIRST COMMUNITY BANK,FIRST COMMUNITY BANCSHARES INC,86668.0,5,35,0,0,FDIC,2025-09-30,2641694.0,4,AR,0,1,72501
N,0.0,34535,TAMPA,8922.0,0.0,2022-08-31,0.0,8922.0,7113.0,0.0,1998-05-18,5,5,6,TAMPA,34535_20250930,DIF,1998-05-18,0,"TCM BANK, NATIONAL ASSOCIATION",Unknown,15859.0,5,1,0,0,OCC,2025-09-30,0.0,3,FL,0,0,33607
N,1.0,34548,EL CAJON,3336.0,0.0,2023-11-18,0.0,3674.0,16.0,338.0,1997-09-19,14,14,12,ORANGE,34548_20250930,DIF,1997-09-19,0,NEIGHBORHOOD NATIONAL BANK,NEIGHBORHOOD BCORP,4377.0,4,1,0,0,OCC,2025-09-30,2333131.0,4,CA,0,0,92019
SM,0.0,34562,LITTLE ROCK,75754.0,0.0,2022-08-31,27.0,84691.0,760.0,8910.0,1997-09-08,13,13,8,LITTLE ROCK,34562_20250930,DIF,1997-09-08,0,ENCORE BANK,ENCORE BANCSHARES INC,55201.0,5,19,0,0,FED,2025-09-30,2777016.0,4,AR,0,0,72223
NM,1.0,34566,CAPE GIRARDEAU,5707.0,0.0,2022-08-31,1.0,5865.0,-50.0,157.0,1997-10-23,11,11,8,ST. LOUIS,34566_20250930,DIF,1997-10-23,0,ALLIANCE BANK,ALLIANCE BANCSHARES INC,11330.0,4,5,0,0,FDIC,2025-09-30,3253629.0,2,MO,0,0,63701
SI,1.0,34585,LYNNWOOD,7142.0,0.0,2025-08-15,0.0,8142.0,25.0,1000.0,1998-01-02,14,14,12,SEATTLE,34585_20250930,DIF,1998-01-02,0,PACIFIC CREST BANK,PACIFIC CREST BCORP INC,5442.0,4,1,0,0,FDIC,2025-09-30,2713685.0,4,WA,1,0,98037
SM,0.0,34589,RICHMOND CITY,457651.0,0.0,2025-04-01,1746.0,463626.0,139578.0,4229.0,1997-11-04,5,5,5,RICHMOND,34589_20250930,DIF,1997-11-04,0,ATLANTIC UNION BANK,ATLANTIC UNION BANKSHARES CORP,855963.0,1,190,0,0,FED,2025-09-30,1971693.0,4,VA,0,0,23219
NM,0.0,34598,GRAND RAPIDS,78294.0,0.0,2022-10-09,5655.0,92638.0,4068.0,8689.0,1997-12-15,9,9,7,DETROIT,34598_20250930,DIF,1997-12-15,0,MERCANTILE BANK,MERCANTILE BANK CORP,155301.0,3,43,0,0,FDIC,2025-09-30,2608763.0,4,MI,0,0,49504
NM,0.0,34599,SALT LAKE CITY,4173.0,0.0,2022-08-31,0.0,4173.0,3193.0,0.0,1998-01-16,14,14,12,SALT LAKE CITY,34599_20250930,DIF,1998-01-16,0,"THE PITNEY BOWES BANK, INC.",Unknown,43871.0,4,1,0,0,FDIC,2025-09-30,0.0,4,UT,0,0,84111
NM,1.0,34603,FAIRMONT,48301.0,0.0,2024-08-14,54.0,48413.0,5594.0,58.0,1999-01-04,5,5,5,SCOTT DEPOT,34603_20250930,DIF,1999-01-04,0,"MVB BANK, INC",MVB FINANCIAL CORP,81562.0,1,7,0,0,FDIC,2025-09-30,3211601.0,4,WV,0,1,26554
NM,1.0,34606,COLLINSVILLE,5631.0,0.0,2022-08-31,0.0,6078.0,2848.0,447.0,1998-04-01,13,13,10,OKLAHOMA CITY,34606_20250930,DIF,1998-04-01,0,AMERICAN BANK OF OKLAHOMA,AMERIBANK HOLDING CO,13397.0,5,6,0,0,FDIC,2025-09-30,3043008.0,4,OK,0,0,74021
NM,0.0,34607,FISHERS,144554.0,0.0,2022-08-31,0.0,153891.0,60330.0,9337.0,1998-12-28,9,9,7,INDIANAPOLIS,34607_20250930,DIF,1998-12-28,0,FIRST INTERNET BANK OF INDIANA,FIRST INTERNET BCORP,88212.0,3,2,0,0,FDIC,2025-09-30,3393178.0,4,IN,0,0,46038
NM,1.0,34610,WEST PLAINS,3995.0,0.0,2022-08-31,0.0,4554.0,110.0,559.0,1997-11-13,11,11,8,SPRINGFIELD MO,34610_20250930,DIF,1997-11-13,0,COMMUNITY FIRST BANKING COMPANY,COMMUNITY BANCSHARES W PLAINS,7021.0,4,4,0,0,FDIC,2025-09-30,2615239.0,8,MO,1,0,65775
N,0.0,34618,HOLLAND,35224.0,0.0,2024-12-01,0.0,35224.0,9576.0,0.0,1997-11-25,9,9,7,DETROIT,34618_20250930,DIF,1997-11-25,0,"MACATAWA BANK, NATIONAL ASSOCIATION",WINTRUST FINANCIAL CORP,96430.0,3,29,0,0,OCC,2025-09-30,2260406.0,4,MI,0,1,49424
NM,0.0,34619,JOHNSTON,17.0,0.0,2024-06-30,0.0,17.0,0.0,0.0,2000-01-01,11,11,7,DES MOINES,34619_20250930,DIF,2000-01-01,0,ITS BANK,Unknown,1082.0,4,1,0,0,FDIC,2025-09-30,0.0,7,IA,0,0,50131
NM,1.0,34643,MIAMI,9547.0,0.0,2022-08-31,0.0,10120.0,737.0,573.0,1999-03-15,5,5,6,SOUTH FLORIDA,34643_20250930,DIF,1999-03-15,0,SUNSTATE BANK,SUNSTATE BANCSHARES INC,12948.0,5,3,0,0,FDIC,2025-09-30,5515415.0,4,FL,0,0,33176
NM,1.0,34644,INVER GROVE HEIG,1381.0,0.0,2022-08-31,0.0,1416.0,144.0,35.0,1998-05-20,11,11,9,MINNEAPOLIS,34644_20250930,DIF,1998-05-20,0,KEY COMMUNITY BANK,INVER GROVE BANCSHARES INC,3435.0,3,1,0,0,FDIC,2025-09-30,2610766.0,4,MN,1,0,55076
N,0.0,34656,HOUSTON,59977.0,0.0,2022-08-31,0.0,59977.0,1073.0,0.0,1998-05-18,13,13,11,HOUSTON,34656_20250930,DIF,1998-05-18,0,AMERICAN FIRST NATIONAL BANK,AFNB HOLDINGS INC,83442.0,5,20,0,0,OCC,2025-09-30,3472176.0,4,TX,0,0,77036
N,1.0,34662,CALHOUN,3791.0,0.0,2022-08-31,1.0,3792.0,290.0,0.0,1999-02-10,5,5,6,ATLANTA,34662_20250930,DIF,1999-02-10,0,NORTH GEORGIA NATIONAL BANK,NORTH GA CMTY FINL PARTNERS,7439.0,5,4,0,0,OCC,2025-09-30,2908650.0,4,GA,0,0,30701
NM,1.0,34666,LIBERAL,1754.0,0.0,2022-08-31,0.0,1754.0,0.0,0.0,1998-04-06,11,11,10,WICHITA,34666_20250930,DIF,1998-04-06,0,THE COMMUNITY BANK,LIGHT BANCSHARES CORP,4537.0,4,2,0,0,FDIC,2025-09-30,2621913.0,4,KS,0,0,67901
N,0.0,34681,CRYSTAL LAKE,29226.0,0.0,2022-08-31,400.0,32731.0,2061.0,3105.0,1997-12-19,9,9,7,CHICAGO,34681_20250930,DIF,1997-12-19,0,"CRYSTAL LAKE BANK AND TRUST COMPANY, NATIONAL ASSOCIATION",WINTRUST FINANCIAL CORP,48978.0,3,6,0,0,OCC,2025-09-30,2260406.0,4,IL,0,0,60014
NM,1.0,34685,MEDFORD,7854.0,0.0,2024-07-05,0.0,7854.0,629.0,0.0,1998-03-02,14,14,12,PORTLAND,34685_20250930,DIF,1998-03-02,0,PEOPLE'S BANK OF COMMERCE,PBCO FINANCIAL CORP,23554.0,4,11,0,0,FDIC,2025-09-30,5687273.0,4,OR,0,0,97504
NM,1.0,34686,JOHNSTON,2331.0,0.0,2024-06-30,0.0,2527.0,169.0,196.0,1998-06-15,11,11,7,DES MOINES,34686_20250930,DIF,1998-06-15,0,CHARTER BANK,JOHNSTON GROWTH CORP,5133.0,4,4,0,0,FDIC,2025-09-30,2646037.0,4,IA,1,0,50131
NM,0.0,34697,SANDY,152375.0,0.0,2022-08-31,2950.0,198632.0,37332.0,43307.0,1998-06-01,14,14,12,SALT LAKE CITY,34697_20250930,DIF,1998-06-01,0,WEX BANK,Unknown,580134.0,4,1,0,0,FDIC,2025-09-30,0.0,4,UT,0,0,84070
SM,1.0,34699,NEW YORK,148180.0,0.0,2022-08-31,3927.0,158922.0,34746.0,6815.0,1999-06-21,2,2,2,NEW YORK CITY,34699_20250930,DIF,1999-06-21,0,METROPOLITAN COMMERCIAL BANK,METROPOLITAN BANK HOLDING CORP,218891.0,1,8,0,0,FED,2025-09-30,2820211.0,4,NY,0,0,10016
SB,0.0,34710,COLUMBUS,0.0,0.0,2022-08-31,0.0,3568.0,0.0,3568.0,1998-09-01,9,9,4,COLUMBUS,34710_20250930,DIF,1998-09-01,0,"NATIONWIDE TRUST COMPANY, FSB",Unknown,-465.0,3,1,0,0,OCC,2025-09-30,0.0,5,OH,0,1,43215
SI,1.0,34711,ROCHESTER,2043.0,0.0,2022-08-31,0.0,2043.0,11.0,0.0,1894-06-30,2,2,4,WEXFORD,34711_20250930,DIF,1997-12-09,1,FARMERS BUILDING AND SAVINGS BANK,Unknown,1255.0,1,1,0,0,FDIC,2025-09-30,0.0,8,PA,0,0,15074
N,0.0,34717,HARTLAND,64490.0,0.0,2022-08-31,797.0,71933.0,3511.0,6646.0,1998-07-23,9,9,7,MILWAUKEE,34717_20250930,DIF,1998-07-23,0,"TOWN BANK, NATIONAL ASSOCIATION",WINTRUST FINANCIAL CORP,95012.0,3,25,0,0,OCC,2025-09-30,2260406.0,4,WI,0,0,53029
NM,1.0,34719,COLBY,10895.0,0.0,2023-01-10,156.0,12502.0,200.0,1451.0,1998-03-13,11,11,10,HAYS,34719_20250930,DIF,1998-03-13,0,FARMERS & MERCHANTS BANK OF COLBY,SECURITY BANCSHARES INC,13822.0,4,5,0,0,FDIC,2025-09-30,1248836.0,2,KS,0,0,67701
NM,1.0,34728,MEMPHIS,32772.0,0.0,2021-11-16,15.0,33099.0,5011.0,312.0,1998-04-20,13,13,8,NASHVILLE,34728_20250930,DIF,1998-04-20,0,INDEPENDENT BANK,INDEPENDENT HOLDINGS INC,44806.0,5,12,0,0,FDIC,2025-09-30,3121193.0,9,TN,0,0,38157
SM,1.0,34742,BETHESDA,235516.0,0.0,2022-08-31,1089.0,247884.0,279128.0,11279.0,1998-07-20,2,2,5,BALTIMORE,34742_20250930,DIF,1998-07-20,0,EAGLEBANK,EAGLE BCORP INC,205944.0,1,14,0,0,FED,2025-09-30,2652104.0,4,MD,0,0,20814
SB,0.0,34748,BATESVILLE,899.0,0.0,2022-08-31,0.0,899.0,0.0,0.0,1998-07-29,9,9,7,INDIANAPOLIS,34748_20250930,DIF,1998-07-29,0,CLEARPOINT FEDERAL BANK & TRUST,Unknown,2216.0,3,1,0,0,OCC,2025-09-30,0.0,7,IN,0,1,47006
NM,1.0,34752,HILLSBORO,1068.0,0.0,2022-08-31,49.0,1609.0,50.0,492.0,1998-05-29,9,9,8,SPRINGFIELD IL,34752_20250930,DIF,1998-05-29,0,FIRST COMMUNITY BANK OF HILLSBORO,FIRST CMTY BANC HOLDING CO,2525.0,3,2,0,0,FDIC,2025-09-30,2917278.0,2,IL,1,0,62049
