BKCLASS,CB,CERT,CITY,EDEPDOM,EDEPFOR,EFFDATE,EFREPP,EINTEXP,ELNATR,EOTHINT,ESTYMD,FDICDBS,FDICSUPV,FED,FLDOFF,ID,INSAGNT1,INSDATE,MUTUAL,NAMEFULL,NAMEHCR,NIM,OCCDIST,OFFDOM,OFFOA,PARCERT,REGAGNT,REPDTE,RSSDHCR,SPECGRP,STALP,SUBCHAPS,TRUST,ZIP
NM,1.0,10004,MARKESAN,3540.0,0.0,2023-03-22,40.0,3864.0,146.0,284.0,1910-01-20,9,9,7,MADISON,10004_20250930,DIF,1934-01-01,0,ERGO BANK,FS BANCSHARES INC,7005.0,3,6,0,0,FDIC,2025-09-30,1249691.0,2,WI,0,0,53946
NM,1.0,10011,MONROE,5000.0,0.0,2022-08-31,324.0,6641.0,300.0,1317.0,1915-01-01,9,9,7,MADISON,10011_20250930,DIF,1934-01-01,0,WOODFORD STATE BANK,WOODFORD BANCSHARES INC,12318.0,3,6,0,0,FDIC,2025-09-30,2961347.0,4,WI,1,0,53566
NM,1.0,10012,ALMOND,1975.0,0.0,2022-08-31,0.0,2179.0,15.0,204.0,1901-01-01,9,9,7,APPLETON,10012_20250930,DIF,1934-01-01,0,THE PORTAGE COUNTY BANK,PORTAGE COUNTY BANCSHARES INC,5674.0,3,4,0,0,FDIC,2025-09-30,1141133.0,4,WI,1,0,54909
NM,1.0,10015,NEW AUBURN,4371.0,0.0,2022-08-31,0.0,4616.0,180.0,245.0,1907-08-28,9,9,9,EAU CLAIRE,10015_20250930,DIF,1934-01-01,0,SECURITY BANK,SECURITY BANK SHARES INC,6376.0,3,4,0,0,FDIC,2025-09-30,1128497.0,4,WI,0,0,54757
N,1.0,10044,FOND DU LAC,34852.0,0.0,2022-08-31,444.0,35592.0,4400.0,296.0,1933-12-20,9,9,7,APPLETON,10044_20250930,DIF,1934-01-01,0,NATIONAL EXCHANGE BANK AND TRUST,NEB CORP,76871.0,3,34,0,0,OCC,2025-09-30,1202052.0,4,WI,0,1,54935
NM,1.0,10055,WAYCROSS,2813.0,0.0,2022-08-31,0.0,2813.0,150.0,0.0,1907-06-19,5,5,6,ALBANY GA,10055_20250930,DIF,1934-01-01,0,FIRST SOUTHERN BANK,FSBH CORP,10377.0,5,7,0,0,FDIC,2025-09-30,5685653.0,4,GA,0,0,31501
NM,1.0,10057,SPARTA,660.0,0.0,2022-08-31,0.0,660.0,0.0,0.0,1904-09-01,5,5,6,ATLANTA,10057_20250930,DIF,1934-01-01,0,BANK OF HANCOCK COUNTY,Unknown,2053.0,5,1,0,0,FDIC,2025-09-30,0.0,7,GA,0,0,31087
SM,1.0,1005,MOUNT PLEASANT,23218.0,0.0,2022-10-09,1096.0,24494.0,-997.0,180.0,1903-07-01,9,9,7,DETROIT,1005_20250930,DIF,1934-01-01,0,ISABELLA BANK,ISABELLA BANK CORP,46353.0,3,31,0,0,FED,2025-09-30,1401118.0,4,MI,0,1,48858
NM,1.0,10072,CAMILLA,1580.0,0.0,2022-08-31,1.0,1913.0,100.0,332.0,1913-05-24,5,5,6,ALBANY GA,10072_20250930,DIF,1934-01-01,0,PLANTERS AND CITIZENS BANK,P&C BANK SHARES INC,3727.0,5,1,0,0,FDIC,2025-09-30,1081529.0,2,GA,0,0,31730
NM,1.0,10074,IRWINTON,531.0,0.0,2022-07-19,0.0,531.0,48.0,0.0,1907-07-16,5,5,6,ATLANTA,10074_20250930,DIF,1934-01-01,0,APEX BANKING COMPANY OF GEORGIA,Unknown,2176.0,5,2,0,0,FDIC,2025-09-30,0.0,8,GA,0,0,31042
NM,1.0,10075,COLFAX,329.0,0.0,2022-08-31,2.0,331.0,0.0,0.0,1892-06-01,9,9,7,CHAMPAIGN,10075_20250930,DIF,1934-01-01,0,PEOPLES STATE BANK OF COLFAX,PEOPLES FINANCIAL CORP,1249.0,3,1,0,0,FDIC,2025-09-30,2128896.0,2,IL,0,0,61728
NM,1.0,10077,EMDEN,158.0,0.0,2022-08-31,0.0,158.0,11.0,0.0,1891-05-25,9,9,7,SPRINGFIELD IL,10077_20250930,DIF,1934-01-01,0,FARMERS STATE BANK OF EMDEN,Unknown,961.0,3,1,0,0,FDIC,2025-09-30,0.0,2,IL,0,1,62635
SM,1.0,1008,BROOKLYN,1443.0,0.0,2022-08-31,0.0,1593.0,-1083.0,150.0,1907-10-01,9,9,7,DETROIT,1008_20250930,DIF,1934-01-01,0,BANK MICHIGAN,BANK MICHIGAN FINANCIAL CORP,4540.0,3,3,0,0,FED,2025-09-30,5620971.0,4,MI,0,0,49230
NM,1.0,10101,NAPOLEON,6172.0,0.0,2022-08-31,0.0,6172.0,554.0,0.0,1903-12-09,9,9,7,INDIANAPOLIS,10101_20250930,DIF,1934-01-01,0,THE NAPOLEON STATE BANK,NAPOLEON BCORP,14963.0,3,7,0,0,FDIC,2025-09-30,1210525.0,2,IN,0,1,47034
NM,1.0,10111,CASCADE,6898.0,0.0,2024-06-30,65.0,7285.0,380.0,322.0,1903-02-28,11,11,7,CEDAR RAPIDS,10111_20250930,DIF,1934-01-01,0,OHNWARD BANK & TRUST,OHNWARD BANCSHARES INC,12177.0,4,6,0,0,FDIC,2025-09-30,1200311.0,2,IA,0,1,52033
NM,1.0,10118,PELLA,4042.0,0.0,2024-06-30,0.0,4330.0,225.0,288.0,1911-07-14,11,11,7,DES MOINES,10118_20250930,DIF,1934-01-01,0,LEIGHTON STATE BANK,LEIGHTON INVESTMENT CO,6471.0,4,4,0,0,FDIC,2025-09-30,1137172.0,2,IA,1,0,50219
NM,1.0,10120,LOWDEN,290.0,0.0,2024-06-30,0.0,290.0,0.0,0.0,1913-10-01,11,11,7,CEDAR RAPIDS,10120_20250930,DIF,1934-01-01,0,AMERICAN TRUST AND SAVINGS BANK,LOWDEN BANCSHARES INC,462.0,4,1,0,0,FDIC,2025-09-30,1140846.0,2,IA,0,1,52255
NM,1.0,10121,DURANT,1744.0,0.0,2024-06-30,0.0,1744.0,0.0,0.0,1905-01-01,11,11,7,CEDAR RAPIDS,10121_20250930,DIF,1934-01-01,0,LIBERTY TRUST & SAVINGS BANK,LIBERTY BCORP,4257.0,4,3,0,0,FDIC,2025-09-30,1204784.0,2,IA,0,1,52747
NM,1.0,10122,TRAER,2275.0,0.0,2024-06-30,8.0,2283.0,40.0,0.0,1915-01-01,11,11,7,DES MOINES,10122_20250930,DIF,1934-01-01,0,FARMERS SAVINGS BANK & TRUST,TALEN INC,4751.0,4,2,0,0,FDIC,2025-09-30,1202333.0,2,IA,1,1,50675
NM,1.0,10125,ANAMOSA,1701.0,0.0,2024-06-30,8.0,1709.0,10.0,0.0,1906-11-08,11,9,7,CEDAR RAPIDS,10125_20250930,DIF,1934-01-01,0,CITIZENS SAVINGS BANK,FIRST CMTY BANCSHARES CORP,3187.0,4,2,0,0,FDIC,2025-09-30,1990096.0,2,IA,1,1,52205
NM,1.0,10127,BLOOMFIELD,3441.0,0.0,2024-06-30,0.0,3527.0,-51.0,86.0,1900-01-01,11,11,7,DES MOINES,10127_20250930,DIF,1934-01-01,0,SUCCESS BANK,GARRETT BANCSHARES LTD,7491.0,4,3,0,0,FDIC,2025-09-30,1205044.0,2,IA,1,1,52537
NM,1.0,10132,AMES,1442.0,0.0,2024-06-30,15.0,1825.0,0.0,368.0,1902-01-01,11,11,7,DES MOINES,10132_20250930,DIF,1934-01-01,0,EXCHANGE STATE BANK,MID AMERICA BANKS INC,3739.0,4,3,0,0,FDIC,2025-09-30,1247905.0,2,IA,1,1,50010
NM,1.0,10137,GRAYSON,1647.0,0.0,2022-08-31,0.0,1647.0,187.0,0.0,1891-01-01,9,9,4,LEXINGTON,10137_20250930,DIF,1934-01-01,0,THE COMMERCIAL BANK OF GRAYSON,COMMERCIAL GRAYSON BANCSHARES,6642.0,3,3,0,0,FDIC,2025-09-30,1071810.0,4,KY,0,0,41143
NM,1.0,10145,MUNFORDVILLE,47.0,0.0,2023-11-06,0.0,47.0,1.0,0.0,1890-02-20,9,9,8,LOUISVILLE,10145_20250930,DIF,1934-01-01,0,HART COUNTY BANK AND TRUST COMPANY,HART BANCSHARES INC,777.0,3,1,0,0,FDIC,2025-09-30,1118836.0,4,KY,0,1,42765
SM,0.0,1014,SPARTA,39842.0,0.0,2025-03-15,0.0,46221.0,14013.0,6379.0,1898-01-01,9,9,7,DETROIT,1014_20250930,DIF,1934-01-01,0,CHOICEONE BANK,CHOICEONE FINL SERVICES INC,102342.0,3,51,0,0,FED,2025-09-30,1139297.0,4,MI,0,0,49345
NM,1.0,10157,SHELBY,2594.0,0.0,2022-10-09,37.0,2805.0,265.0,174.0,1910-03-02,9,9,7,DETROIT,10157_20250930,DIF,1934-01-01,0,THE SHELBY STATE BANK,SHELBY FINANCIAL CORP,9143.0,3,10,0,0,FDIC,2025-09-30,1493001.0,4,MI,0,0,49455
NM,1.0,10159,BAYPORT,4878.0,0.0,2022-08-31,9.0,4961.0,304.0,74.0,1914-01-01,11,11,9,MINNEAPOLIS,10159_20250930,DIF,1934-01-01,0,FIRST STATE BANK AND TRUST,UNIVERSAL FINL SERVICES INC,11040.0,3,4,0,0,FDIC,2025-09-30,2387152.0,4,MN,1,1,55003
N,1.0,10160,HOLDINGFORD,1976.0,0.0,2024-08-30,0.0,2087.0,59.0,111.0,1910-10-10,11,11,9,MINNEAPOLIS,10160_20250930,DIF,1934-01-01,0,VERSABANK USA NATIONAL ASSOCIATION,GBH INC,6856.0,3,1,0,0,OCC,2025-09-30,5809673.0,4,MN,0,0,56340
NM,1.0,10162,LE ROY,825.0,0.0,2024-06-30,9.0,880.0,10.0,46.0,1893-06-01,11,11,9,MINNEAPOLIS,10162_20250930,DIF,1934-01-04,0,FIRST STATE BANK MINNESOTA,FIRST LEROY BCORP INC,2989.0,3,2,0,0,FDIC,2025-09-30,1128899.0,2,MN,1,0,55951
NM,1.0,10163,MARINE ON ST. CR,2293.0,0.0,2022-08-31,0.0,2293.0,135.0,0.0,1919-05-12,11,11,9,MINNEAPOLIS,10163_20250930,DIF,1934-01-01,0,SECURITY STATE BANK OF MARINE,MARINE BANCSHARES INC,7059.0,3,4,0,0,FDIC,2025-09-30,2734028.0,4,MN,1,0,55047
NM,1.0,10165,PIERZ,3596.0,0.0,2022-08-31,0.0,3635.0,-100.0,39.0,1908-01-01,11,11,9,MINNEAPOLIS,10165_20250930,DIF,1934-01-01,0,FARMERS AND MERCHANTS STATE BANK OF PIERZ,FARMERS&MERCHANTS AGENCY INC,10316.0,3,3,0,0,FDIC,2025-09-30,1123791.0,2,MN,1,0,56364
NM,1.0,10167,ROSEAU,3335.0,0.0,2024-06-30,1.0,3376.0,307.0,40.0,1905-05-03,11,11,9,FARGO,10167_20250930,DIF,1934-01-01,0,CITIZENS STATE BANK OF ROSEAU,ROSEAU REALTY CO INC,6554.0,3,1,0,0,FDIC,2025-09-30,2613589.0,8,MN,1,0,56751
NM,1.0,10168,CANNON FALLS,4164.0,0.0,2024-06-30,4.0,4168.0,45.0,0.0,1915-06-21,11,11,9,MINNEAPOLIS,10168_20250930,DIF,1934-01-01,0,FIRST FARMERS & MERCHANTS BANK,215 HOLDING CO,12879.0,3,7,0,0,FDIC,2025-09-30,1247576.0,2,MN,0,0,55009
NM,1.0,10169,BECKER,3498.0,0.0,2013-01-25,0.0,4259.0,360.0,761.0,1920-09-07,11,11,9,MINNEAPOLIS,10169_20250930,DIF,1934-01-01,0,SHERBURNE STATE BANK,SAINT JOSEPH BANCSHARES ACQUISITIONS,9937.0,3,3,0,0,FDIC,2025-09-30,3348011.0,4,MN,0,0,55308
NM,1.0,10174,UNDERWOOD,1510.0,0.0,2024-06-30,9.0,1547.0,30.0,28.0,1915-12-01,11,11,9,FARGO,10174_20250930,DIF,1934-01-01,0,FARMERS STATE BANK OF UNDERWOOD,UNDERWOOD BANCSHARES INC,3607.0,3,4,0,0,FDIC,2025-09-30,1128385.0,4,MN,1,0,56586
NM,1.0,10175,HIBBING,1038.0,0.0,2022-08-31,17.0,1059.0,397.0,4.0,1911-02-11,11,11,9,MINNEAPOLIS,10175_20250930,DIF,1934-01-01,0,SECURITY STATE BANK OF HIBBING,SECURITY FINL SERVICES INC,4375.0,3,1,0,0,FDIC,2025-09-30,1128817.0,4,MN,0,0,55746
NM,1.0,10178,HOLLANDALE,583.0,0.0,2024-06-30,0.0,583.0,0.0,0.0,1926-08-02,11,11,9,MINNEAPOLIS,10178_20250930,DIF,1934-01-01,0,PRODUCE STATE BANK,Unknown,3491.0,3,4,0,0,FDIC,2025-09-30,0.0,2,MN,1,0,56045
NM,1.0,10185,ELYSIAN,850.0,0.0,2022-08-31,0.0,850.0,45.0,0.0,1907-09-24,11,11,9,MANKATO,10185_20250930,DIF,1934-01-01,0,ELYSIAN BANK,ELYSIAN INC,2530.0,3,1,0,0,FDIC,2025-09-30,1128947.0,4,MN,1,0,56028
NM,1.0,10187,GONVICK,815.0,0.0,2024-06-30,0.0,815.0,0.0,0.0,1928-05-12,11,11,9,FARGO,10187_20250930,DIF,1934-01-01,0,THE NORTHERN STATE BANK OF GONVICK,Unknown,1072.0,3,1,0,0,FDIC,2025-09-30,0.0,2,MN,1,0,56644
NM,1.0,10191,PRINSBURG,3619.0,0.0,2022-08-31,0.0,3619.0,296.0,0.0,1916-10-14,11,11,9,MANKATO,10191_20250930,DIF,1934-01-01,0,PRINSBANK,PSB FINANCIAL SHARES INC,7247.0,3,2,0,0,FDIC,2025-09-30,1495797.0,4,MN,1,0,56281
NM,1.0,10194,PINE RIVER,1754.0,0.0,2024-06-30,0.0,1754.0,45.0,0.0,1918-01-22,11,11,9,FARGO,10194_20250930,DIF,1934-01-01,0,PINE RIVER STATE BANK,NORBANC GROUP INC,4466.0,3,5,0,0,FDIC,2025-09-30,1128424.0,8,MN,1,0,56474
NM,1.0,10197,CYRUS,1504.0,0.0,2024-06-30,0.0,1575.0,135.0,71.0,1901-10-07,11,11,9,FARGO,10197_20250930,DIF,1934-01-01,0,HOMETOWN COMMUNITY BANK,CYRUS BANCSHARES INC,2320.0,3,4,0,0,FDIC,2025-09-30,2752125.0,4,MN,1,0,56323
NM,1.0,10200,JEFFERS,307.0,0.0,2022-08-31,0.0,307.0,15.0,0.0,1900-06-27,11,11,9,MANKATO,10200_20250930,DIF,1934-01-01,0,STATE BANK OF JEFFERS,Unknown,1225.0,3,1,0,0,FDIC,2025-09-30,0.0,2,MN,0,0,56145
NM,1.0,10202,LOWRY,1319.0,0.0,2024-06-30,0.0,1519.0,226.0,200.0,1899-10-04,11,11,9,FARGO,10202_20250930,DIF,1934-01-01,0,LOWRY STATE BANK,FINANCIAL SERVICES LOWRY INC,2584.0,3,1,0,0,FDIC,2025-09-30,1127016.0,4,MN,1,0,56349
NM,1.0,10212,GENEVA,3631.0,0.0,2024-06-30,0.0,4862.0,0.0,1231.0,1915-01-01,11,11,9,MINNEAPOLIS,10212_20250930,DIF,1934-01-01,0,COMMERCE BANK,COMMERCE BANCSHARES INC,4846.0,3,2,0,0,FDIC,2025-09-30,2452630.0,4,MN,1,0,56035
NM,1.0,10214,VERMILLION,12783.0,0.0,2022-08-31,0.0,12783.0,0.0,0.0,1918-08-10,11,11,9,MINNEAPOLIS,10214_20250930,DIF,1934-01-01,0,VERMILLION STATE BANK,VERMILLION BANCSHARES INC,21623.0,3,6,0,0,FDIC,2025-09-30,1128581.0,8,MN,1,0,55085
NM,1.0,10218,HUTCHINSON,2174.0,0.0,2022-08-31,8.0,3048.0,70.0,866.0,1886-01-01,11,11,9,MANKATO,10218_20250930,DIF,1934-01-01,0,CITIZENS BANK & TRUST CO.,CITIZENS BANCSHARES HUTCHINSON,6754.0,3,3,0,0,FDIC,2025-09-30,1121966.0,8,MN,1,1,55350
N,1.0,1022,PLATTEVILLE,3464.0,0.0,2022-08-31,31.0,4162.0,57.0,667.0,1905-10-28,9,9,7,MADISON,1022_20250930,DIF,1934-01-01,0,"CLARE BANK, NATIONAL ASSOCIATION",MONTFORT BCORP INC,4845.0,3,8,0,0,OCC,2025-09-30,1205325.0,2,WI,1,1,53818
NM,1.0,10236,MAYVILLE,1889.0,0.0,2024-06-30,13.0,2136.0,107.0,234.0,1881-10-27,11,11,9,FARGO,10236_20250930,DIF,1934-01-01,0,THE GOOSE RIVER BANK,GOOSE RIVER HOLDING CO,4990.0,3,3,0,0,FDIC,2025-09-30,1123803.0,2,ND,1,0,58257
NM,1.0,10243,GOLVA,729.0,0.0,2024-06-30,0.0,729.0,0.0,0.0,1914-06-01,11,11,9,FARGO,10243_20250930,DIF,1934-04-01,0,FIRST STATE BANK OF GOLVA,Unknown,3384.0,3,3,0,0,FDIC,2025-09-30,0.0,2,ND,1,0,58632
NM,0.0,10248,WATFORD CITY,72382.0,0.0,2024-06-30,1.0,75733.0,6050.0,3350.0,1910-05-01,11,11,9,FARGO,10248_20250930,DIF,1934-01-01,0,FIRST INTERNATIONAL BANK & TRUST,WATFORD CITY BANCSHARES INC,161186.0,3,28,0,0,FDIC,2025-09-30,1135048.0,4,ND,1,1,58854
NM,1.0,10250,VELVA,2410.0,0.0,2024-06-30,1.0,2635.0,0.0,224.0,1915-01-01,11,11,9,FARGO,10250_20250930,DIF,1934-01-01,0,PEOPLES STATE BANK OF VELVA,BEALL BANCSHARES INC,4710.0,3,2,0,0,FDIC,2025-09-30,4412151.0,2,ND,1,0,58790
NM,1.0,10253,BEULAH,367.0,0.0,2024-06-30,0.0,367.0,-9.0,0.0,1915-01-01,11,11,9,FARGO,10253_20250930,DIF,1934-01-01,0,FIRST SECURITY BANK - WEST,BEULAH BCORP INC,1966.0,3,2,0,0,FDIC,2025-09-30,1919976.0,4,ND,1,0,58523
NM,1.0,10255,OLD FORT,10371.0,0.0,2021-08-29,0.0,10371.0,210.0,0.0,1916-01-16,9,9,4,COLUMBUS,10255_20250930,DIF,1934-01-01,0,THE OLD FORT BANKING COMPANY,OLD FT BK EMPLOYEE STK OWNERSHIP&401-K PLAN,15512.0,3,11,0,0,FDIC,2025-09-30,4902465.0,4,OH,1,0,44861
NM,1.0,10266,BEVERLY,3721.0,0.0,2022-08-31,29.0,4041.0,350.0,291.0,1863-01-01,9,9,4,COLUMBUS,10266_20250930,DIF,1934-01-01,0,THE CITIZENS BANK COMPANY,MUSKINGUM VALLEY BANCSHARES,7898.0,3,5,0,0,FDIC,2025-09-30,1071856.0,4,OH,0,0,45715
SM,1.0,1027,BLYTHEVILLE,10129.0,0.0,2025-01-01,0.0,10243.0,1958.0,114.0,1908-03-16,13,13,8,LITTLE ROCK,1027_20250930,DIF,1934-01-01,0,FARMERS BANK AND TRUST COMPANY,FARMERS BCORP INC,15912.0,5,9,0,0,FED,2025-09-30,1247615.0,2,AR,1,1,72315
NM,1.0,10280,CALDWELL,943.0,0.0,2022-08-31,0.0,943.0,315.0,0.0,1912-01-20,9,9,4,COLUMBUS,10280_20250930,DIF,1934-01-01,0,THE FARMERS AND MERCHANTS BANK,FARMMERC INC,4190.0,3,1,0,0,FDIC,2025-09-30,1249909.0,8,OH,0,0,43724
SM,1.0,1028,FORDYCE,3737.0,0.0,2022-08-31,0.0,3931.0,0.0,194.0,1931-01-06,13,13,8,LITTLE ROCK,1028_20250930,DIF,1934-01-01,0,FBT BANK & MORTGAGE,FBT BANCSHARES INC,7365.0,5,5,0,0,FED,2025-09-30,1099092.0,4,AR,1,1,71742
NM,1.0,10307,CHATTANOOGA,23987.0,0.0,2025-08-22,0.0,23987.0,3445.0,0.0,1904-05-03,13,13,6,KNOXVILLE,10307_20250930,DIF,1934-01-01,0,BUILTWELL BANK,BUILTWELL BCORP INC,78006.0,5,36,0,0,FDIC,2025-09-30,1081716.0,4,TN,0,1,37402
SM,1.0,10308,PIPERTON,19097.0,0.0,2022-08-31,0.0,20381.0,1440.0,1284.0,1905-04-26,13,13,8,NASHVILLE,10308_20250930,DIF,1934-01-01,0,THE BANK OF FAYETTE COUNTY,MOSCOW BANCSHARES INC,29449.0,5,15,0,0,FED,2025-09-30,1099896.0,4,TN,0,0,38017
SM,1.0,10315,HALLS,1637.0,0.0,2021-11-16,0.0,1637.0,0.0,0.0,1899-10-13,13,13,8,NASHVILLE,10315_20250930,DIF,1934-01-01,0,BANK OF HALLS,SECURITY BCORP OF TN INC,3168.0,5,2,0,0,FED,2025-09-30,1135374.0,2,TN,0,1,38040
NM,1.0,10317,RUTLEDGE,1314.0,0.0,2022-08-31,0.0,1330.0,45.0,16.0,1919-11-01,13,13,6,KNOXVILLE,10317_20250930,DIF,1934-01-01,0,CITIZENS BANK AND TRUST COMPANY OF GRAINGER COUNTY,CITIZENS OF GRAINGER CNTY CORP,6477.0,5,5,0,0,FDIC,2025-09-30,1085992.0,8,TN,0,0,37861
NM,1.0,10319,NASHVILLE,3832.0,0.0,2022-08-31,0.0,3832.0,100.0,0.0,1904-01-04,13,13,6,NASHVILLE,10319_20250930,DIF,1934-01-01,0,CITIZENS SAVINGS BANK AND TRUST COMPANY,CSB&T BCORP INC,4412.0,5,2,0,0,FDIC,2025-09-30,3602227.0,4,TN,0,1,37208
NM,1.0,10327,LULING,384.0,0.0,2022-08-31,37.0,421.0,81.0,0.0,1914-01-02,13,13,11,AUSTIN,10327_20250930,DIF,1934-01-01,0,CITIZENS STATE BANK OF LULING,SPECTOR HOLDINGS MGNT L L C,2757.0,5,2,0,0,FDIC,2025-09-30,3037557.0,4,TX,0,0,78648
NM,1.0,10330,PALMER,172.0,0.0,2022-08-31,0.0,172.0,225.0,0.0,1930-03-01,13,13,11,DALLAS,10330_20250930,DIF,1934-01-01,0,COMMERCIAL STATE BANK,PALMER BANCSHARES INC,4278.0,5,3,0,0,FDIC,2025-09-30,2251132.0,7,TX,1,0,75152
NM,1.0,10344,SCHERTZ,17102.0,0.0,2022-08-31,0.0,17245.0,1200.0,143.0,1913-08-13,13,13,11,AUSTIN,10344_20250930,DIF,1934-01-01,0,SCHERTZ BANK & TRUST,SCHERTZ BANCSHARES CORP,22123.0,5,6,0,0,FDIC,2025-09-30,1105443.0,4,TX,0,1,78154
NM,1.0,10345,SHEPHERD,1404.0,0.0,2022-08-31,20.0,1640.0,443.0,216.0,1921-09-21,13,13,11,HOUSTON,10345_20250930,DIF,1934-01-01,0,PEOPLES STATE BANK,ODOM AMTEX HOLDINGS TRUST THE,4940.0,5,3,0,0,FDIC,2025-09-30,5679326.0,4,TX,0,0,77371
SM,1.0,10352,CROWELL,421.0,0.0,2017-01-31,0.0,421.0,35.0,0.0,1931-12-28,13,13,11,LUBBOCK,10352_20250930,DIF,1934-01-01,0,CROWELL STATE BANK,CROWELL BANCSHARES INC,1934.0,5,1,0,0,FED,2025-09-30,1894998.0,2,TX,1,0,79227
NM,0.0,10363,WEST POINT,29273.0,0.0,2022-08-31,236.0,31022.0,8000.0,1513.0,1927-02-01,5,5,5,RICHMOND,10363_20250930,DIF,1934-01-01,0,CITIZENS AND FARMERS BANK,C&F FINANCIAL CORP,81469.0,1,31,0,0,FDIC,2025-09-30,2183493.0,4,VA,0,1,23181
NM,1.0,10374,BIRNAMWOOD,941.0,0.0,2022-08-31,0.0,941.0,1.0,0.0,1900-01-01,9,9,7,APPLETON,10374_20250930,DIF,1934-01-01,0,BANNER BANKS,BANNER BCORP LTD,2940.0,3,4,0,0,FDIC,2025-09-30,1207691.0,2,WI,1,0,54414
NM,1.0,10378,NEW GLARUS,9316.0,0.0,2024-05-31,123.0,12064.0,610.0,2625.0,1893-10-30,9,9,7,MADISON,10378_20250930,DIF,1934-01-01,0,THE BANK OF NEW GLARUS,BANCORP OF NEW GLARUS INC,21719.0,3,8,0,0,FDIC,2025-09-30,2339544.0,4,WI,0,0,53574
NM,1.0,10380,OOSTBURG,5266.0,0.0,2022-08-31,1.0,5267.0,-80.0,0.0,1908-03-01,9,9,7,MILWAUKEE,10380_20250930,DIF,1934-01-01,0,OOSTBURG STATE BANK,OOSTBURG BCORP INC,10234.0,3,4,0,0,FDIC,2025-09-30,2128944.0,4,WI,0,0,53070
NM,1.0,10382,MARINETTE,1529.0,0.0,2022-08-31,0.0,1904.0,250.0,375.0,1902-12-02,9,9,7,APPLETON,10382_20250930,DIF,1934-01-02,0,FARMERS & MERCHANTS BANK & TRUST,F&M BANKSHARES INC,4635.0,3,3,0,0,FDIC,2025-09-30,1204300.0,4,WI,0,1,54143
SM,1.0,10383,LA CROSSE,6497.0,0.0,2022-08-31,61.0,7259.0,91.0,701.0,1858-07-26,9,9,9,MADISON,10383_20250930,DIF,1934-01-01,0,STATE BANK FINANCIAL,FIRST BCORP INC,10349.0,3,5,0,0,FED,2025-09-30,1842935.0,4,WI,1,0,54601
NM,1.0,10384,WAUMANDEE,4309.0,0.0,2022-08-31,24.0,4854.0,415.0,521.0,1914-01-01,9,9,9,EAU CLAIRE,10384_20250930,DIF,1934-01-01,0,WAUMANDEE STATE BANK,WAUMANDEE BANCSHARES LTD,9591.0,3,8,0,0,FDIC,2025-09-30,2892067.0,4,WI,0,0,54622
NM,1.0,10407,BRUSH,1205.0,0.0,2022-08-31,0.0,1274.0,0.0,69.0,1915-10-09,13,13,10,DENVER,10407_20250930,DIF,1934-01-01,0,THE FARMERS STATE BANK OF BRUSH,FIRST PIONEER BANK CORP,2686.0,4,3,0,0,FDIC,2025-09-30,1062528.0,2,CO,0,1,80723
SM,1.0,1040,EFFINGHAM,97124.0,0.0,2024-09-30,29.0,110620.0,48224.0,13467.0,1881-01-01,9,9,8,MOUNT VERNON,1040_20250930,DIF,1934-01-01,0,MIDLAND STATES BANK,MIDLAND STATES BCORP INC,185152.0,3,60,0,0,FED,2025-09-30,1491351.0,4,IL,0,1,62401
NM,1.0,10434,GRAYMONT,4379.0,0.0,2022-08-31,0.0,4379.0,0.0,0.0,1913-01-01,9,9,7,CHAMPAIGN,10434_20250930,DIF,1934-01-01,0,STATE BANK OF GRAYMONT,GRAYMONT BCORP INC,5583.0,3,5,0,0,FDIC,2025-09-30,1718209.0,2,IL,0,1,61743
NM,1.0,10437,OLMSTED,819.0,0.0,2022-08-31,0.0,819.0,9.0,0.0,1921-11-07,9,9,8,MOUNT VERNON,10437_20250930,DIF,1934-01-01,0,FIRST STATE BANK OF OLMSTED,FSBO HOLDINGS INC,1925.0,3,3,0,0,FDIC,2025-09-30,2705091.0,8,IL,0,0,62970
NM,1.0,10438,RARITAN,3795.0,0.0,2022-08-31,8.0,3803.0,262.0,0.0,1920-01-01,9,9,7,PRINCETON,10438_20250930,DIF,1934-01-01,0,RARITAN STATE BANK,RARITAN STATE BCORP INC,5705.0,3,3,0,0,FDIC,2025-09-30,2267982.0,2,IL,0,0,61471
NM,1.0,10446,PAXTON,1373.0,0.0,2022-08-31,0.0,1373.0,100.0,0.0,1920-06-14,9,9,7,CHAMPAIGN,10446_20250930,DIF,1934-01-01,0,"FREDERICK COMMUNITY BANK, THE",AGRICULTURAL BANKING CORP,5818.0,3,4,0,0,FDIC,2025-09-30,1247624.0,2,IL,1,0,60957
NM,1.0,10458,MOUNT STERLING,1678.0,0.0,2023-12-27,0.0,1678.0,90.0,0.0,1914-06-01,9,9,8,PRINCETON,10458_20250930,DIF,1934-01-01,0,FARMERS STATE BANK & TRUST CO.,MOUNT STERLING BCORP INC,3480.0,3,2,0,0,FDIC,2025-09-30,2735931.0,4,IL,0,1,62353
NM,0.0,10460,QUINCY,1589.0,0.0,2022-08-31,0.0,1625.0,220.0,36.0,1910-01-01,9,11,8,SPRINGFIELD IL,10460_20250930,DIF,1934-01-01,0,TOWN & COUNTRY BANK MIDWEST,R DEAN PHILLIPS BK TR DATED 11-19-2004,8484.0,3,5,0,0,FDIC,2025-09-30,5558681.0,4,IL,1,1,62301
