BKCLASS,CB,CERT,CITY,EFFDATE,ESTYMD,FDICDBS,FDICSUPV,FED,FLDOFF,ID,INSAGNT1,INSDATE,MUTUAL,NAAG,NAAGSM,NAASSET,NAAUTO,NACI,NACINUS,NACON,NACONOTH,NACRCD,NADEP,NADEPNUS,NAFG,NAGTY,NAGTYGNM,NAGTYPAR,NALNSALE,NALS,NAMEFULL,NAMEHCR,NAOTHLN,NARE,NAREAG,NARECNFM,NARECNOT,NARECONS,NAREFOR,NARELNDO,NARELOC,NAREMULT,NARENRES,NARENROT,NARENROW,NARENUS,NARERES,NARERSF2,NARERSFM,NASCDEBT,OCCDIST,OFFDOM,OFFOA,P3AG,P3AGSM,P3ASSET,P3AUTO,P3CI,P3CINUS,P3CON,P3CONOTH,P3CRCD,P3DEP,P3DEPNUS,P3FG,P3GTY,P3GTYGNM,P3GTYPAR,P3LNSALE,P3LS,P3OTHLN,P3RE,P3REAG,P3RECNFM,P3RECNOT,P3RECONS,P3REFOR,P3RELNDO,P3RELOC,P3REMULT,P3RENRES,P3RENROT,P3RENROW,P3RENUS,P3RERES,P3RERSF2,P3RERSFM,P3SCDEBT,P9AG,P9AGSM,P9ASSET,P9AUTO,P9CI,P9CINUS,P9CON,P9CONOTH,P9CRCD,P9DEP,P9DEPNUS,P9FG,P9GTY,P9GTYGNM,P9GTYPAR,P9LNSALE,P9LS,P9OTHLN,P9RE,P9REAG,P9RECNFM,P9RECNOT,P9RECONS,P9REFOR,P9RELNDO,P9RELOC,P9REMULT,P9RENRES,P9RENROT,P9RENROW,P9RENUS,P9RERES,P9RERSF2,P9RERSFM,P9SCDEBT,PARCERT,REGAGNT,REPDTE,RSSDHCR,SPECGRP,STALP,SUBCHAPS,TRUST,ZIP
SI,1.0,90140,ADAMS,2022-08-31,1869-05-01,2,2,1,WINDSOR,90140_20250930,DIF,1985-07-24,0,0.0,0.0,1990,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ADAMS COMMUNITY BANK,COMMUNITY BCORP BERKSHIRES MHC,0.0,1990.0,0.0,0.0,0.0,0.0,0.0,1990,157.0,0.0,0.0,0.0,0.0,0.0,1990.0,39.0,1794.0,0.0,1,10,0,0.0,0.0,2660,41.0,28.0,0.0,50.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,395.0,2187.0,0.0,0.0,0.0,0.0,0.0,2187,238.0,0.0,0.0,0.0,0.0,0.0,2187.0,331.0,1618.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,5626937.0,5,MA,0,1,01220
SI,1.0,90141,AMESBURY,2024-11-17,1828-01-01,2,2,1,NORTH BOSTON,90141_20250930,DIF,1985-07-01,0,0.0,0.0,34400,0.0,33933.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BANKPROV,PROVIDENT BCORP INC,0.0,467.0,0.0,0.0,0.0,0.0,0.0,467,272.0,0.0,53.0,0.0,53.0,0.0,414.0,0.0,142.0,0.0,1,7,0,0.0,0.0,1907,0.0,1150.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,757.0,0.0,0.0,0.0,0.0,0.0,757,0.0,0.0,0.0,0.0,0.0,0.0,757.0,0.0,757.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,4298711.0,4,MA,0,0,01913
SI,1.0,90146,ATHOL,2022-08-31,1867-02-12,2,2,1,WINDSOR,90146_20250930,DIF,1985-09-10,1,0.0,0.0,3839,48.0,3437.0,0.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ATHOL SAVINGS BANK,Unknown,0.0,354.0,0.0,0.0,0.0,0.0,0.0,354,35.0,0.0,0.0,0.0,0.0,0.0,354.0,48.0,271.0,0.0,1,5,0,0.0,0.0,399,379.0,0.0,0.0,399.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,0.0,5,MA,0,0,01331
SM,1.0,90169,RAYNHAM,2024-11-17,1872-03-19,2,2,1,SOUTH BOSTON,90169_20250930,DIF,1985-06-20,0,0.0,0.0,575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BLUESTONE BANK,BLUESTONE FINANCIAL MHC,0.0,575.0,0.0,0.0,0.0,0.0,0.0,575,0.0,0.0,0.0,0.0,0.0,0.0,575.0,0.0,575.0,0.0,1,12,0,0.0,0.0,635,0.0,0.0,0.0,180.0,180.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,455.0,0.0,0.0,0.0,0.0,0.0,455,20.0,0.0,0.0,0.0,0.0,0.0,455.0,435.0,0.0,0.0,0.0,0.0,963,0.0,963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,963.0,0.0,963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FED,2025-09-30,3134102.0,4,MA,0,1,02767
SM,1.0,90173,CAMBRIDGE,2024-11-17,1854-04-02,2,2,1,NORTH BOSTON,90173_20250930,DIF,1985-06-18,1,0.0,0.0,1849,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EAST CAMBRIDGE SAVINGS BANK,1854 BCORP,0.0,1849.0,0.0,0.0,0.0,0.0,0.0,1849,734.0,0.0,0.0,0.0,0.0,0.0,1849.0,0.0,1115.0,0.0,1,12,0,0.0,0.0,2974,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2966.0,0.0,0.0,864.0,864.0,0.0,2966,733.0,0.0,591.0,518.0,73.0,0.0,1511.0,0.0,778.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FED,2025-09-30,4459820.0,4,MA,0,0,02141
SI,1.0,90175,CANTON,2024-11-17,1835-03-04,2,2,1,SOUTH BOSTON,90175_20250930,DIF,1985-10-11,0,0.0,0.0,142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,THE BANK OF CANTON,PONKAPOAG BCORP MHC,0.0,142.0,0.0,0.0,0.0,0.0,0.0,142,85.0,0.0,0.0,0.0,0.0,0.0,142.0,0.0,57.0,0.0,1,6,0,0.0,0.0,1819,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1819.0,0.0,0.0,0.0,0.0,0.0,1819,168.0,0.0,1651.0,0.0,1651.0,0.0,168.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,3223855.0,4,MA,0,1,02021
SI,1.0,90181,CLINTON,2022-08-31,1851-05-15,2,2,1,WINDSOR,90181_20250930,DIF,1985-11-20,0,0.0,0.0,17145,0.0,0.0,0.0,53.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CLINTON SAVINGS BANK,CLINTON FINANCIAL SERVICES MHC,0.0,17092.0,0.0,0.0,11070.0,11070.0,0.0,17092,254.0,0.0,4461.0,0.0,4461.0,0.0,1561.0,22.0,1285.0,0.0,1,9,0,0.0,0.0,1496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1496.0,0.0,0.0,0.0,0.0,0.0,1496,230.0,0.0,327.0,0.0,327.0,0.0,1169.0,0.0,939.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,3195756.0,4,MA,0,0,01510
NM,0.0,90183,NATICK,2024-11-17,1835-03-05,2,2,1,SOUTH BOSTON,90183_20250930,DIF,1985-11-08,0,0.0,0.0,7358,0.0,556.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MIDDLESEX SAVINGS BANK,MIDDLESEX BCORP MHC,0.0,6774.0,0.0,0.0,4770.0,4770.0,0.0,6774,189.0,0.0,844.0,0.0,844.0,0.0,1160.0,50.0,921.0,0.0,1,35,0,0.0,0.0,5319,0.0,704.0,0.0,17.0,17.0,0.0,0.0,0.0,0.0,185.0,0.0,185.0,0.0,0.0,0.0,4598.0,0.0,0.0,2574.0,2574.0,0.0,4598,357.0,0.0,1280.0,0.0,1280.0,0.0,744.0,0.0,387.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,3932072.0,4,MA,0,0,01760
SM,0.0,90188,EASTHAMPTON,2024-01-29,1869-02-10,2,2,1,WINDSOR,90188_20250930,DIF,1985-09-05,0,0.0,0.0,35746,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BANKESB,HOMETOWN FINANCIAL GROUP MHC,0.0,35725.0,0.0,0.0,0.0,0.0,0.0,35725,38.0,0.0,32518.0,32223.0,295.0,0.0,3207.0,86.0,3083.0,0.0,1,11,0,0.0,0.0,560,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,560.0,0.0,0.0,0.0,0.0,0.0,560,46.0,0.0,0.0,0.0,0.0,0.0,560.0,71.0,443.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FED,2025-09-30,3728930.0,4,MA,0,0,01027
SM,1.0,90190,EDGARTOWN,2024-11-17,1955-04-15,2,2,1,SOUTH BOSTON,90190_20250930,DIF,1985-11-04,0,0.0,0.0,6046,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MARTHA'S VINEYARD BANK,VINEYARD BCORP MHC,0.0,6026.0,0.0,0.0,0.0,0.0,0.0,6026,0.0,0.0,0.0,0.0,0.0,0.0,6026.0,0.0,6026.0,0.0,1,10,0,0.0,0.0,1174,0.0,0.0,0.0,79.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1095.0,0.0,0.0,0.0,0.0,0.0,1095,0.0,0.0,0.0,0.0,0.0,0.0,1095.0,0.0,1095.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FED,2025-09-30,5557826.0,5,MA,0,1,02539
SI,1.0,90191,EVERETT,2025-02-15,1889-03-01,2,2,1,NORTH BOSTON,90191_20250930,DIF,1985-07-01,0,0.0,0.0,286,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,EAGLE BANK,EAGLE BCORP MHC,0.0,286.0,0.0,0.0,0.0,0.0,0.0,286,62.0,0.0,0.0,0.0,0.0,0.0,286.0,0.0,224.0,0.0,1,6,0,0.0,0.0,1296,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1296.0,0.0,0.0,0.0,0.0,0.0,1296,90.0,0.0,0.0,0.0,0.0,0.0,1296.0,0.0,1206.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,5952551.0,4,MA,0,1,02149
SI,1.0,90196,SWANSEA,2024-11-17,1851-11-15,2,2,1,SOUTH BOSTON,90196_20250930,DIF,1985-06-18,0,0.0,0.0,6472,0.0,395.0,0.0,1483.0,1412.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BAYCOAST BANK,NARRAGANSETT FINANCIAL CORP,0.0,4594.0,0.0,0.0,0.0,0.0,0.0,4594,937.0,0.0,405.0,0.0,405.0,0.0,4189.0,0.0,3252.0,0.0,1,25,0,0.0,0.0,4908,0.0,651.0,0.0,1181.0,1140.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3076.0,0.0,0.0,0.0,0.0,0.0,3076,571.0,0.0,882.0,0.0,882.0,0.0,2194.0,1.0,1622.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,2623430.0,4,MA,0,1,02777
SI,1.0,90203,GLOUCESTER,2024-11-17,1846-04-15,2,2,1,NORTH BOSTON,90203_20250930,DIF,1985-10-22,1,0.0,0.0,3032,0.0,64.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,CAPE ANN SAVINGS BANK,Unknown,0.0,2968.0,0.0,0.0,0.0,0.0,0.0,2968,402.0,0.0,832.0,832.0,0.0,0.0,2136.0,0.0,1734.0,0.0,1,4,0,0.0,0.0,4131,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4125.0,0.0,0.0,0.0,0.0,0.0,4125,920.0,0.0,1029.0,1029.0,0.0,0.0,3096.0,0.0,2176.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,0.0,5,MA,0,1,01930
SI,1.0,90206,GREENFIELD,2022-08-31,1869-03-19,2,2,1,WINDSOR,90206_20250930,DIF,1985-11-04,0,0.0,0.0,4055,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,GREENFIELD SAVINGS BANK,GSB MHC,0.0,3988.0,0.0,0.0,0.0,0.0,0.0,3988,683.0,0.0,182.0,0.0,182.0,0.0,3806.0,0.0,3123.0,0.0,1,8,0,0.0,0.0,2760,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2708.0,0.0,0.0,0.0,0.0,0.0,2708,362.0,0.0,1079.0,0.0,1079.0,0.0,1629.0,53.0,1214.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,3309889.0,4,MA,0,1,01301
SI,1.0,90208,HAVERHILL,2024-11-17,1891-01-01,2,2,1,NORTH BOSTON,90208_20250930,DIF,1985-10-08,0,0.0,0.0,6214,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PENTUCKET BANK,RIVER RUN BCORP MHC,0.0,6203.0,0.0,0.0,0.0,0.0,0.0,6203,120.0,433.0,4734.0,4240.0,494.0,0.0,1036.0,11.0,905.0,0.0,1,6,0,0.0,0.0,2634,0.0,659.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1968.0,0.0,0.0,0.0,0.0,0.0,1968,0.0,0.0,1610.0,0.0,1610.0,0.0,358.0,0.0,358.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,4267472.0,4,MA,0,0,01830
SI,0.0,90211,HINGHAM,2024-11-17,1834-04-02,2,2,1,SOUTH BOSTON,90211_20250930,DIF,1985-07-01,0,0.0,0.0,32073,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,HINGHAM INSTITUTION FOR SAVINGS,Unknown,0.0,32073.0,0.0,0.0,30638.0,30638.0,0.0,32073,835.0,0.0,0.0,0.0,0.0,0.0,1435.0,0.0,600.0,0.0,1,9,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,0.0,4,MA,0,0,02043
SI,0.0,90213,HOLYOKE,2022-08-31,1885-03-17,2,2,1,WINDSOR,90213_20250930,DIF,1985-07-01,0,0.0,0.0,26944,0.0,11961.0,0.0,3860.0,3860.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PEOPLESBANK,PEOPLESBANCORP MHC,0.0,9623.0,0.0,0.0,0.0,0.0,0.0,9623,689.0,0.0,0.0,0.0,0.0,0.0,9623.0,197.0,8737.0,1500.0,1,20,0,0.0,0.0,6223,0.0,0.0,0.0,3391.0,3391.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2832.0,0.0,0.0,0.0,0.0,0.0,2832,467.0,0.0,111.0,0.0,111.0,0.0,2721.0,16.0,2238.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,3186585.0,4,MA,0,1,01040
SI,1.0,90215,HUDSON,2024-11-17,1869-02-26,2,2,1,NORTH BOSTON,90215_20250930,DIF,1985-11-27,0,0.0,0.0,17624,0.0,8219.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,AVIDIA BANK,AVIDIA BCORP INC,0.0,9405.0,0.0,0.0,8930.0,8930.0,0.0,9405,0.0,0.0,88.0,0.0,88.0,0.0,387.0,0.0,387.0,0.0,1,10,0,0.0,0.0,2292,0.0,287.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2005.0,0.0,0.0,0.0,0.0,0.0,2005,274.0,0.0,1198.0,0.0,1198.0,0.0,807.0,0.0,533.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,6031006.0,4,MA,0,0,01749
SI,1.0,90227,TEWKSBURY,2024-11-17,1854-04-12,2,2,1,NORTH BOSTON,90227_20250930,DIF,1985-07-01,0,0.0,0.0,8420,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,THE LOWELL FIVE CENT SAVINGS BANK,LOWELL FIVE BCORP MHC,0.0,8400.0,0.0,0.0,0.0,0.0,0.0,8400,1101.0,1925.0,2133.0,2133.0,0.0,0.0,4342.0,79.0,3162.0,0.0,1,15,0,0.0,0.0,3009,0.0,40.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2966.0,0.0,0.0,0.0,0.0,0.0,2966,770.0,0.0,1125.0,0.0,1125.0,0.0,1841.0,0.0,1071.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,4268349.0,4,MA,0,1,01876
SM,1.0,90229,LOWELL,2024-11-17,1892-04-06,2,2,1,NORTH BOSTON,90229_20250930,DIF,1985-10-10,1,0.0,0.0,899,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,WASHINGTON SAVINGS BANK,Unknown,0.0,899.0,0.0,0.0,0.0,0.0,0.0,899,162.0,0.0,0.0,0.0,0.0,0.0,899.0,0.0,737.0,0.0,1,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FED,2025-09-30,0.0,4,MA,0,1,01852
SM,1.0,90234,MARBLEHEAD,2024-11-17,1871-03-18,2,2,1,NORTH BOSTON,90234_20250930,DIF,1985-09-17,1,0.0,0.0,218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MARBLEHEAD BANK,Unknown,0.0,218.0,0.0,0.0,0.0,0.0,0.0,218,0.0,0.0,0.0,0.0,0.0,0.0,218.0,0.0,218.0,0.0,1,3,0,0.0,0.0,2,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FED,2025-09-30,0.0,5,MA,0,0,01945
SI,1.0,90235,MARLBOROUGH,2024-11-17,1860-04-03,2,2,1,NORTH BOSTON,90235_20250930,DIF,1985-11-15,0,0.0,0.0,6519,20.0,1374.0,0.0,21.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,MAIN STREET BANK,MAIN STREET GROUP BANCSHARES MHC,0.0,5124.0,0.0,302.0,0.0,302.0,0.0,5124,985.0,0.0,0.0,0.0,0.0,0.0,4822.0,0.0,3837.0,0.0,1,6,0,0.0,0.0,4397,7.0,87.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4301.0,0.0,0.0,0.0,0.0,0.0,4301,272.0,2984.0,160.0,0.0,160.0,0.0,1157.0,0.0,885.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,3469354.0,4,MA,0,0,01752
NM,1.0,9023,CHARLES TOWN,2024-01-02,1870-02-20,5,5,5,SCOTT DEPOT,9023_20250930,DIF,1934-01-01,0,0.0,0.0,2138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,BANK OF CHARLES TOWN,POTOMAC BANCSHARES INC,0.0,2138.0,0.0,0.0,0.0,0.0,0.0,2138,0.0,0.0,2138.0,0.0,2138.0,0.0,0.0,0.0,0.0,0.0,1,9,0,0.0,0.0,694,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,22.0,0.0,0.0,0.0,672.0,0.0,0.0,0.0,0.0,0.0,672,0.0,0.0,0.0,0.0,0.0,0.0,672.0,0.0,672.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,FDIC,2025-09-30,2234920.0,4,WV,0,1,25414
