ASSET,BKCLASS,CB,CERT,CITY,DEP,EFFDATE,ESTYMD,FDICDBS,FDICSUPV,FED,FLDOFF,ICHBAL,ID,IFREPO,ILNDOM,ILNFOR,ILS,INSAGNT1,INSDATE,INTINC,IOTHII,ISC,ITRADE,MUTUAL,NAMEFULL,NAMEHCR,OCCDIST,OFFDOM,OFFOA,PARCERT,REGAGNT,REPDTE,RSSDHCR,SPECGRP,STALP,SUBCHAPS,TRUST,ZIP
254611,NM,1.0,10004,MARKESAN,216536,2023-03-22,1910-01-20,9,9,7,MADISON,34.0,10004_20250930,19.0,9848.0,0.0,0.0,DIF,1934-01-01,10869.0,79.0,889.0,0.0,0,ERGO BANK,FS BANCSHARES INC,3,6,0,0,FDIC,2025-09-30,1249691.0,2,WI,0,0,53946
490950,NM,1.0,10011,MONROE,381139,2022-08-31,1915-01-01,9,9,7,MADISON,20.0,10011_20250930,180.0,16444.0,0.0,108.0,DIF,1934-01-01,18959.0,248.0,1959.0,0.0,0,WOODFORD STATE BANK,WOODFORD BANCSHARES INC,3,6,0,0,FDIC,2025-09-30,2961347.0,4,WI,1,0,53566
220933,NM,1.0,10012,ALMOND,185973,2022-08-31,1901-01-01,9,9,7,APPLETON,484.0,10012_20250930,0.0,6475.0,0.0,0.0,DIF,1934-01-01,7853.0,0.0,894.0,0.0,0,THE PORTAGE COUNTY BANK,PORTAGE COUNTY BANCSHARES INC,3,4,0,0,FDIC,2025-09-30,1141133.0,4,WI,1,0,54909
230511,NM,1.0,10015,NEW AUBURN,196313,2022-08-31,1907-08-28,9,9,9,EAU CLAIRE,194.0,10015_20250930,487.0,10177.0,0.0,0.0,DIF,1934-01-01,10992.0,23.0,111.0,0.0,0,SECURITY BANK,SECURITY BANK SHARES INC,3,4,0,0,FDIC,2025-09-30,1128497.0,4,WI,0,0,54757
2919051,N,1.0,10044,FOND DU LAC,2321022,2022-08-31,1933-12-20,9,9,7,APPLETON,3854.0,10044_20250930,0.0,81094.0,0.0,0.0,DIF,1934-01-01,112463.0,1462.0,26053.0,0.0,0,NATIONAL EXCHANGE BANK AND TRUST,NEB CORP,3,34,0,0,OCC,2025-09-30,1202052.0,4,WI,0,1,54935
324134,NM,1.0,10055,WAYCROSS,292274,2022-08-31,1907-06-19,5,5,6,ALBANY GA,567.0,10055_20250930,22.0,11443.0,0.0,0.0,DIF,1934-01-01,13190.0,14.0,1144.0,0.0,0,FIRST SOUTHERN BANK,FSBH CORP,5,7,0,0,FDIC,2025-09-30,5685653.0,4,GA,0,0,31501
80515,NM,1.0,10057,SPARTA,67132,2022-08-31,1904-09-01,5,5,6,ATLANTA,429.0,10057_20250930,0.0,1326.0,0.0,0.0,DIF,1934-01-01,2713.0,18.0,940.0,0.0,0,BANK OF HANCOCK COUNTY,Unknown,5,1,0,0,FDIC,2025-09-30,0.0,7,GA,0,0,31087
2210646,SM,1.0,1005,MOUNT PLEASANT,1950278,2022-10-09,1903-07-01,9,9,7,DETROIT,1856.0,1005_20250930,2.0,59851.0,0.0,0.0,DIF,1934-01-01,70847.0,469.0,8669.0,0.0,0,ISABELLA BANK,ISABELLA BANK CORP,3,31,0,0,FED,2025-09-30,1401118.0,4,MI,0,1,48858
148940,NM,1.0,10072,CAMILLA,127383,2022-08-31,1913-05-24,5,5,6,ALBANY GA,187.0,10072_20250930,106.0,4636.0,0.0,0.0,DIF,1934-01-01,5640.0,25.0,686.0,0.0,0,PLANTERS AND CITIZENS BANK,P&C BANK SHARES INC,5,1,0,0,FDIC,2025-09-30,1081529.0,2,GA,0,0,31730
69563,NM,1.0,10074,IRWINTON,63680,2022-07-19,1907-07-16,5,5,6,ATLANTA,0.0,10074_20250930,209.0,2124.0,0.0,0.0,DIF,1934-01-01,2707.0,0.0,374.0,0.0,0,APEX BANKING COMPANY OF GEORGIA,Unknown,5,2,0,0,FDIC,2025-09-30,0.0,8,GA,0,0,31042
48864,NM,1.0,10075,COLFAX,43038,2022-08-31,1892-06-01,9,9,7,CHAMPAIGN,278.0,10075_20250930,0.0,982.0,0.0,0.0,DIF,1934-01-01,1580.0,5.0,315.0,0.0,0,PEOPLES STATE BANK OF COLFAX,PEOPLES FINANCIAL CORP,3,1,0,0,FDIC,2025-09-30,2128896.0,2,IL,0,0,61728
37470,NM,1.0,10077,EMDEN,26226,2022-08-31,1891-05-25,9,9,7,SPRINGFIELD IL,0.0,10077_20250930,105.0,627.0,0.0,0.0,DIF,1934-01-01,1119.0,0.0,387.0,0.0,0,FARMERS STATE BANK OF EMDEN,Unknown,3,1,0,0,FDIC,2025-09-30,0.0,2,IL,0,1,62635
141120,SM,1.0,1008,BROOKLYN,115241,2022-08-31,1907-10-01,9,9,7,DETROIT,272.0,1008_20250930,22.0,5587.0,0.0,0.0,DIF,1934-01-01,6133.0,36.0,216.0,0.0,0,BANK MICHIGAN,BANK MICHIGAN FINANCIAL CORP,3,3,0,0,FED,2025-09-30,5620971.0,4,MI,0,0,49230
490327,NM,1.0,10101,NAPOLEON,434681,2022-08-31,1903-12-09,9,9,7,INDIANAPOLIS,1755.0,10101_20250930,0.0,17399.0,0.0,0.0,DIF,1934-01-01,21135.0,194.0,1787.0,0.0,0,THE NAPOLEON STATE BANK,NAPOLEON BCORP,3,7,0,0,FDIC,2025-09-30,1210525.0,2,IN,0,1,47034
477113,NM,1.0,10111,CASCADE,399409,2024-06-30,1903-02-28,11,11,7,CEDAR RAPIDS,149.0,10111_20250930,32.0,17834.0,0.0,0.0,DIF,1934-01-01,19462.0,77.0,1370.0,0.0,0,OHNWARD BANK & TRUST,OHNWARD BANCSHARES INC,4,6,0,0,FDIC,2025-09-30,1200311.0,2,IA,0,1,52033
281589,NM,1.0,10118,PELLA,238346,2024-06-30,1911-07-14,11,11,7,DES MOINES,47.0,10118_20250930,284.0,9360.0,0.0,0.0,DIF,1934-01-01,10801.0,47.0,1063.0,0.0,0,LEIGHTON STATE BANK,LEIGHTON INVESTMENT CO,4,4,0,0,FDIC,2025-09-30,1137172.0,2,IA,1,0,50219
30365,NM,1.0,10120,LOWDEN,25458,2024-06-30,1913-10-01,11,11,7,CEDAR RAPIDS,33.0,10120_20250930,90.0,304.0,0.0,0.0,DIF,1934-01-01,752.0,0.0,325.0,0.0,0,AMERICAN TRUST AND SAVINGS BANK,LOWDEN BANCSHARES INC,4,1,0,0,FDIC,2025-09-30,1140846.0,2,IA,0,1,52255
176513,NM,1.0,10121,DURANT,141769,2024-06-30,1905-01-01,11,11,7,CEDAR RAPIDS,308.0,10121_20250930,87.0,4708.0,0.0,0.0,DIF,1934-01-01,6001.0,10.0,888.0,0.0,0,LIBERTY TRUST & SAVINGS BANK,LIBERTY BCORP,4,3,0,0,FDIC,2025-09-30,1204784.0,2,IA,0,1,52747
227539,NM,1.0,10122,TRAER,208796,2024-06-30,1915-01-01,11,11,7,DES MOINES,252.0,10122_20250930,11.0,5251.0,0.0,0.0,DIF,1934-01-01,7034.0,39.0,1481.0,0.0,0,FARMERS SAVINGS BANK & TRUST,TALEN INC,4,2,0,0,FDIC,2025-09-30,1202333.0,2,IA,1,1,50675
172490,NM,1.0,10125,ANAMOSA,158476,2024-06-30,1906-11-08,11,9,7,CEDAR RAPIDS,11.0,10125_20250930,358.0,3264.0,0.0,0.0,DIF,1934-01-01,4896.0,34.0,1229.0,0.0,0,CITIZENS SAVINGS BANK,FIRST CMTY BANCSHARES CORP,4,2,0,0,FDIC,2025-09-30,1990096.0,2,IA,1,1,52205
260224,NM,1.0,10127,BLOOMFIELD,217212,2024-06-30,1900-01-01,11,11,7,DES MOINES,139.0,10127_20250930,1.0,9750.0,0.0,0.0,DIF,1934-01-01,11018.0,26.0,1102.0,0.0,0,SUCCESS BANK,GARRETT BANCSHARES LTD,4,3,0,0,FDIC,2025-09-30,1205044.0,2,IA,1,1,52537
142615,NM,1.0,10132,AMES,104948,2024-06-30,1902-01-01,11,11,7,DES MOINES,217.0,10132_20250930,0.0,5070.0,0.0,0.0,DIF,1934-01-01,5564.0,49.0,228.0,0.0,0,EXCHANGE STATE BANK,MID AMERICA BANKS INC,4,3,0,0,FDIC,2025-09-30,1247905.0,2,IA,1,1,50010
240831,NM,1.0,10137,GRAYSON,213957,2022-08-31,1891-01-01,9,9,4,LEXINGTON,21.0,10137_20250930,147.0,7065.0,0.0,0.0,DIF,1934-01-01,8289.0,13.0,1043.0,0.0,0,THE COMMERCIAL BANK OF GRAYSON,COMMERCIAL GRAYSON BANCSHARES,3,3,0,0,FDIC,2025-09-30,1071810.0,4,KY,0,0,41143
24020,NM,1.0,10145,MUNFORDVILLE,16330,2023-11-06,1890-02-20,9,9,8,LOUISVILLE,84.0,10145_20250930,28.0,683.0,0.0,0.0,DIF,1934-01-01,824.0,1.0,28.0,0.0,0,HART COUNTY BANK AND TRUST COMPANY,HART BANCSHARES INC,3,1,0,0,FDIC,2025-09-30,1118836.0,4,KY,0,1,42765
4291775,SM,0.0,1014,SPARTA,3568402,2025-03-15,1898-01-01,9,9,7,DETROIT,2822.0,1014_20250930,0.0,126049.0,0.0,248.0,DIF,1934-01-01,148563.0,2965.0,16479.0,0.0,0,CHOICEONE BANK,CHOICEONE FINL SERVICES INC,3,51,0,0,FED,2025-09-30,1139297.0,4,MI,0,0,49345
385800,NM,1.0,10157,SHELBY,345039,2022-10-09,1910-03-02,9,9,7,DETROIT,542.0,10157_20250930,19.0,9816.0,0.0,0.0,DIF,1934-01-01,11948.0,62.0,1509.0,0.0,0,THE SHELBY STATE BANK,SHELBY FINANCIAL CORP,3,10,0,0,FDIC,2025-09-30,1493001.0,4,MI,0,0,49455
425902,NM,1.0,10159,BAYPORT,384580,2022-08-31,1914-01-01,11,11,9,MINNEAPOLIS,447.0,10159_20250930,37.0,13685.0,0.0,0.0,DIF,1934-01-01,16001.0,273.0,1559.0,0.0,0,FIRST STATE BANK AND TRUST,UNIVERSAL FINL SERVICES INC,3,4,0,0,FDIC,2025-09-30,2387152.0,4,MN,1,1,55003
297621,N,1.0,10160,HOLDINGFORD,102465,2024-08-30,1910-10-10,11,11,9,MINNEAPOLIS,161.0,10160_20250930,0.0,5549.0,0.0,0.0,DIF,1934-01-01,8943.0,137.0,3096.0,0.0,0,VERSABANK USA NATIONAL ASSOCIATION,GBH INC,3,1,0,0,OCC,2025-09-30,5809673.0,4,MN,0,0,56340
100232,NM,1.0,10162,LE ROY,87660,2024-06-30,1893-06-01,11,11,9,MINNEAPOLIS,163.0,10162_20250930,62.0,3447.0,0.0,0.0,DIF,1934-01-04,3869.0,7.0,190.0,0.0,0,FIRST STATE BANK MINNESOTA,FIRST LEROY BCORP INC,3,2,0,0,FDIC,2025-09-30,1128899.0,2,MN,1,0,55951
234115,NM,1.0,10163,MARINE ON ST. CR,208287,2022-08-31,1919-05-12,11,11,9,MINNEAPOLIS,1037.0,10163_20250930,0.0,7936.0,0.0,0.0,DIF,1934-01-01,9352.0,0.0,379.0,0.0,0,SECURITY STATE BANK OF MARINE,MARINE BANCSHARES INC,3,4,0,0,FDIC,2025-09-30,2734028.0,4,MN,1,0,55047
335016,NM,1.0,10165,PIERZ,308790,2022-08-31,1908-01-01,11,11,9,MINNEAPOLIS,577.0,10165_20250930,93.0,11727.0,0.0,0.0,DIF,1934-01-01,13951.0,17.0,1537.0,0.0,0,FARMERS AND MERCHANTS STATE BANK OF PIERZ,FARMERS&MERCHANTS AGENCY INC,3,3,0,0,FDIC,2025-09-30,1123791.0,2,MN,1,0,56364
281100,NM,1.0,10167,ROSEAU,246442,2024-06-30,1905-05-03,11,11,9,FARGO,119.0,10167_20250930,0.0,7276.0,0.0,312.0,DIF,1934-01-01,9930.0,104.0,2119.0,0.0,0,CITIZENS STATE BANK OF ROSEAU,ROSEAU REALTY CO INC,3,1,0,0,FDIC,2025-09-30,2613589.0,8,MN,1,0,56751
472137,NM,1.0,10168,CANNON FALLS,426528,2024-06-30,1915-06-21,11,11,9,MINNEAPOLIS,801.0,10168_20250930,9.0,14203.0,0.0,123.0,DIF,1934-01-01,17047.0,16.0,1895.0,0.0,0,FIRST FARMERS & MERCHANTS BANK,215 HOLDING CO,3,7,0,0,FDIC,2025-09-30,1247576.0,2,MN,0,0,55009
322805,NM,1.0,10169,BECKER,270807,2013-01-25,1920-09-07,11,11,9,MINNEAPOLIS,11.0,10169_20250930,591.0,12724.0,0.0,0.0,DIF,1934-01-01,14196.0,366.0,504.0,0.0,0,SHERBURNE STATE BANK,SAINT JOSEPH BANCSHARES ACQUISITIONS,3,3,0,0,FDIC,2025-09-30,3348011.0,4,MN,0,0,55308
110054,NM,1.0,10174,UNDERWOOD,100822,2024-06-30,1915-12-01,11,11,9,FARGO,135.0,10174_20250930,51.0,4774.0,0.0,0.0,DIF,1934-01-01,5154.0,10.0,184.0,0.0,0,FARMERS STATE BANK OF UNDERWOOD,UNDERWOOD BANCSHARES INC,3,4,0,0,FDIC,2025-09-30,1128385.0,4,MN,1,0,56586
153473,NM,1.0,10175,HIBBING,138988,2022-08-31,1911-02-11,11,11,9,MINNEAPOLIS,208.0,10175_20250930,2.0,4265.0,0.0,0.0,DIF,1934-01-01,5434.0,5.0,954.0,0.0,0,SECURITY STATE BANK OF HIBBING,SECURITY FINL SERVICES INC,3,1,0,0,FDIC,2025-09-30,1128817.0,4,MN,0,0,55746
108033,NM,1.0,10178,HOLLANDALE,95554,2024-06-30,1926-08-02,11,11,9,MINNEAPOLIS,189.0,10178_20250930,38.0,2532.0,0.0,0.0,DIF,1934-01-01,4074.0,0.0,1315.0,0.0,0,PRODUCE STATE BANK,Unknown,3,4,0,0,FDIC,2025-09-30,0.0,2,MN,1,0,56045
72165,NM,1.0,10185,ELYSIAN,62943,2022-08-31,1907-09-24,11,11,9,MANKATO,110.0,10185_20250930,129.0,3034.0,0.0,0.0,DIF,1934-01-01,3380.0,49.0,58.0,0.0,0,ELYSIAN BANK,ELYSIAN INC,3,1,0,0,FDIC,2025-09-30,1128947.0,4,MN,1,0,56028
48080,NM,1.0,10187,GONVICK,39508,2024-06-30,1928-05-12,11,11,9,FARGO,437.0,10187_20250930,0.0,798.0,0.0,0.0,DIF,1934-01-01,1887.0,0.0,652.0,0.0,0,THE NORTHERN STATE BANK OF GONVICK,Unknown,3,1,0,0,FDIC,2025-09-30,0.0,2,MN,1,0,56644
198465,NM,1.0,10191,PRINSBURG,167164,2022-08-31,1916-10-14,11,11,9,MANKATO,423.0,10191_20250930,1985.0,8107.0,0.0,0.0,DIF,1934-01-01,10866.0,17.0,334.0,0.0,0,PRINSBANK,PSB FINANCIAL SHARES INC,3,2,0,0,FDIC,2025-09-30,1495797.0,4,MN,1,0,56281
182632,NM,1.0,10194,PINE RIVER,167505,2024-06-30,1918-01-22,11,11,9,FARGO,466.0,10194_20250930,155.0,4881.0,0.0,0.0,DIF,1934-01-01,6220.0,13.0,705.0,0.0,0,PINE RIVER STATE BANK,NORBANC GROUP INC,3,5,0,0,FDIC,2025-09-30,1128424.0,8,MN,1,0,56474
99599,NM,1.0,10197,CYRUS,84778,2024-06-30,1901-10-07,11,11,9,FARGO,5.0,10197_20250930,66.0,3459.0,0.0,217.0,DIF,1934-01-01,3895.0,11.0,137.0,0.0,0,HOMETOWN COMMUNITY BANK,CYRUS BANCSHARES INC,3,4,0,0,FDIC,2025-09-30,2752125.0,4,MN,1,0,56323
37388,NM,1.0,10200,JEFFERS,32057,2022-08-31,1900-06-27,11,11,9,MANKATO,0.0,10200_20250930,173.0,1030.0,0.0,0.0,DIF,1934-01-01,1532.0,0.0,329.0,0.0,0,STATE BANK OF JEFFERS,Unknown,3,1,0,0,FDIC,2025-09-30,0.0,2,MN,0,0,56145
85765,NM,1.0,10202,LOWRY,70015,2024-06-30,1899-10-04,11,11,9,FARGO,118.0,10202_20250930,41.0,3914.0,0.0,0.0,DIF,1934-01-01,4103.0,26.0,4.0,0.0,0,LOWRY STATE BANK,FINANCIAL SERVICES LOWRY INC,3,1,0,0,FDIC,2025-09-30,1127016.0,4,MN,1,0,56349
240406,NM,1.0,10212,GENEVA,172558,2024-06-30,1915-01-01,11,11,9,MINNEAPOLIS,142.0,10212_20250930,0.0,8943.0,0.0,0.0,DIF,1934-01-01,9708.0,151.0,472.0,0.0,0,COMMERCE BANK,COMMERCE BANCSHARES INC,3,2,0,0,FDIC,2025-09-30,2452630.0,4,MN,1,0,56035
907276,NM,1.0,10214,VERMILLION,787892,2022-08-31,1918-08-10,11,11,9,MINNEAPOLIS,2096.0,10214_20250930,0.0,20758.0,0.0,1.0,DIF,1934-01-01,34406.0,23.0,11528.0,0.0,0,VERMILLION STATE BANK,VERMILLION BANCSHARES INC,3,6,0,0,FDIC,2025-09-30,1128581.0,8,MN,1,0,55085
319911,NM,1.0,10218,HUTCHINSON,289460,2022-08-31,1886-01-01,11,11,9,MANKATO,65.0,10218_20250930,326.0,7075.0,0.0,155.0,DIF,1934-01-01,9802.0,56.0,2125.0,0.0,0,CITIZENS BANK & TRUST CO.,CITIZENS BANCSHARES HUTCHINSON,3,3,0,0,FDIC,2025-09-30,1121966.0,8,MN,1,1,55350
319842,N,1.0,1022,PLATTEVILLE,262880,2022-08-31,1905-10-28,9,9,7,MADISON,80.0,1022_20250930,28.0,6757.0,0.0,0.0,DIF,1934-01-01,9007.0,72.0,2070.0,0.0,0,"CLARE BANK, NATIONAL ASSOCIATION",MONTFORT BCORP INC,3,8,0,0,OCC,2025-09-30,1205325.0,2,WI,1,1,53818
178745,NM,1.0,10236,MAYVILLE,153637,2024-06-30,1881-10-27,11,11,9,FARGO,119.0,10236_20250930,112.0,6480.0,0.0,0.0,DIF,1934-01-01,7126.0,0.0,415.0,0.0,0,THE GOOSE RIVER BANK,GOOSE RIVER HOLDING CO,3,3,0,0,FDIC,2025-09-30,1123803.0,2,ND,1,0,58257
112367,NM,1.0,10243,GOLVA,104909,2024-06-30,1914-06-01,11,11,9,FARGO,17.0,10243_20250930,599.0,2238.0,0.0,0.0,DIF,1934-04-01,4113.0,0.0,1259.0,0.0,0,FIRST STATE BANK OF GOLVA,Unknown,3,3,0,0,FDIC,2025-09-30,0.0,2,ND,1,0,58632
5680943,NM,0.0,10248,WATFORD CITY,4998240,2024-06-30,1910-05-01,11,11,9,FARGO,7690.0,10248_20250930,4.0,216741.0,0.0,0.0,DIF,1934-01-01,236919.0,813.0,11671.0,0.0,0,FIRST INTERNATIONAL BANK & TRUST,WATFORD CITY BANCSHARES INC,3,28,0,0,FDIC,2025-09-30,1135048.0,4,ND,1,1,58854
187144,NM,1.0,10250,VELVA,164937,2024-06-30,1915-01-01,11,11,9,FARGO,0.0,10250_20250930,134.0,6224.0,0.0,0.0,DIF,1934-01-01,7345.0,30.0,957.0,0.0,0,PEOPLES STATE BANK OF VELVA,BEALL BANCSHARES INC,3,2,0,0,FDIC,2025-09-30,4412151.0,2,ND,1,0,58790
67874,NM,1.0,10253,BEULAH,59940,2024-06-30,1915-01-01,11,11,9,FARGO,378.0,10253_20250930,84.0,1242.0,0.0,0.0,DIF,1934-01-01,2333.0,9.0,620.0,0.0,0,FIRST SECURITY BANK - WEST,BEULAH BCORP INC,3,2,0,0,FDIC,2025-09-30,1919976.0,4,ND,1,0,58523
870722,NM,1.0,10255,OLD FORT,808754,2021-08-29,1916-01-16,9,9,4,COLUMBUS,1816.0,10255_20250930,1.0,17354.0,0.0,0.0,DIF,1934-01-01,25883.0,48.0,6664.0,0.0,0,THE OLD FORT BANKING COMPANY,OLD FT BK EMPLOYEE STK OWNERSHIP&401-K PLAN,3,11,0,0,FDIC,2025-09-30,4902465.0,4,OH,1,0,44861
331901,NM,1.0,10266,BEVERLY,290488,2022-08-31,1863-01-01,9,9,4,COLUMBUS,59.0,10266_20250930,47.0,8949.0,0.0,0.0,DIF,1934-01-01,11939.0,65.0,2819.0,0.0,0,THE CITIZENS BANK COMPANY,MUSKINGUM VALLEY BANCSHARES,3,5,0,0,FDIC,2025-09-30,1071856.0,4,OH,0,0,45715
582391,SM,1.0,1027,BLYTHEVILLE,513568,2025-01-01,1908-03-16,13,13,8,LITTLE ROCK,1067.0,1027_20250930,554.0,23727.0,0.0,0.0,DIF,1934-01-01,26155.0,62.0,745.0,0.0,0,FARMERS BANK AND TRUST COMPANY,FARMERS BCORP INC,5,9,0,0,FED,2025-09-30,1247615.0,2,AR,1,1,72315
130309,NM,1.0,10280,CALDWELL,110939,2022-08-31,1912-01-20,9,9,4,COLUMBUS,366.0,10280_20250930,39.0,4080.0,0.0,0.0,DIF,1934-01-01,5133.0,12.0,636.0,0.0,0,THE FARMERS AND MERCHANTS BANK,FARMMERC INC,3,1,0,0,FDIC,2025-09-30,1249909.0,8,OH,0,0,43724
258080,SM,1.0,1028,FORDYCE,217351,2022-08-31,1931-01-06,13,13,8,LITTLE ROCK,535.0,1028_20250930,0.0,8385.0,0.0,186.0,DIF,1934-01-01,11296.0,50.0,2140.0,0.0,0,FBT BANK & MORTGAGE,FBT BANCSHARES INC,5,5,0,0,FED,2025-09-30,1099092.0,4,AR,1,1,71742
2335891,NM,1.0,10307,CHATTANOOGA,2000445,2025-08-22,1904-05-03,13,13,6,KNOXVILLE,15296.0,10307_20250930,244.0,81200.0,0.0,0.0,DIF,1934-01-01,101993.0,123.0,5130.0,0.0,0,BUILTWELL BANK,BUILTWELL BCORP INC,5,36,0,0,FDIC,2025-09-30,1081716.0,4,TN,0,1,37402
1076725,SM,1.0,10308,PIPERTON,928518,2022-08-31,1905-04-26,13,13,8,NASHVILLE,2207.0,10308_20250930,0.0,45865.0,0.0,0.0,DIF,1934-01-01,49830.0,316.0,1442.0,0.0,0,THE BANK OF FAYETTE COUNTY,MOSCOW BANCSHARES INC,5,15,0,0,FED,2025-09-30,1099896.0,4,TN,0,0,38017
129080,SM,1.0,10315,HALLS,117522,2021-11-16,1899-10-13,13,13,8,NASHVILLE,778.0,10315_20250930,125.0,2737.0,0.0,0.0,DIF,1934-01-01,4805.0,32.0,1133.0,0.0,0,BANK OF HALLS,SECURITY BCORP OF TN INC,5,2,0,0,FED,2025-09-30,1135374.0,2,TN,0,1,38040
267325,NM,1.0,10317,RUTLEDGE,237716,2022-08-31,1919-11-01,13,13,6,KNOXVILLE,246.0,10317_20250930,0.0,4927.0,0.0,0.0,DIF,1934-01-01,7807.0,26.0,2608.0,0.0,0,CITIZENS BANK AND TRUST COMPANY OF GRAINGER COUNTY,CITIZENS OF GRAINGER CNTY CORP,5,5,0,0,FDIC,2025-09-30,1085992.0,8,TN,0,0,37861
187819,NM,1.0,10319,NASHVILLE,168834,2022-08-31,1904-01-04,13,13,6,NASHVILLE,459.0,10319_20250930,0.0,7653.0,0.0,0.0,DIF,1934-01-01,8244.0,30.0,102.0,0.0,0,CITIZENS SAVINGS BANK AND TRUST COMPANY,CSB&T BCORP INC,5,2,0,0,FDIC,2025-09-30,3602227.0,4,TN,0,1,37208
67711,NM,1.0,10327,LULING,55895,2022-08-31,1914-01-02,13,13,11,AUSTIN,88.0,10327_20250930,0.0,2997.0,0.0,0.0,DIF,1934-01-01,3178.0,0.0,93.0,0.0,0,CITIZENS STATE BANK OF LULING,SPECTOR HOLDINGS MGNT L L C,5,2,0,0,FDIC,2025-09-30,3037557.0,4,TX,0,0,78648
126323,NM,1.0,10330,PALMER,113403,2022-08-31,1930-03-01,13,13,11,DALLAS,447.0,10330_20250930,0.0,2774.0,0.0,0.0,DIF,1934-01-01,4450.0,14.0,1215.0,0.0,0,COMMERCIAL STATE BANK,PALMER BANCSHARES INC,5,3,0,0,FDIC,2025-09-30,2251132.0,7,TX,1,0,75152
770162,NM,1.0,10344,SCHERTZ,661252,2022-08-31,1913-08-13,13,13,11,AUSTIN,3228.0,10344_20250930,0.0,34965.0,0.0,18.0,DIF,1934-01-01,39368.0,44.0,1113.0,0.0,0,SCHERTZ BANK & TRUST,SCHERTZ BANCSHARES CORP,5,6,0,0,FDIC,2025-09-30,1105443.0,4,TX,0,1,78154
175963,NM,1.0,10345,SHEPHERD,148386,2022-08-31,1921-09-21,13,13,11,HOUSTON,209.0,10345_20250930,0.0,5169.0,0.0,0.0,DIF,1934-01-01,6580.0,1.0,1201.0,0.0,0,PEOPLES STATE BANK,ODOM AMTEX HOLDINGS TRUST THE,5,3,0,0,FDIC,2025-09-30,5679326.0,4,TX,0,0,77371
53090,SM,1.0,10352,CROWELL,46625,2017-01-31,1931-12-28,13,13,11,LUBBOCK,297.0,10352_20250930,0.0,1679.0,0.0,0.0,DIF,1934-01-01,2355.0,10.0,369.0,0.0,0,CROWELL STATE BANK,CROWELL BANCSHARES INC,5,1,0,0,FED,2025-09-30,1894998.0,2,TX,1,0,79227
2686839,NM,0.0,10363,WEST POINT,2306041,2022-08-31,1927-02-01,5,5,5,RICHMOND,1625.0,10363_20250930,9.0,101094.0,0.0,0.0,DIF,1934-01-01,112491.0,183.0,9580.0,0.0,0,CITIZENS AND FARMERS BANK,C&F FINANCIAL CORP,1,31,0,0,FDIC,2025-09-30,2183493.0,4,VA,0,1,23181
123441,NM,1.0,10374,BIRNAMWOOD,106594,2022-08-31,1900-01-01,9,9,7,APPLETON,1762.0,10374_20250930,63.0,1328.0,0.0,0.0,DIF,1934-01-01,3881.0,1.0,727.0,0.0,0,BANNER BANKS,BANNER BCORP LTD,3,4,0,0,FDIC,2025-09-30,1207691.0,2,WI,1,0,54414
789029,NM,1.0,10378,NEW GLARUS,604282,2024-05-31,1893-10-30,9,9,7,MADISON,44.0,10378_20250930,124.0,30303.0,0.0,0.0,DIF,1934-01-01,33783.0,367.0,2945.0,0.0,0,THE BANK OF NEW GLARUS,BANCORP OF NEW GLARUS INC,3,8,0,0,FDIC,2025-09-30,2339544.0,4,WI,0,0,53574
412219,NM,1.0,10380,OOSTBURG,362145,2022-08-31,1908-03-01,9,9,7,MILWAUKEE,71.0,10380_20250930,317.0,13333.0,0.0,0.0,DIF,1934-01-01,15501.0,37.0,1743.0,0.0,0,OOSTBURG STATE BANK,OOSTBURG BCORP INC,3,4,0,0,FDIC,2025-09-30,2128944.0,4,WI,0,0,53070
170339,NM,1.0,10382,MARINETTE,143769,2022-08-31,1902-12-02,9,9,7,APPLETON,13.0,10382_20250930,153.0,5540.0,0.0,0.0,DIF,1934-01-02,6539.0,38.0,795.0,0.0,0,FARMERS & MERCHANTS BANK & TRUST,F&M BANKSHARES INC,3,3,0,0,FDIC,2025-09-30,1204300.0,4,WI,0,1,54143
517512,SM,1.0,10383,LA CROSSE,439496,2022-08-31,1858-07-26,9,9,9,MADISON,1110.0,10383_20250930,0.0,14064.0,0.0,0.0,DIF,1934-01-01,17608.0,136.0,2298.0,0.0,0,STATE BANK FINANCIAL,FIRST BCORP INC,3,5,0,0,FED,2025-09-30,1842935.0,4,WI,1,0,54601
342286,NM,1.0,10384,WAUMANDEE,289531,2022-08-31,1914-01-01,9,9,9,EAU CLAIRE,128.0,10384_20250930,2.0,13270.0,0.0,0.0,DIF,1934-01-01,14445.0,66.0,979.0,0.0,0,WAUMANDEE STATE BANK,WAUMANDEE BANCSHARES LTD,3,8,0,0,FDIC,2025-09-30,2892067.0,4,WI,0,0,54622
116208,NM,1.0,10407,BRUSH,86669,2022-08-31,1915-10-09,13,13,10,DENVER,39.0,10407_20250930,25.0,3381.0,0.0,16.0,DIF,1934-01-01,3960.0,12.0,487.0,0.0,0,THE FARMERS STATE BANK OF BRUSH,FIRST PIONEER BANK CORP,4,3,0,0,FDIC,2025-09-30,1062528.0,2,CO,0,1,80723
