ASSET,BKCLASS,CB,CERT,CITY,DEP,EFFDATE,ESTYMD,FDICDBS,FDICSUPV,FED,FLDOFF,ICHBAL,ID,IFREPO,ILNDOM,ILNFOR,ILS,INSAGNT1,INSDATE,INTINC,IOTHII,ISC,ITRADE,MUTUAL,NAMEFULL,NAMEHCR,OCCDIST,OFFDOM,OFFOA,PARCERT,REGAGNT,REPDTE,RSSDHCR,SPECGRP,STALP,SUBCHAPS,TRUST,ZIP
561137,N,1.0,5280,WINONA,492785,2024-06-30,1874-01-01,11,11,9,MINNEAPOLIS,1026.0,5280_20250930,0.0,14786.0,0.0,134.0,DIF,1934-01-01,18325.0,100.0,2279.0,0.0,0,"WNB FINANCIAL, N.A.",WNB HOLDING CO,3,7,0,0,OCC,2025-09-30,1133660.0,4,MN,0,1,55987
202358,NM,1.0,5283,BEAVER DAM,181483,2022-08-31,1891-06-30,9,9,7,MILWAUKEE,864.0,5283_20250930,39.0,4162.0,0.0,12.0,DIF,1934-01-01,7518.0,72.0,2369.0,0.0,0,AMERICAN BANK OF BEAVER DAM,AMERICAN NB BEAVER DAM EMPLOYEE STK OWNERSHIP TR,3,4,0,0,FDIC,2025-09-30,3009938.0,4,WI,0,0,53916
1530413,N,1.0,5285,BELOIT,1317085,2022-08-31,1882-07-01,9,9,7,MADISON,1198.0,5285_20250930,7.0,41450.0,0.0,0.0,DIF,1934-01-01,49022.0,423.0,5944.0,0.0,0,THE FIRST NATIONAL BANK AND TRUST COMPANY,CENTRE 1 BCORP INC,3,18,0,0,OCC,2025-09-30,1209042.0,4,WI,0,1,53511
700426,NM,1.0,5286,BERLIN,561130,2022-08-31,1876-01-01,9,9,7,MADISON,1275.0,5286_20250930,8.0,28278.0,0.0,0.0,DIF,1934-01-01,31307.0,232.0,1514.0,0.0,0,FORTIFI BANK,FIRST BERLIN BCORP INC,3,10,0,0,FDIC,2025-09-30,1889538.0,4,WI,0,1,54923
560747,NM,1.0,5295,FORT ATKINSON,447848,2022-08-31,1863-10-27,9,9,7,MILWAUKEE,686.0,5295_20250930,21.0,15901.0,0.0,0.0,DIF,1934-01-01,19359.0,99.0,2652.0,0.0,0,PREMIERBANK,FIRST AMERICAN BANKSHARES INC,3,9,0,0,FDIC,2025-09-30,1141629.0,4,WI,0,1,53538
44393788,N,0.0,5296,GREEN BAY,34944872,2022-08-31,1874-01-01,9,9,7,APPLETON,22580.0,5296_20250930,55.0,1321112.0,0.0,15591.0,DIF,1934-01-01,1627476.0,11961.0,256177.0,0.0,0,"ASSOCIATED BANK, NATIONAL ASSOCIATION",ASSOCIATED BANC-CORP,3,187,0,0,OCC,2025-09-30,1199563.0,4,WI,0,1,54301
397825,NM,1.0,5297,HARTFORD,338919,2022-08-31,1907-01-01,9,9,7,MILWAUKEE,910.0,5297_20250930,34.0,13081.0,0.0,0.0,DIF,1934-01-01,15108.0,100.0,983.0,0.0,0,FORTE BANK,FNB HARTFORD BCORP INC,3,4,0,0,FDIC,2025-09-30,1209275.0,4,WI,0,0,53027
192786,NM,1.0,529,LANDER,172923,2022-08-31,1890-01-31,14,11,10,BILLINGS,210.0,529_20250930,0.0,5244.0,0.0,0.0,DIF,1934-01-01,6805.0,7.0,1344.0,0.0,0,CENTRAL BANK AND TRUST,CENTRAL TRUST CO,4,5,0,0,FDIC,2025-09-30,1020920.0,4,WY,1,1,82520
281554,NM,1.0,52,WINFIELD,217228,2022-08-31,1920-05-22,5,5,6,SHELBY,191.0,52_20250930,0.0,5744.0,0.0,0.0,DIF,1934-01-01,10252.0,77.0,4240.0,0.0,0,THE CITIZENS BANK OF WINFIELD,CITIZENS BCORP OF WINFIELD INC,5,1,0,0,FDIC,2025-09-30,1833616.0,7,AL,0,0,35594
4417530,N,1.0,5304,MANITOWOC,3580912,2023-02-10,1894-01-01,9,9,7,APPLETON,4756.0,5304_20250930,0.0,151053.0,0.0,0.0,DIF,1934-01-01,165072.0,991.0,8272.0,0.0,0,"BANK FIRST, N.A.",BANK FIRST CORP,3,27,0,0,OCC,2025-09-30,1208009.0,4,WI,0,0,54220
689520,N,1.0,5306,MARINETTE,594550,2022-08-31,1874-10-30,9,9,7,APPLETON,482.0,5306_20250930,0.0,22833.0,0.0,0.0,DIF,1934-01-01,27047.0,125.0,3607.0,0.0,0,THE STEPHENSON NATIONAL BANK AND TRUST,STEPHENSON NATIONAL BCORP INC,3,7,0,0,OCC,2025-09-30,1245509.0,4,WI,1,1,54143
299908,N,1.0,5317,PESHTIGO,257293,2022-08-31,1901-02-04,9,9,7,APPLETON,488.0,5317_20250930,1.0,7604.0,0.0,0.0,DIF,1934-01-01,9731.0,64.0,1574.0,0.0,0,THE PESHTIGO NATIONAL BANK,PESHTIGO NATIONAL BCORP INC,3,6,0,0,OCC,2025-09-30,1210310.0,2,WI,1,0,54157
724379,SM,1.0,5335,WISCONSIN RAPIDS,579112,2022-08-31,1891-08-11,9,9,7,APPLETON,4049.0,5335_20250930,0.0,15023.0,0.0,0.0,DIF,1934-01-01,23553.0,57.0,4424.0,0.0,0,WOODTRUST BANK,WOODTRUST FINANCIAL CORP,3,7,0,0,FED,2025-09-30,1020582.0,4,WI,1,1,54494
267407,SM,1.0,5336,BALDWIN,186931,2023-12-14,1883-09-23,9,9,9,EAU CLAIRE,24.0,5336_20250930,133.0,7564.0,0.0,0.0,DIF,1934-01-01,9582.0,169.0,1692.0,0.0,0,PILLAR BANK,BALDWIN BANCSHARES INC,3,7,0,0,FED,2025-09-30,1128639.0,2,WI,0,0,54002
364023,N,1.0,5337,BANGOR,223124,2022-08-31,1903-07-01,9,9,9,MADISON,133.0,5337_20250930,147.0,16299.0,0.0,0.0,DIF,1934-01-01,17206.0,138.0,489.0,0.0,0,THE FIRST NATIONAL BANK OF BANGOR,BOSSHARD FINANCIAL GROUP INC,3,5,0,0,OCC,2025-09-30,1205473.0,4,WI,0,0,54614
328993,N,1.0,5357,NEW RICHMOND,296489,2022-08-31,1919-01-01,9,9,9,EAU CLAIRE,380.0,5357_20250930,18.0,10051.0,0.0,0.0,DIF,1934-01-01,11829.0,46.0,1334.0,0.0,0,FIRST NATIONAL COMMUNITY BANK,ONE CORP,3,5,0,0,OCC,2025-09-30,1124118.0,4,WI,1,0,54017
319138,N,1.0,5364,RIVER FALLS,282739,2022-08-31,1904-01-04,9,9,9,EAU CLAIRE,107.0,5364_20250930,22.0,7399.0,0.0,0.0,DIF,1934-01-01,10134.0,191.0,2415.0,0.0,0,THE FIRST NATIONAL BANK OF RIVER FALLS,FIRST NATL BCORP RIVER FALLS,3,3,0,0,OCC,2025-09-30,2577159.0,4,WI,1,0,54022
128089,SM,1.0,5369,AINSWORTH,99722,2025-01-23,1913-10-01,11,11,10,GRAND ISLAND,91.0,5369_20250930,3.0,3669.0,0.0,0.0,DIF,1934-01-01,4705.0,28.0,914.0,0.0,0,WEST PLAINS BANK,COMMERCIAL INVESTMENT CO INC,4,2,0,0,FED,2025-09-30,1051429.0,2,NE,0,0,69210
144111,SM,1.0,5377,ASHLAND,120972,2024-06-30,1883-11-15,11,11,10,OMAHA,224.0,5377_20250930,0.0,4992.0,0.0,5.0,DIF,1934-01-01,5692.0,69.0,402.0,0.0,0,FARMERS AND MERCHANTS BANK OF ASHLAND,FARMERS&MERCHANTS FINL CORP,4,4,0,0,FED,2025-09-30,3446748.0,4,NE,0,0,68003
27527,SM,1.0,5380,BANCROFT,23506,2024-06-30,1884-01-01,11,11,10,OMAHA,73.0,5380_20250930,0.0,706.0,0.0,0.0,DIF,1934-01-01,905.0,9.0,117.0,0.0,0,FIRST BANK OF BANCROFT,Unknown,4,1,0,0,FED,2025-09-30,0.0,2,NE,0,0,68004
288021,SM,1.0,5384,BEEMER,260176,2024-06-30,1903-04-07,11,11,10,OMAHA,0.0,5384_20250930,303.0,11502.0,0.0,0.0,DIF,1934-01-01,12467.0,53.0,609.0,0.0,0,FIRST COMMUNITY BANK,FIRST BEEMER CORP,4,4,0,0,FED,2025-09-30,1059733.0,2,NE,0,0,68716
384729,NM,1.0,5394,COZAD,294111,2024-06-30,1883-01-01,11,11,10,GRAND ISLAND,79.0,5394_20250930,19.0,13014.0,0.0,0.0,DIF,1934-01-01,14272.0,107.0,1053.0,0.0,0,WAYPOINT BANK,MIDWEST BANCO CORP,4,7,0,0,FDIC,2025-09-30,1053320.0,2,NE,1,1,69130
323741,NM,1.0,5396,LINCOLN,273471,2024-06-30,1910-04-18,11,11,10,OMAHA,394.0,5396_20250930,105.0,12898.0,0.0,0.0,DIF,1934-01-01,13896.0,38.0,461.0,0.0,0,CITY BANK & TRUST CO.,TCM CO,4,5,0,0,FDIC,2025-09-30,1141553.0,4,NE,1,1,68516
127466,NM,0.0,5401,FALLS CITY,107467,2024-06-30,1882-01-01,11,11,10,OMAHA,942.0,5401_20250930,81.0,2587.0,0.0,0.0,DIF,1934-01-01,4511.0,9.0,892.0,0.0,0,F&M BANK,R DEAN PHILLIPS BK TR DATED 11-19-2004,4,2,0,0,FDIC,2025-09-30,5558681.0,2,NE,1,1,68355
110978,SM,1.0,5405,FULLERTON,77646,2024-06-30,1881-10-01,11,11,10,GRAND ISLAND,240.0,5405_20250930,0.0,3077.0,0.0,0.0,DIF,1934-01-01,3914.0,47.0,550.0,0.0,0,FIRST BANK AND TRUST OF FULLERTON,FIRST NATIONAL HOLDING CO INC,4,2,0,0,FED,2025-09-30,1247811.0,2,NE,0,1,68638
67934,NM,1.0,5408,GENOA,58424,2024-06-30,1903-01-01,11,11,10,GRAND ISLAND,27.0,5408_20250930,8.0,2778.0,0.0,0.0,DIF,1934-01-01,3113.0,18.0,282.0,0.0,0,GENOA COMMUNITY BANK,Unknown,4,1,0,0,FDIC,2025-09-30,0.0,2,NE,1,1,68640
370758,N,1.0,5410,GORDON,321637,2024-06-30,1889-01-01,11,11,10,GRAND ISLAND,0.0,5410_20250930,690.0,6745.0,0.0,3.0,DIF,1934-01-01,14513.0,39.0,7036.0,0.0,0,THE FIRST NATIONAL BANK OF GORDON,ISHAM MANAGEMENT CO,4,1,0,0,OCC,2025-09-30,1050794.0,2,NE,1,1,69343
2038560,NM,1.0,5415,LINCOLN,1729606,2024-06-30,1924-07-01,11,11,10,OMAHA,9395.0,5415_20250930,0.0,62712.0,0.0,0.0,DIF,1934-01-01,81923.0,549.0,9267.0,0.0,0,SECURITY FIRST BANK,STOCKMENS FINANCIAL CORP,4,26,0,0,FDIC,2025-09-30,2360454.0,4,NE,0,1,68516
91438,N,1.0,5422,JOHNSON,74403,2024-06-30,1906-05-06,11,11,10,OMAHA,219.0,5422_20250930,9.0,1222.0,0.0,0.0,DIF,1934-01-01,1826.0,0.0,376.0,0.0,0,THE FIRST NATIONAL BANK OF JOHNSON,FIRST NATL JOHNSON BANCSHARES,4,2,0,0,OCC,2025-09-30,1945340.0,2,NE,0,0,68378
311890,SM,1.0,5424,LAUREL,272772,2024-06-30,1928-03-06,11,11,10,SIOUX CITY,460.0,5424_20250930,153.0,10798.0,0.0,0.0,DIF,1934-01-01,13199.0,21.0,1767.0,0.0,0,SECURITY BANK,EMPLOYEE STK OWNERSHIP PLAN ACCOUNTS TR SECURITY BK KSOP&TR,4,5,0,0,FED,2025-09-30,5650389.0,2,NE,1,0,68745
124997,NM,1.0,5425,LEWELLEN,109998,2024-06-30,1905-10-05,11,11,10,GRAND ISLAND,1.0,5425_20250930,223.0,4968.0,0.0,0.0,DIF,1934-01-01,5261.0,0.0,69.0,0.0,0,LEGENDS WEST BANK,1905 NEKOTA BANKCORP INC,4,2,0,0,FDIC,2025-09-30,5841440.0,4,NE,0,0,69147
489516,SM,1.0,5432,LYONS,371354,2024-06-30,1902-04-01,11,11,10,OMAHA,9.0,5432_20250930,626.0,8809.0,0.0,0.0,DIF,1934-01-01,19001.0,30.0,9527.0,0.0,0,FIRST NORTHEAST BANK OF NEBRASKA,FARM&HOME INSURANCE AGENCY INC,4,8,0,0,FED,2025-09-30,1053357.0,2,NE,0,1,68038
591902,SM,1.0,5434,MCCOOK,485060,2024-06-30,1907-10-01,11,11,10,GRAND ISLAND,31.0,5434_20250930,0.0,18358.0,0.0,0.0,DIF,1934-01-01,21442.0,173.0,2880.0,0.0,0,MNB BANK,MNB FINANCIAL SERVICES INC,4,7,0,0,FED,2025-09-30,5340587.0,2,NE,0,1,69001
93921,SM,1.0,5438,MINDEN,66959,2024-06-30,1883-09-04,11,11,10,GRAND ISLAND,59.0,5438_20250930,0.0,2434.0,0.0,0.0,DIF,1934-01-01,3494.0,47.0,954.0,0.0,0,FIRST BANK AND TRUST COMPANY,FIRST OF MINDEN FINANCIAL CORP,4,1,0,0,FED,2025-09-30,2850432.0,2,NE,1,1,68959
197937,NM,1.0,5439,MINDEN,138688,2024-06-30,1883-09-01,11,11,10,GRAND ISLAND,384.0,5439_20250930,0.0,5025.0,0.0,0.0,DIF,1934-01-01,7120.0,20.0,1691.0,0.0,0,MINDEN EXCHANGE BANK & TRUST COMPANY,ARMSTRONG FINANCIAL CO,4,1,0,0,FDIC,2025-09-30,2540283.0,2,NE,0,1,68959
774885,SM,1.0,5442,TORRINGTON,668206,2022-08-31,1925-01-01,14,11,10,BILLINGS,615.0,5442_20250930,1.0,37019.0,0.0,141.0,DIF,1934-01-01,38950.0,118.0,1056.0,0.0,0,PLATTE VALLEY BANK,PLATTE VALLEY FINL SERVICE COMPANIES,4,6,0,0,FED,2025-09-30,2511014.0,4,WY,0,0,82240
32340615,N,0.0,5452,OMAHA,26119355,2024-12-16,1857-01-01,11,11,10,OMAHA,42867.0,5452_20250930,43.0,1748077.0,0.0,2068.0,DIF,1934-01-01,1933776.0,2504.0,138217.0,0.0,0,FIRST NATIONAL BANK OF OMAHA,LAURITZEN CORP,4,120,0,0,OCC,2025-09-30,1066209.0,9,NE,0,1,68102
156650,N,1.0,5460,ORD,138320,2024-06-30,1882-01-01,11,11,10,GRAND ISLAND,727.0,5460_20250930,8.0,3844.0,0.0,0.0,DIF,1934-01-01,6113.0,14.0,1520.0,0.0,0,FIRST NATIONAL BANK IN ORD,BBJ INC,4,3,0,0,OCC,2025-09-30,1052846.0,2,NE,1,1,68862
249499,NM,1.0,5469,SAINT PAUL,191288,2024-06-30,1888-01-01,11,11,10,GRAND ISLAND,12.0,5469_20250930,44.0,7680.0,0.0,0.0,DIF,1934-01-01,9342.0,108.0,1498.0,0.0,0,CITIZENS BANK & TRUST COMPANY,HOWARD COUNTY LAND&CATTLE CO,4,3,0,0,FDIC,2025-09-30,1051401.0,2,NE,0,1,68873
423082,NM,1.0,5472,SEWARD,348945,2024-06-30,1873-06-01,11,11,10,OMAHA,80.0,5472_20250930,3.0,14758.0,0.0,6.0,DIF,1934-01-01,16757.0,47.0,1863.0,0.0,0,CATTLE BANK AND TRUST,CATTLE CROSSING INC,4,4,0,0,FDIC,2025-09-30,1059555.0,2,NE,1,1,68434
423185,SM,1.0,5473,SEWARD,355383,2024-06-30,1883-10-01,11,11,10,OMAHA,189.0,5473_20250930,0.0,12673.0,0.0,0.0,DIF,1934-01-01,15976.0,83.0,3031.0,0.0,0,JONES BANK,JONES NATIONAL CORP,4,3,0,0,FED,2025-09-30,1061156.0,2,NE,1,1,68434
61063,SM,1.0,5478,STANTON,55087,2024-06-30,1882-01-01,11,11,10,OMAHA,82.0,5478_20250930,28.0,1615.0,0.0,0.0,DIF,1934-01-01,2141.0,28.0,388.0,0.0,0,STANTON STATE BANK,EBERLY INVESTMENT CO,4,2,0,0,FED,2025-09-30,1066759.0,2,NE,0,0,68779
473544,SM,1.0,5486,WAHOO,354318,2024-06-30,1882-07-15,11,11,10,OMAHA,1.0,5486_20250930,0.0,11163.0,0.0,0.0,DIF,1934-01-01,17721.0,371.0,6186.0,0.0,0,FIRSTBANK OF NEBRASKA,BANK MANAGEMENT INC,4,4,0,0,FED,2025-09-30,1020854.0,2,NE,1,0,68066
254864,NM,1.0,5490,WAYNE,205043,2024-06-30,1892-01-01,11,11,10,SIOUX CITY,4.0,5490_20250930,0.0,8377.0,0.0,-71.0,DIF,1934-01-01,9594.0,0.0,1284.0,0.0,0,STATE NEBRASKA BANK & TRUST,STATE NATIONAL BANCSHARES INC,4,2,0,0,FDIC,2025-09-30,1965768.0,2,NE,0,1,68787
610247,SM,1.0,5495,WISNER,553291,2024-06-30,1888-10-19,11,11,10,OMAHA,572.0,5495_20250930,0.0,21069.0,0.0,0.0,DIF,1934-01-01,25688.0,57.0,3990.0,0.0,0,CITIZENS STATE BANK,CITIZENS NATIONAL CORP,4,17,0,0,FED,2025-09-30,1056415.0,2,NE,1,0,68791
2774024,SM,1.0,5496,YORK,2388347,2024-12-05,1882-04-22,11,11,10,GRAND ISLAND,475.0,5496_20250930,3.0,106008.0,0.0,0.0,DIF,1934-01-01,115065.0,779.0,7800.0,0.0,0,CORNERSTONE BANK,FIRST YORK BAN CORP,4,50,0,0,FED,2025-09-30,1050646.0,2,NE,1,1,68467
387699,NM,1.0,54,ALTOONA,335002,2022-08-31,1909-03-10,5,5,6,SHELBY,379.0,54_20250930,1279.0,9278.0,0.0,0.0,DIF,1934-01-01,13772.0,13.0,2823.0,0.0,0,THE EXCHANGE BANK OF ALABAMA,GADSDEN CORP THE,5,5,0,0,FDIC,2025-09-30,1079067.0,4,AL,0,0,35952
52598588,SM,0.0,5510,SAN ANTONIO,42943439,2022-08-31,1899-02-20,13,13,11,AUSTIN,224149.0,5510_20250930,658.0,1020264.0,0.0,16692.0,DIF,1934-01-01,1809238.0,1468.0,546007.0,0.0,0,FROST BANK,CULLEN FROST BANKERS INC,5,213,0,0,FED,2025-09-30,1102367.0,4,TX,0,1,78205
1075270,N,1.0,55130,OSWEGO,672915,2025-07-07,1994-01-03,9,9,7,CHICAGO,10696.0,55130_20250930,0.0,19939.0,0.0,0.0,DIF,2001-09-01,35336.0,71.0,4630.0,0.0,0,"SERVBANK, NATIONAL ASSOCIATION",SERVBANC HOLDCO INC,3,1,0,0,OCC,2025-09-30,5617896.0,4,IL,0,0,60543
80031,N,1.0,5518,SAN SABA,70309,2022-08-31,1883-01-01,13,13,11,DALLAS,100.0,5518_20250930,320.0,510.0,0.0,0.0,DIF,1934-01-01,2120.0,45.0,1145.0,0.0,0,THE CITY NATIONAL BANK OF SAN SABA,CNB NATIONAL FINANCIAL CORP,5,1,0,0,OCC,2025-09-30,1110205.0,2,TX,1,0,76877
687669,N,1.0,5531,SONORA,627605,2022-08-31,1900-01-01,13,13,11,LUBBOCK,3415.0,5531_20250930,0.0,23479.0,0.0,0.0,DIF,1934-01-01,28917.0,55.0,1968.0,0.0,0,THE FIRST NATIONAL BANK OF SONORA,FIRST SONORA BANCSHARES INC,5,9,0,0,OCC,2025-09-30,2184333.0,4,TX,1,0,76950
422466,N,1.0,5536,STANTON,356323,2017-01-31,1906-01-01,13,13,11,LUBBOCK,912.0,5536_20250930,168.0,6002.0,0.0,0.0,DIF,1934-01-01,14471.0,28.0,7361.0,0.0,0,THE FIRST NATIONAL BANK OF STANTON,Unknown,5,2,0,0,OCC,2025-09-30,0.0,7,TX,0,1,79782
241353,N,1.0,5538,STERLING CITY,221203,2017-01-31,1910-08-02,13,13,11,LUBBOCK,376.0,5538_20250930,0.0,2209.0,0.0,0.0,DIF,1934-01-01,5934.0,0.0,3349.0,0.0,0,THE FIRST NATIONAL BANK OF STERLING CITY,STERLING CITY BANCSHARES INC,5,3,0,0,OCC,2025-09-30,2940810.0,2,TX,1,0,76951
1349083,N,1.0,5544,SULPHUR SPRINGS,1209663,2022-08-31,1889-01-01,13,13,11,DALLAS,1784.0,5544_20250930,33.0,48390.0,0.0,36.0,DIF,1934-01-01,55027.0,140.0,4644.0,0.0,0,THE CITY NATIONAL BANK OF SULPHUR SPRINGS,SULPHUR SPRINGS BANCSHARES INC,5,17,0,0,OCC,2025-09-30,1131666.0,4,TX,1,0,75482
237767,N,1.0,5548,TAYLOR,207593,2022-08-31,1900-01-01,13,13,11,AUSTIN,1218.0,5548_20250930,0.0,7049.0,0.0,0.0,DIF,1934-01-01,8946.0,6.0,673.0,0.0,0,THE CITY NATIONAL BANK OF TAYLOR,CNB FINANCIAL CORP INC,5,1,0,0,OCC,2025-09-30,1109825.0,8,TX,1,0,76574
2524518,N,1.0,5551,TEMPLE,2033786,2024-06-26,1933-09-20,13,13,11,AUSTIN,11408.0,5551_20250930,0.0,56613.0,0.0,0.0,DIF,1934-01-01,85740.0,370.0,17349.0,0.0,0,"EXTRACO BANKS, NATIONAL ASSOCIATION",EXTRACO CORP,5,16,0,0,OCC,2025-09-30,1104923.0,9,TX,1,1,76502
150377,N,1.0,5557,TOM BEAN,131974,2024-01-01,1906-09-22,13,13,11,DALLAS,455.0,5557_20250930,182.0,7104.0,0.0,0.0,DIF,1934-01-01,7916.0,8.0,167.0,0.0,0,THE FIRST NATIONAL BANK OF TOM BEAN,TOM BEAN BANK HOLDING CO,5,4,0,0,OCC,2025-09-30,5903209.0,8,TX,0,0,75489
92979,N,1.0,5559,TRINITY,86321,2022-08-31,1911-09-11,13,13,11,HOUSTON,87.0,5559_20250930,0.0,2508.0,0.0,0.0,DIF,1934-01-01,3312.0,5.0,712.0,0.0,0,THE FIRST NATIONAL BANK OF TRINITY,Unknown,5,3,0,0,OCC,2025-09-30,0.0,8,TX,1,0,75862
188293,N,1.0,5564,VALLEY MILLS,165911,2022-08-31,1908-08-01,13,13,11,DALLAS,276.0,5564_20250930,0.0,5832.0,0.0,0.0,DIF,1934-01-01,6693.0,0.0,585.0,0.0,0,FIRST NATIONAL BANK OF BOSQUE COUNTY,VALLEY MILLS FINANCIAL CORP,5,4,0,0,OCC,2025-09-30,1104110.0,4,TX,1,0,76689
504489,NM,1.0,5568,AMARILLO,440837,2022-08-31,1899-01-01,13,13,11,LUBBOCK,1851.0,5568_20250930,0.0,20283.0,0.0,82.0,DIF,1934-01-01,23789.0,63.0,1510.0,0.0,0,HERRING BANK,HERRING BCORP INC,5,13,0,0,FDIC,2025-09-30,1109496.0,4,TX,1,1,79109
338549,N,1.0,5569,VERNON,289935,2022-08-31,1899-07-03,13,13,11,DALLAS,660.0,5569_20250930,27.0,9174.0,0.0,0.0,DIF,1934-01-01,12261.0,94.0,2306.0,0.0,0,THE WAGGONER NATIONAL BANK OF VERNON,WAGGONER NATL BANCSHARES INC,5,2,0,0,OCC,2025-09-30,3386321.0,4,TX,1,1,76384
2026072,N,1.0,5574,WAXAHACHIE,1767480,2022-08-31,1868-07-01,13,13,11,DALLAS,5001.0,5574_20250930,3.0,87673.0,0.0,0.0,DIF,1934-01-01,93557.0,106.0,774.0,0.0,0,CITIZENS NATIONAL BANK OF TEXAS,FIRST CITIZENS BANCSHARES INC,5,12,0,0,OCC,2025-09-30,1105470.0,4,TX,0,1,75165
975619,N,1.0,5575,WEATHERFORD,877657,2022-08-31,1880-05-15,13,13,11,DALLAS,3344.0,5575_20250930,11.0,36645.0,0.0,0.0,DIF,1934-01-01,43282.0,77.0,3205.0,0.0,0,FIRST NATIONAL BANK AND TRUST COMPANY OF WEATHERFORD,FIRST BAIRD BANCSHARES INC,5,15,0,0,OCC,2025-09-30,1105751.0,4,TX,0,1,76086
150320,NM,1.0,5589,BONHAM,139415,2022-08-31,1925-04-22,13,13,11,DALLAS,1.0,5589_20250930,63.0,4745.0,0.0,0.0,DIF,1934-01-01,5937.0,35.0,1093.0,0.0,0,FANNIN BANK,FANNIN BCORP INC,5,2,0,0,FDIC,2025-09-30,1137284.0,8,TX,1,0,75418
158068,N,1.0,5590,WINNSBORO,121012,2022-08-31,1893-01-01,13,13,11,DALLAS,479.0,5590_20250930,0.0,5847.0,0.0,0.0,DIF,1934-01-01,7048.0,50.0,672.0,0.0,0,THE FIRST NATIONAL BANK OF WINNSBORO,ETEX BANCO INC,5,3,0,0,OCC,2025-09-30,1102170.0,4,TX,0,0,75494
374063,N,1.0,5595,YOAKUM,338476,2025-06-30,1890-01-01,13,13,11,AUSTIN,389.0,5595_20250930,0.0,12019.0,0.0,0.0,DIF,1934-01-01,14074.0,79.0,1587.0,0.0,0,THE YOAKUM NATIONAL BANK,YOAKUM NATIONAL BANCSHARES INC,5,5,0,0,OCC,2025-09-30,2287225.0,4,TX,1,0,77995
1608780,NM,1.0,5598,TROY,1407776,2023-03-05,1906-01-01,5,5,6,MONTGOMERY,2002.0,5598_20250930,0.0,50052.0,0.0,0.0,DIF,1934-01-01,62632.0,61.0,10517.0,0.0,0,TROY BANK & TRUST COMPANY,TRUST NO 3 UNDER WILL CHARLES HENDERSON,5,13,0,0,FDIC,2025-09-30,1080139.0,4,AL,0,1,36081
212154,NM,1.0,5602,PELL CITY,201969,2023-08-31,1903-01-01,5,5,6,SHELBY,415.0,5602_20250930,442.0,3788.0,0.0,0.0,DIF,1934-01-01,6410.0,388.0,1377.0,0.0,0,UNION STATE BANK,UNION BANCSHARES INC,5,8,0,0,FDIC,2025-09-30,1085358.0,4,AL,0,0,35125
48082,NM,1.0,5605,BREWTON,39126,2022-06-30,1889-08-01,5,5,6,MONTGOMERY,19.0,5605_20250930,73.0,1005.0,0.0,0.0,DIF,1934-01-01,1594.0,0.0,497.0,0.0,0,BANK OF BREWTON,REPTON SUPPLY CO INC,5,2,0,0,FDIC,2025-09-30,1079236.0,7,AL,0,0,36426
1453244,SM,1.0,5615,DANVILLE,1222284,2023-03-15,1930-10-07,13,13,8,LITTLE ROCK,96.0,5615_20250930,6448.0,58807.0,0.0,0.0,DIF,1934-01-01,67268.0,246.0,1671.0,0.0,0,CHAMBERS BANK,CHAMBERS BANCSHARES INC,5,27,0,0,FED,2025-09-30,1141487.0,4,AR,0,0,72833
78797,NM,1.0,5619,BRADLEY,69596,2022-08-31,1933-01-01,13,13,8,LITTLE ROCK,133.0,5619_20250930,77.0,3655.0,0.0,0.0,DIF,1934-01-01,3872.0,0.0,7.0,0.0,0,COMMUNITY STATE BANK,POWER BANCSHARES INC,5,2,0,0,FDIC,2025-09-30,5813513.0,4,AR,0,0,71826
256955,NM,1.0,5623,SMACKOVER,205856,2022-08-31,1928-04-18,13,13,8,LITTLE ROCK,5.0,5623_20250930,155.0,7673.0,0.0,0.0,DIF,1934-01-01,9258.0,4.0,1421.0,0.0,0,SMACKOVER STATE BANK,SMACKOVER BANCSHARES INC,5,4,0,0,FDIC,2025-09-30,1098264.0,4,AR,0,1,71762
246255,NM,1.0,5624,STAMPS,218518,2022-08-31,1903-01-01,13,13,8,LITTLE ROCK,4.0,5624_20250930,83.0,11660.0,0.0,0.0,DIF,1934-01-01,12292.0,103.0,442.0,0.0,0,BODCAW BANK,BODCAW BANCSHARES INC,5,3,0,0,FDIC,2025-09-30,2712781.0,4,AR,0,0,71860
119137,NM,1.0,5632,SCRANTON,99959,2022-08-31,1926-04-04,13,13,8,LITTLE ROCK,1.0,5632_20250930,266.0,3266.0,0.0,0.0,DIF,1934-01-01,4027.0,6.0,488.0,0.0,0,LOGAN COUNTY BANK,Unknown,5,2,0,0,FDIC,2025-09-30,0.0,8,AR,0,0,72863
8460369,SM,1.0,5633,SEARCY,6721114,2022-08-31,1932-02-06,13,13,8,LITTLE ROCK,16650.0,5633_20250930,511.0,198194.0,0.0,3474.0,DIF,1934-01-01,307071.0,353.0,87889.0,0.0,0,FIRST SECURITY BANK,FIRST SECURITY BCORP,5,80,0,0,FED,2025-09-30,1096505.0,4,AR,0,1,72143
122834,SM,1.0,5634,STAR CITY,106326,2022-08-31,1925-04-07,13,13,8,LITTLE ROCK,267.0,5634_20250930,0.0,4830.0,0.0,0.0,DIF,1934-01-01,5615.0,18.0,500.0,0.0,0,CONNECT BANK,STAR CITY BANCSHARES INC,5,5,0,0,FED,2025-09-30,1131723.0,4,AR,1,0,71667
