BKCLASS,CB,CERT,CITY,CRAG,CRAGSM,CRAUTO,CRCI,CRCINUS,CRCON,CRCONOTH,CRCRCD,CRDEP,CRDEPNUS,CRFORGV,CRLNLS,CRLS,CROTHER,CRRE,CRREAG,CRRECONS,CRREFOR,CRRELOC,CRREMULT,CRRENRES,CRRENUS,CRREOFFDOM,CRRERES,CRRERSF2,CRRERSFM,DRAG,DRAGSM,DRAUTO,DRCI,DRCINUS,DRCON,DRCONOTH,DRCRCD,DRDEP,DRDEPNUS,DRFORGV,DRLNLS,DRLS,DROTHER,DRRE,DRREAG,DRRECONS,DRREFOR,DRRELOC,DRREMULT,DRRENRES,DRRENUS,DRREOFFDOM,DRRERES,DRRERSF2,DRRERSFM,EFFDATE,ESTYMD,FDICDBS,FDICSUPV,FED,FLDOFF,ID,INSAGNT1,INSDATE,MUTUAL,NAMEFULL,NAMEHCR,NTAG,NTAGSM,NTAUTO,NTCI,NTCINUS,NTCON,NTCONOTH,NTCRCD,NTDEP,NTDEPNUS,NTFORGV,NTLNLS,NTLS,NTOTHER,NTRE,NTREAG,NTRECONS,NTREFOR,NTRELOC,NTREMULT,NTRENRES,NTRENUS,NTREOFFDOM,NTRERES,NTRERSF2,NTRERSFM,OCCDIST,OFFDOM,OFFOA,PARCERT,REGAGNT,REPDTE,RSSDHCR,SPECGRP,STALP,SUBCHAPS,TRUST,ZIP
NM,1.0,10004,MARKESAN,0.0,0.0,0.0,7.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.0,0.0,3.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2023-03-22,1910-01-20,9,9,7,MADISON,10004_20250930,DIF,1934-01-01,0,ERGO BANK,FS BANCSHARES INC,0.0,0.0,0.0,29.0,0.0,-3.0,-3.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3,-3.0,0.0,-3.0,3,6,0,0,FDIC,2025-09-30,1249691.0,2,WI,0,0,53946
NM,1.0,10011,MONROE,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54,54.0,0.0,54.0,0.0,0.0,11.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,318.0,307.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1915-01-01,9,9,7,MADISON,10011_20250930,DIF,1934-01-01,0,WOODFORD STATE BANK,WOODFORD BANCSHARES INC,0.0,0.0,10.0,0.0,0.0,9.0,-1.0,0.0,0.0,0.0,0.0,262.0,307.0,0.0,-54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-54,-54.0,0.0,-54.0,3,6,0,0,FDIC,2025-09-30,2961347.0,4,WI,1,0,53566
NM,1.0,10012,ALMOND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1901-01-01,9,9,7,APPLETON,10012_20250930,DIF,1934-01-01,0,THE PORTAGE COUNTY BANK,PORTAGE COUNTY BANCSHARES INC,0.0,0.0,0.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,1.0,0.0,0.0,-7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7,-7.0,0.0,-7.0,3,4,0,0,FDIC,2025-09-30,1141133.0,4,WI,1,0,54909
NM,1.0,10015,NEW AUBURN,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,10.0,4.0,0.0,0.0,0.0,288.0,0.0,0.0,274.0,274.0,0.0,0.0,0.0,0.0,0.0,0.0,274,0.0,0.0,0.0,2022-08-31,1907-08-28,9,9,9,EAU CLAIRE,10015_20250930,DIF,1934-01-01,0,SECURITY BANK,SECURITY BANK SHARES INC,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,281.0,0.0,0.0,271.0,274.0,0.0,0.0,0.0,0.0,-3.0,0.0,271,0.0,0.0,0.0,3,4,0,0,FDIC,2025-09-30,1128497.0,4,WI,0,0,54757
N,1.0,10044,FOND DU LAC,0.0,0.0,8.0,79.0,0.0,9.0,0.0,1.0,0.0,0.0,0.0,588.0,0.0,237.0,263.0,0.0,0.0,0.0,0.0,11.0,252.0,0.0,263,0.0,0.0,0.0,0.0,0.0,0.0,85.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4398.0,0.0,0.0,4309.0,0.0,0.0,0.0,0.0,0.0,4150.0,0.0,4309,159.0,0.0,159.0,2022-08-31,1933-12-20,9,9,7,APPLETON,10044_20250930,DIF,1934-01-01,0,NATIONAL EXCHANGE BANK AND TRUST,NEB CORP,0.0,0.0,-8.0,6.0,0.0,-5.0,0.0,3.0,0.0,0.0,0.0,3810.0,0.0,-237.0,4046.0,0.0,0.0,0.0,0.0,-11.0,3898.0,0.0,4046,159.0,0.0,159.0,3,34,0,0,OCC,2025-09-30,1202052.0,4,WI,0,1,54935
NM,1.0,10055,WAYCROSS,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1907-06-19,5,5,6,ALBANY GA,10055_20250930,DIF,1934-01-01,0,FIRST SOUTHERN BANK,FSBH CORP,0.0,0.0,0.0,2.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,7,0,0,FDIC,2025-09-30,5685653.0,4,GA,0,0,31501
NM,1.0,10057,SPARTA,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1904-09-01,5,5,6,ATLANTA,10057_20250930,DIF,1934-01-01,0,BANK OF HANCOCK COUNTY,Unknown,0.0,0.0,3.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,6.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,1,0,0,FDIC,2025-09-30,0.0,7,GA,0,0,31087
SM,1.0,1005,MOUNT PLEASANT,0.0,0.0,4.0,90.0,0.0,96.0,92.0,0.0,0.0,0.0,0.0,2147.0,0.0,1860.0,101.0,0.0,0.0,0.0,1.0,0.0,50.0,0.0,101,51.0,0.0,50.0,0.0,0.0,5.0,72.0,0.0,237.0,232.0,0.0,0.0,0.0,0.0,738.0,0.0,428.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,1.0,2022-10-09,1903-07-01,9,9,7,DETROIT,1005_20250930,DIF,1934-01-01,0,ISABELLA BANK,ISABELLA BANK CORP,0.0,0.0,1.0,-18.0,0.0,141.0,140.0,0.0,0.0,0.0,0.0,-1409.0,0.0,-1432.0,-100.0,0.0,0.0,0.0,-1.0,0.0,-50.0,0.0,-100,-50.0,0.0,-49.0,3,31,0,0,FED,2025-09-30,1401118.0,4,MI,0,1,48858
NM,1.0,10072,CAMILLA,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1913-05-24,5,5,6,ALBANY GA,10072_20250930,DIF,1934-01-01,0,PLANTERS AND CITIZENS BANK,P&C BANK SHARES INC,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,1,0,0,FDIC,2025-09-30,1081529.0,2,GA,0,0,31730
NM,1.0,10074,IRWINTON,0.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-07-19,1907-07-16,5,5,6,ATLANTA,10074_20250930,DIF,1934-01-01,0,APEX BANKING COMPANY OF GEORGIA,Unknown,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,2,0,0,FDIC,2025-09-30,0.0,8,GA,0,0,31042
NM,1.0,10075,COLFAX,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1892-06-01,9,9,7,CHAMPAIGN,10075_20250930,DIF,1934-01-01,0,PEOPLES STATE BANK OF COLFAX,PEOPLES FINANCIAL CORP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,1,0,0,FDIC,2025-09-30,2128896.0,2,IL,0,0,61728
NM,1.0,10077,EMDEN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1891-05-25,9,9,7,SPRINGFIELD IL,10077_20250930,DIF,1934-01-01,0,FARMERS STATE BANK OF EMDEN,Unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,1,0,0,FDIC,2025-09-30,0.0,2,IL,0,1,62635
SM,1.0,1008,BROOKLYN,0.0,0.0,0.0,1437.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1438.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,864.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,865.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1907-10-01,9,9,7,DETROIT,1008_20250930,DIF,1934-01-01,0,BANK MICHIGAN,BANK MICHIGAN FINANCIAL CORP,0.0,0.0,0.0,-573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-573.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,3,0,0,FED,2025-09-30,5620971.0,4,MI,0,0,49230
NM,1.0,10101,NAPOLEON,0.0,0.0,41.0,78.0,0.0,90.0,49.0,0.0,0.0,0.0,0.0,172.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4,0.0,0.0,0.0,0.0,0.0,16.0,310.0,0.0,76.0,60.0,0.0,0.0,0.0,0.0,386.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1903-12-09,9,9,7,INDIANAPOLIS,10101_20250930,DIF,1934-01-01,0,THE NAPOLEON STATE BANK,NAPOLEON BCORP,0.0,0.0,-25.0,232.0,0.0,-14.0,11.0,0.0,0.0,0.0,0.0,214.0,0.0,0.0,-4.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,-4,0.0,0.0,0.0,3,7,0,0,FDIC,2025-09-30,1210525.0,2,IN,0,1,47034
NM,1.0,10111,CASCADE,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,15.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1903-02-28,11,11,7,CEDAR RAPIDS,10111_20250930,DIF,1934-01-01,0,OHNWARD BANK & TRUST,OHNWARD BANCSHARES INC,0.0,0.0,-1.0,-1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,6,0,0,FDIC,2025-09-30,1200311.0,2,IA,0,1,52033
NM,1.0,10118,PELLA,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,9.0,4.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1911-07-14,11,11,7,DES MOINES,10118_20250930,DIF,1934-01-01,0,LEIGHTON STATE BANK,LEIGHTON INVESTMENT CO,0.0,0.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,-6.0,0.0,0.0,-14.0,0.0,0.0,0.0,0.0,0.0,-14.0,0.0,-14,0.0,0.0,0.0,4,4,0,0,FDIC,2025-09-30,1137172.0,2,IA,1,0,50219
NM,1.0,10120,LOWDEN,0.0,0.0,0.0,42.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1913-10-01,11,11,7,CEDAR RAPIDS,10120_20250930,DIF,1934-01-01,0,AMERICAN TRUST AND SAVINGS BANK,LOWDEN BANCSHARES INC,0.0,0.0,0.0,-42.0,0.0,-2.0,-2.0,0.0,0.0,0.0,0.0,-44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,1,0,0,FDIC,2025-09-30,1140846.0,2,IA,0,1,52255
NM,1.0,10121,DURANT,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1905-01-01,11,11,7,CEDAR RAPIDS,10121_20250930,DIF,1934-01-01,0,LIBERTY TRUST & SAVINGS BANK,LIBERTY BCORP,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,3,0,0,FDIC,2025-09-30,1204784.0,2,IA,0,1,52747
NM,1.0,10122,TRAER,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1915-01-01,11,11,7,DES MOINES,10122_20250930,DIF,1934-01-01,0,FARMERS SAVINGS BANK & TRUST,TALEN INC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,2,0,0,FDIC,2025-09-30,1202333.0,2,IA,1,1,50675
NM,1.0,10125,ANAMOSA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1906-11-08,11,9,7,CEDAR RAPIDS,10125_20250930,DIF,1934-01-01,0,CITIZENS SAVINGS BANK,FIRST CMTY BANCSHARES CORP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,0.0,-5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,2,0,0,FDIC,2025-09-30,1990096.0,2,IA,1,1,52205
NM,1.0,10127,BLOOMFIELD,0.0,0.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,13.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1900-01-01,11,11,7,DES MOINES,10127_20250930,DIF,1934-01-01,0,SUCCESS BANK,GARRETT BANCSHARES LTD,0.0,0.0,2.0,-147.0,0.0,7.0,0.0,5.0,0.0,0.0,0.0,-136.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,3,0,0,FDIC,2025-09-30,1205044.0,2,IA,1,1,52537
NM,1.0,10132,AMES,0.0,0.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1902-01-01,11,11,7,DES MOINES,10132_20250930,DIF,1934-01-01,0,EXCHANGE STATE BANK,MID AMERICA BANKS INC,0.0,0.0,0.0,-159.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-222.0,0.0,-63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,3,0,0,FDIC,2025-09-30,1247905.0,2,IA,1,1,50010
NM,1.0,10137,GRAYSON,0.0,0.0,9.0,0.0,0.0,36.0,27.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,72.0,12.0,0.0,77.0,5.0,0.0,0.0,0.0,0.0,89.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1891-01-01,9,9,4,LEXINGTON,10137_20250930,DIF,1934-01-01,0,THE COMMERCIAL BANK OF GRAYSON,COMMERCIAL GRAYSON BANCSHARES,0.0,0.0,63.0,12.0,0.0,41.0,-22.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,3,0,0,FDIC,2025-09-30,1071810.0,4,KY,0,0,41143
NM,1.0,10145,MUNFORDVILLE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2023-11-06,1890-02-20,9,9,8,LOUISVILLE,10145_20250930,DIF,1934-01-01,0,HART COUNTY BANK AND TRUST COMPANY,HART BANCSHARES INC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,1,0,0,FDIC,2025-09-30,1118836.0,4,KY,0,1,42765
SM,0.0,1014,SPARTA,0.0,0.0,24.0,8.0,0.0,273.0,249.0,0.0,0.0,0.0,0.0,306.0,0.0,0.0,25.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,25,25.0,20.0,3.0,0.0,0.0,62.0,9.0,0.0,590.0,528.0,0.0,0.0,0.0,0.0,1040.0,0.0,0.0,441.0,0.0,0.0,0.0,0.0,257.0,136.0,0.0,441,48.0,18.0,30.0,2025-03-15,1898-01-01,9,9,7,DETROIT,1014_20250930,DIF,1934-01-01,0,CHOICEONE BANK,CHOICEONE FINL SERVICES INC,0.0,0.0,38.0,1.0,0.0,317.0,279.0,0.0,0.0,0.0,0.0,734.0,0.0,0.0,416.0,0.0,0.0,0.0,-2.0,257.0,136.0,0.0,416,23.0,-2.0,27.0,3,51,0,0,FED,2025-09-30,1139297.0,4,MI,0,0,49345
NM,1.0,10157,SHELBY,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,26.0,24.0,0.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-10-09,1910-03-02,9,9,7,DETROIT,10157_20250930,DIF,1934-01-01,0,THE SHELBY STATE BANK,SHELBY FINANCIAL CORP,0.0,0.0,2.0,7.0,0.0,20.0,18.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,10,0,0,FDIC,2025-09-30,1493001.0,4,MI,0,0,49455
NM,1.0,10159,BAYPORT,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,2022-08-31,1914-01-01,11,11,9,MINNEAPOLIS,10159_20250930,DIF,1934-01-01,0,FIRST STATE BANK AND TRUST,UNIVERSAL FINL SERVICES INC,0.0,0.0,0.0,0.0,0.0,-9.0,-9.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2,2.0,0.0,0.0,3,4,0,0,FDIC,2025-09-30,2387152.0,4,MN,1,1,55003
N,1.0,10160,HOLDINGFORD,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-08-30,1910-10-10,11,11,9,MINNEAPOLIS,10160_20250930,DIF,1934-01-01,0,VERSABANK USA NATIONAL ASSOCIATION,GBH INC,0.0,0.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,226.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,1,0,0,OCC,2025-09-30,5809673.0,4,MN,0,0,56340
NM,1.0,10162,LE ROY,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,251.0,0.0,10.0,241.0,241.0,0.0,0.0,0.0,0.0,0.0,0.0,241,0.0,0.0,0.0,0.0,24.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,32.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1893-06-01,11,11,9,MINNEAPOLIS,10162_20250930,DIF,1934-01-04,0,FIRST STATE BANK MINNESOTA,FIRST LEROY BCORP INC,0.0,14.0,4.0,0.0,0.0,8.0,4.0,0.0,0.0,0.0,0.0,-219.0,0.0,14.0,-241.0,-241.0,0.0,0.0,0.0,0.0,0.0,0.0,-241,0.0,0.0,0.0,3,2,0,0,FDIC,2025-09-30,1128899.0,2,MN,1,0,55951
NM,1.0,10163,MARINE ON ST. CR,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,8.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1919-05-12,11,11,9,MINNEAPOLIS,10163_20250930,DIF,1934-01-01,0,SECURITY STATE BANK OF MARINE,MARINE BANCSHARES INC,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-7.0,0.0,0.0,-8.0,0.0,-8.0,0.0,0.0,0.0,0.0,0.0,-8,0.0,0.0,0.0,3,4,0,0,FDIC,2025-09-30,2734028.0,4,MN,1,0,55047
