BKCLASS,CB,CERT,CITY,CRAG,CRAGSM,CRAUTO,CRCI,CRCINUS,CRCON,CRCONOTH,CRCRCD,CRDEP,CRDEPNUS,CRFORGV,CRLNLS,CRLS,CROTHER,CRRE,CRREAG,CRRECONS,CRREFOR,CRRELOC,CRREMULT,CRRENRES,CRRENUS,CRREOFFDOM,CRRERES,CRRERSF2,CRRERSFM,DRAG,DRAGSM,DRAUTO,DRCI,DRCINUS,DRCON,DRCONOTH,DRCRCD,DRDEP,DRDEPNUS,DRFORGV,DRLNLS,DRLS,DROTHER,DRRE,DRREAG,DRRECONS,DRREFOR,DRRELOC,DRREMULT,DRRENRES,DRRENUS,DRREOFFDOM,DRRERES,DRRERSF2,DRRERSFM,EFFDATE,ESTYMD,FDICDBS,FDICSUPV,FED,FLDOFF,ID,INSAGNT1,INSDATE,MUTUAL,NAMEFULL,NAMEHCR,NTAG,NTAGSM,NTAUTO,NTCI,NTCINUS,NTCON,NTCONOTH,NTCRCD,NTDEP,NTDEPNUS,NTFORGV,NTLNLS,NTLS,NTOTHER,NTRE,NTREAG,NTRECONS,NTREFOR,NTRELOC,NTREMULT,NTRENRES,NTRENUS,NTREOFFDOM,NTRERES,NTRERSF2,NTRERSFM,OCCDIST,OFFDOM,OFFOA,PARCERT,REGAGNT,REPDTE,RSSDHCR,SPECGRP,STALP,SUBCHAPS,TRUST,ZIP
NM,1.0,9351,LAKE PARK,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1926-10-11,11,11,9,FARGO,9351_20250930,DIF,1934-01-01,0,STATE BANK OF LAKE PARK,LAKE PARK BANCSHARES INC,0.0,0.0,0.0,-3.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,2,0,0,FDIC,2025-09-30,1132793.0,8,MN,1,0,56554
NM,1.0,9354,HOFFMAN,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1911-03-21,11,11,9,FARGO,9354_20250930,DIF,1934-01-01,0,FARMERS STATE BANK OF HOFFMAN,HOFFMAN BANCSHARES INC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,1,0,0,FDIC,2025-09-30,1125003.0,2,MN,1,0,56339
NM,1.0,9356,DE KALB,0.0,0.0,20.0,1.0,0.0,45.0,25.0,0.0,0.0,0.0,0.0,98.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52,52.0,52.0,0.0,0.0,0.0,246.0,99.0,0.0,258.0,12.0,0.0,0.0,0.0,0.0,407.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50,50.0,50.0,0.0,2022-08-31,1914-12-01,13,13,6,JACKSON MS,9356_20250930,DIF,1934-01-01,0,THE COMMERCIAL BANK,COMMERCIAL CAPITAL CORP,0.0,0.0,226.0,98.0,0.0,213.0,-13.0,0.0,0.0,0.0,0.0,309.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2,-2.0,-2.0,0.0,5,5,0,0,FDIC,2025-09-30,1086739.0,4,MS,0,0,39328
NM,1.0,9359,GREENWOOD,0.0,0.0,8.0,7.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,174.0,0.0,104.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51,51.0,0.0,51.0,0.0,0.0,200.0,388.0,0.0,453.0,253.0,0.0,0.0,0.0,0.0,1129.0,0.0,204.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84,84.0,0.0,84.0,2023-12-31,1904-08-04,13,13,8,JACKSON MS,9359_20250930,DIF,1934-01-01,0,BANK OF COMMERCE,COMMERCE BCORP INC,0.0,0.0,192.0,381.0,0.0,441.0,249.0,0.0,0.0,0.0,0.0,955.0,0.0,100.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33,33.0,0.0,33.0,5,10,0,0,FDIC,2025-09-30,2770660.0,2,MS,0,1,38930
NM,1.0,9366,MENDENHALL,0.0,0.0,4.0,109.0,0.0,235.0,231.0,0.0,0.0,0.0,0.0,473.0,0.0,3.0,126.0,1.0,64.0,0.0,0.0,0.0,50.0,0.0,126,11.0,2.0,9.0,0.0,0.0,72.0,457.0,0.0,346.0,274.0,0.0,0.0,0.0,0.0,3155.0,0.0,112.0,2240.0,13.0,65.0,0.0,0.0,0.0,2110.0,0.0,2240,52.0,0.0,52.0,2022-08-31,1908-11-05,13,13,6,JACKSON MS,9366_20250930,DIF,1934-01-01,0,PEOPLES BANK,PEOPLES BANCSHARES INC,0.0,0.0,68.0,348.0,0.0,111.0,43.0,0.0,0.0,0.0,0.0,2682.0,0.0,109.0,2114.0,12.0,1.0,0.0,0.0,0.0,2060.0,0.0,2114,41.0,-2.0,43.0,5,6,0,0,FDIC,2025-09-30,4189314.0,4,MS,1,1,39114
SM,1.0,9369,ADVANCE,0.0,0.0,29.0,11.0,0.0,69.0,40.0,0.0,0.0,0.0,0.0,160.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80,80.0,0.0,80.0,0.0,0.0,241.0,230.0,0.0,373.0,132.0,0.0,0.0,0.0,0.0,685.0,0.0,8.0,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74,74.0,0.0,74.0,2022-08-31,1902-01-30,11,11,8,ST. LOUIS,9369_20250930,DIF,1934-01-01,0,THE BANK OF ADVANCE,MILES BANCSHARES INC,0.0,0.0,212.0,219.0,0.0,304.0,92.0,0.0,0.0,0.0,0.0,525.0,0.0,8.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6,-6.0,0.0,-6.0,4,7,0,0,FED,2025-09-30,2848073.0,8,MO,1,0,63730
NM,1.0,9378,HOLDEN,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,5.0,14.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1881-03-24,11,11,10,KANSAS CITY,9378_20250930,DIF,1934-01-01,0,F & C BANK,F&C BCORP INC,0.0,0.0,5.0,13.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,3,0,0,FDIC,2025-09-30,2168931.0,2,MO,0,0,64040
N,1.0,9385,BROOKFIELD,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1894-12-14,11,11,10,COLUMBIA MO,9385_20250930,DIF,1934-01-01,0,"BANK OF BROOKFIELD - PURDIN, NATIONAL ASSOCIATION",CAPITAL BANCSHARES INC,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,4,0,0,OCC,2025-09-30,1022063.0,2,MO,0,0,64628
NM,1.0,9388,SOUTH WEST CITY,0.0,0.0,17.0,17.0,0.0,39.0,22.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,6,4.0,0.0,4.0,0.0,0.0,115.0,124.0,0.0,170.0,55.0,0.0,0.0,0.0,0.0,302.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,8,6.0,0.0,6.0,2022-08-31,1898-01-01,11,11,10,SPRINGFIELD MO,9388_20250930,DIF,1934-01-01,0,THE CORNER STONE BANK,Unknown,0.0,0.0,98.0,107.0,0.0,131.0,33.0,0.0,0.0,0.0,0.0,240.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,0.0,2.0,4,5,0,0,FDIC,2025-09-30,0.0,8,MO,1,0,64863
NM,1.0,9392,GRANDIN,0.0,0.0,17.0,99.0,0.0,26.0,9.0,0.0,0.0,0.0,0.0,126.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,0.0,0.0,0.0,0.0,0.0,74.0,22.0,0.0,129.0,55.0,0.0,0.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1913-01-13,11,11,8,ST. LOUIS,9392_20250930,DIF,1934-01-01,0,BANK OF GRANDIN,Unknown,0.0,0.0,57.0,-77.0,0.0,103.0,46.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.0,-1,0.0,0.0,0.0,4,5,0,0,FDIC,2025-09-30,0.0,4,MO,1,0,63943
N,0.0,9396,PASSAIC,0.0,0.0,2067.0,3851.0,0.0,2155.0,13.0,75.0,0.0,0.0,0.0,8291.0,917.0,0.0,1368.0,0.0,455.0,0.0,0.0,297.0,346.0,0.0,1368,270.0,9.0,261.0,0.0,0.0,4204.0,33697.0,0.0,5757.0,71.0,1482.0,0.0,0.0,0.0,102656.0,3142.0,19551.0,40509.0,0.0,1704.0,0.0,0.0,7320.0,31339.0,0.0,40509,146.0,74.0,72.0,2022-08-31,1927-01-01,2,2,2,JAMESBURG,9396_20250930,DIF,1934-01-01,0,VALLEY NATIONAL BANK,VALLEY NATIONAL BCORP,0.0,0.0,2137.0,29846.0,0.0,3602.0,58.0,1407.0,0.0,0.0,0.0,94365.0,2225.0,19551.0,39141.0,0.0,1249.0,0.0,0.0,7023.0,30993.0,0.0,39141,-124.0,65.0,-189.0,1,238,0,0,OCC,2025-09-30,1048773.0,4,NJ,0,1,07055
NM,1.0,93,SPARKMAN,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-03-20,1916-01-01,13,13,8,LITTLE ROCK,93_20250930,DIF,1934-01-01,0,RIVERSIDE BANK,OAK TREE FINANCIAL CORP INC,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,2,0,0,FDIC,2025-09-30,5977479.0,5,AR,0,0,71763
SM,1.0,9406,CATTARAUGUS,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1882-03-30,2,2,2,SYRACUSE,9406_20250930,DIF,1934-01-01,0,BANK OF CATTARAUGUS,Unknown,0.0,0.0,0.0,0.0,0.0,-1.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,1,1,0,0,FED,2025-09-30,0.0,4,NY,0,0,14719
N,1.0,9410,SPENCER,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,0.0,0.0,0.0,1216.0,0.0,0.0,1196.0,0.0,0.0,0.0,0.0,0.0,1196.0,0.0,1196,0.0,0.0,0.0,2022-08-31,1884-03-24,2,2,2,SYRACUSE,9410_20250930,DIF,1934-01-01,0,TIOGA STATE BANK NATIONAL ASSOCIATION,TSB SERVICES INC,0.0,0.0,0.0,-1.0,0.0,19.0,19.0,0.0,0.0,0.0,0.0,1214.0,0.0,0.0,1196.0,0.0,0.0,0.0,0.0,0.0,1196.0,0.0,1196,0.0,0.0,0.0,1,12,0,0,OCC,2025-09-30,1048858.0,4,NY,0,0,14883
NM,1.0,9417,CARSON,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1913-08-29,11,11,9,FARGO,9417_20250930,DIF,1934-01-01,0,GRANT COUNTY STATE BANK,GRANT COUNTY BCORP INC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,2,0,0,FDIC,2025-09-30,1136371.0,2,ND,1,0,58529
NM,1.0,9420,BEULAH,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,145.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,146.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1899-01-01,11,11,9,FARGO,9420_20250930,DIF,1934-01-01,0,THE UNION BANK,UNION HOLDING CO,0.0,145.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,6,0,0,FDIC,2025-09-30,1126372.0,2,ND,0,0,58523
NM,1.0,9422,LANKIN,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,50.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,52.0,0.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-06-30,1905-05-15,11,11,9,FARGO,9422_20250930,DIF,1934-01-01,0,CITIZENS STATE BANK OF LANKIN,CITIZENS STATE BANCSHARES INC,0.0,20.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,22.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,4,0,0,FDIC,2025-09-30,2253060.0,2,ND,1,0,58250
NM,1.0,9423,FARGO,0.0,0.0,0.0,196.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250.0,0.0,0.0,54.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,54,49.0,14.0,35.0,0.0,0.0,10.0,2313.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2370.0,0.0,4.0,43.0,11.0,0.0,0.0,0.0,0.0,2.0,0.0,43,30.0,22.0,8.0,2024-06-30,1906-01-01,11,11,9,FARGO,9423_20250930,DIF,1934-01-01,0,CHOICE FINANCIAL GROUP,CHOICE FINANCIAL HOLDINGS INC,0.0,0.0,10.0,2117.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,2120.0,0.0,4.0,-11.0,11.0,-3.0,0.0,0.0,0.0,0.0,0.0,-11,-19.0,8.0,-27.0,3,18,0,0,FDIC,2025-09-30,1125030.0,4,ND,0,0,58104
NM,1.0,9437,WINCHESTER,0.0,0.0,16.0,5.0,0.0,37.0,19.0,2.0,0.0,0.0,0.0,133.0,0.0,76.0,15.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,15,15.0,0.0,0.0,0.0,0.0,96.0,3.0,0.0,129.0,23.0,10.0,0.0,0.0,0.0,253.0,0.0,121.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1934-01-01,9,9,4,COLUMBUS,9437_20250930,DIF,1934-01-01,0,FIRST STATE BANK,FIRST STATE BCORP INC,0.0,0.0,80.0,-2.0,0.0,92.0,4.0,8.0,0.0,0.0,0.0,120.0,0.0,45.0,-15.0,0.0,0.0,0.0,-15.0,0.0,0.0,0.0,-15,-15.0,0.0,0.0,3,18,0,0,FDIC,2025-09-30,2376941.0,9,OH,0,0,45697
NM,1.0,9438,MOUNT VICTORY,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1929-09-14,9,9,4,COLUMBUS,9438_20250930,DIF,1934-01-01,0,THE MT. VICTORY STATE BANK,VICTORY BANCSHARES INC,0.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,1,0,0,FDIC,2025-09-30,2266873.0,8,OH,0,0,43340
NM,1.0,9439,NEW MATAMORAS,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1911-07-11,9,9,4,COLUMBUS,9439_20250930,DIF,1934-01-01,0,THE PEOPLES SAVINGS BANK,PSB HOLDINGS INC,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,3,0,0,FDIC,2025-09-30,3213892.0,8,OH,0,0,45767
NM,1.0,9450,TIFFIN,0.0,0.0,2342.0,0.0,0.0,2631.0,289.0,0.0,0.0,0.0,0.0,2631.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,4356.0,0.0,0.0,4894.0,538.0,0.0,0.0,0.0,0.0,4894.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1873-03-03,9,9,4,COLUMBUS,9450_20250930,DIF,1934-01-01,0,FIRST BANK OF OHIO,TONTI FINANCIAL CORP,0.0,0.0,2014.0,0.0,0.0,2263.0,249.0,0.0,0.0,0.0,0.0,2263.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,3,5,0,0,FDIC,2025-09-30,1069714.0,6,OH,0,0,44883
SM,1.0,9457,CINCINNATI,0.0,0.0,0.0,2.0,0.0,56.0,51.0,5.0,0.0,0.0,0.0,62.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3.0,0.0,3.0,0.0,0.0,0.0,279.0,0.0,12.0,8.0,4.0,0.0,0.0,0.0,362.0,0.0,37.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34,34.0,0.0,34.0,2022-08-31,1892-01-01,9,9,4,COLUMBUS,9457_20250930,DIF,1934-01-01,0,THE NORTH SIDE BANK AND TRUST COMPANY,Unknown,0.0,0.0,0.0,277.0,0.0,-44.0,-43.0,-1.0,0.0,0.0,0.0,300.0,0.0,36.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31,31.0,0.0,31.0,3,9,0,0,FED,2025-09-30,0.0,4,OH,0,1,45223
NM,1.0,9462,MIAMISBURG,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,27.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1923-11-23,9,9,4,COLUMBUS,9462_20250930,DIF,1934-01-01,0,FARMERS & MERCHANTS BANK,F&M BCORP,0.0,0.0,0.0,0.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,-12.0,0.0,0.0,0.0,0.0,0.0,-12.0,0.0,-12,0.0,0.0,0.0,3,5,0,0,FDIC,2025-09-30,1071155.0,4,OH,0,0,45342
NM,1.0,9463,MARTINS FERRY,0.0,0.0,3.0,6.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,36.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,35.0,110.0,0.0,36.0,1.0,0.0,0.0,0.0,0.0,248.0,0.0,98.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4,4.0,0.0,0.0,2022-08-31,1902-01-01,9,9,4,COLUMBUS,9463_20250930,DIF,1934-01-01,0,UNIFIED BANK,UNITED BCORP INC,0.0,0.0,32.0,104.0,0.0,30.0,-2.0,0.0,0.0,0.0,0.0,212.0,0.0,74.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4,4.0,0.0,0.0,3,18,0,0,FDIC,2025-09-30,1071502.0,4,OH,0,0,43935
SM,1.0,9465,ALVA,0.0,155.0,68.0,0.0,0.0,68.0,0.0,0.0,0.0,0.0,0.0,486.0,0.0,161.0,257.0,120.0,0.0,0.0,0.0,0.0,126.0,0.0,257,11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2024-10-15,1901-09-10,13,13,10,OKLAHOMA CITY,9465_20250930,DIF,1934-01-01,0,ALVA STATE BANK & TRUST COMPANY,GRACE INV CO INC ESOP THE,0.0,-155.0,-68.0,0.0,0.0,-68.0,0.0,0.0,0.0,0.0,0.0,-486.0,0.0,-161.0,-257.0,-120.0,0.0,0.0,0.0,0.0,-126.0,0.0,-257,-11.0,0.0,-11.0,5,6,0,0,FED,2025-09-30,3822687.0,2,OK,1,0,73717
NM,1.0,9467,EDMOND,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1930-06-01,13,13,10,OKLAHOMA CITY,9467_20250930,DIF,1934-01-01,0,VALOR BANK,FIRST OF GRANDFIELD CORP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,5,1,0,0,FDIC,2025-09-30,1056723.0,4,OK,1,0,73013
NM,1.0,9472,WELCH,0.0,0.0,20.0,0.0,0.0,141.0,121.0,0.0,0.0,0.0,0.0,336.0,0.0,2.0,193.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,193,193.0,0.0,193.0,0.0,0.0,38.0,72.0,0.0,258.0,220.0,0.0,0.0,0.0,0.0,456.0,0.0,9.0,117.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117,117.0,0.0,117.0,2022-08-31,1923-10-01,13,13,10,OKLAHOMA CITY,9472_20250930,DIF,1934-01-01,0,"WELCH STATE BANK OF WELCH, OKLA.",WELCH BANCSHARES INC,0.0,0.0,18.0,72.0,0.0,117.0,99.0,0.0,0.0,0.0,0.0,120.0,0.0,7.0,-76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-76,-76.0,0.0,-76.0,5,6,0,0,FDIC,2025-09-30,1061660.0,2,OK,1,0,74369
NM,1.0,9486,SANDY,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2022-08-31,1911-01-31,14,14,12,PORTLAND,9486_20250930,DIF,1934-01-01,0,CLACKAMAS COUNTY BANK,CCB FINANCIAL CORP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,4,4,0,0,FDIC,2025-09-30,1246690.0,4,OR,1,0,97055
SM,1.0,9489,CLIFTON,0.0,0.0,4.0,160.0,0.0,28.0,24.0,0.0,0.0,0.0,0.0,222.0,0.0,31.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3,0.0,0.0,0.0,0.0,0.0,16.0,708.0,0.0,43.0,27.0,0.0,0.0,0.0,0.0,939.0,0.0,157.0,31.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,31,4.0,0.0,4.0,2023-01-03,1890-01-01,13,13,6,NASHVILLE,9489_20250930,DIF,1934-01-01,0,PEOPLES BANK,PB BANCSHARES EMP STK OWNERSHIP PLAN,0.0,0.0,12.0,548.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,717.0,0.0,126.0,28.0,27.0,0.0,0.0,0.0,0.0,-3.0,0.0,28,4.0,0.0,4.0,5,5,0,0,FED,2025-09-30,4262525.0,4,TN,0,0,38425
