ALLOTHL,ASSET2,ASSET5,ASSTLT,AVASSETJ,BKCLASS,BRO,BROINS,CB,CD1T3,CD1T3S,CD3LES,CD3LESS,CD3T12,CD3T12S,CDOV3,CDOV3S,CERT,CITY,COREDEP,DDT,DEP,DEPCSBQ,DEPDOM,DEPFBKF,DEPFGOVF,DEPFOR,DEPIDOM,DEPIFOR,DEPINS,DEPIPCCF,DEPLGAMT,DEPLGB,DEPLGRA,DEPLGRN,DEPLSNB,DEPNIDOM,DEPNIFOR,DEPSMAMT,DEPSMB,DEPSMRA,DEPSMRN,DEPUNA,DEPUSBKF,DEPUSMF,EFFDATE,EQ,EQCBHCTR,EQCCOMPI,EQCDIVC,EQCDIVP,EQCMRG,EQCONSUB,EQCPREV,EQCREST,EQCS,EQCSTKRX,EQCTRSTX,EQPP,EQSUR,EQTOT,EQUPTOT,ERNAST,ESTINS,ESTYMD,FDICDBS,FDICSUPV,FED,FLDOFF,FREPP,ID,INSAGNT1,INSDATE,IRAKEOGH,LIAB,LIABEQ,MUTUAL,NAMEFULL,NAMEHCR,NETINC,NTR,NTRCDSM,NTRCOMOT,NTRFCFG,NTRIPC,NTRMUNI,NTRSMMDA,NTRSOTH,NTRTMLGJ,NTRTMMED,NTRUSGOV,OALIFGEN,OALIFHYB,OALIFINS,OALIFSEP,OCCDIST,OFFDOM,OFFOA,OTBFH1L,OTBFH1T3,OTBFH3T5,OTBFHOV5,OTBFHSTA,OTBOT1L,OTBOT1T3,OTBOT3T5,OTBOTOV5,OTHBFHLB,OTHBOT1L,OTHBRF,PARCERT,RBCT1J,RBCT2,REGAGNT,REPDTE,RSSDHCR,RWAJT,SPECGRP,STALP,SUBCHAPS,SUBND,TRADEL,TRN,TRNCBO,TRNFCFG,TRNIPCOC,TRNMUNI,TRNNIA,TRNNIN,TRNUSGOV,TRUST,TS,VOLIAB,ZIP
3245,246494.5,242131.75,10331.0,251676.0,NM,0.0,0.0,1.0,906.0,2087.0,3068.0,11628.0,2999.0,7301.0,0.0,298.0,33926,CHARLEVOIX,216496.0,96780.0,223469,0.0,223469,0.0,0.0,0.0,126689.0,0.0,187663,0.0,74626,155,0,0,0.0,96780.0,0.0,146229,9803.0,2684,84.0,0,0.0,0.0,2022-10-09,23562.0,0.0,2313.0,3690.0,0.0,0.0,0.0,21249.0,0.0,1250.0,0.0,0.0,0.0,12891.0,23562.0,9421.0,230270.0,83.95089894828196,1994-08-16,9,9,7,DETROIT,0,33926_20250930,DIF,1994-08-16,0.0,226714,250276,0,CHARLEVOIX STATE BANK,CHARLEVOIX FIRST CORP,3690.0,98198,10264.0,394,0,87687,9715.0,29181.0,40728.0,6973,11052.0,402.0,4477.0,0.0,4477.0,0.0,3,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,25213.0,1541.0,FDIC,2025-09-30,2336794.0,131630.0,8,MI,1,0.0,0,125271,0,0,103693,21574.0,0.0,0.0,4.0,0,126689.0,6973.0,49720
5414,940890.5,962594.25,240803.0,948396.0,N,170470.0,170470.0,1.0,4196.0,19976.0,31725.0,41679.0,27154.0,129925.0,0.0,284.0,33928,STAMFORD,613942.0,384926.0,847487,0.0,847487,0.0,0.0,0.0,747698.0,0.0,685510,0.0,483621,475,1955,7,42743.0,99789.0,0.0,348053,13151.0,14229,505.0,162347,0.0,0.0,2024-11-17,98695.0,64500.0,3760.0,0.0,0.0,0.0,0.0,34266.0,0.0,9250.0,0.0,0.0,0.0,170775.0,98695.0,-81330.0,884326.0,80.85207764988671,1994-08-31,2,2,2,WINDSOR,0,33928_20250930,DIF,1994-08-31,0.0,852901,951596,0,"PATRIOT BANK, NATIONAL ASSOCIATION",PATRIOT NATIONAL BCORP INC,-3830.0,452755,100552.0,0,0,445810,6945.0,175023.0,22793.0,63075,91311.0,0.0,0.0,0.0,513.0,513.0,1,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,113373.0,3994.0,OCC,2025-09-30,2840479.0,611540.0,4,CT,0,0.0,0,394732,138912,0,249140,6680.0,0.0,0.0,0.0,0,462561.0,63075.0,06905
132196,9484359.0,9511588.5,1113136.0,9470649.0,N,132638.0,130545.0,0.0,15467.0,30908.0,288730.0,432457.0,318549.0,495358.0,1932.0,2059.0,33935,CHICAGO,7401506.0,3128995.0,8156729,0.0,8156729,0.0,0.0,0.0,5829709.0,0.0,4680446,0.0,4624783,4206,8217,24,0.0,2327020.0,0.0,3581602,185250.0,72616,4263.0,3606772,0.0,0.0,2022-08-31,1068799.0,0.0,39577.0,180000.0,0.0,0.0,0.0,1075658.0,0.0,2850.0,5540.0,0.0,0.0,399613.0,1068799.0,666336.0,8761427.0,56.47789161573884,1994-09-14,9,9,7,CHICAGO,0,33935_20250930,DIF,1994-09-14,80740.0,8336019,9404818,0,"WINTRUST BANK, NATIONAL ASSOCIATION",WINTRUST FINANCIAL CORP,128024.0,4797549,389949.0,0,0,4614238,183311.0,2204727.0,1007362.0,624678,570833.0,0.0,18867.0,13133.0,49902.0,17902.0,3,37,0,0.0,0.0,0.0,0.0,0.0,183.0,38.0,0.0,0.0,0.0,183.0,221,0,1019290.0,99199.0,OCC,2025-09-30,2260406.0,8780004.0,4,IL,0,0.0,46873,3359180,8095,0,3230938,120144.0,0.0,0.0,3.0,0,5027734.0,624861.0,60604
261773,34401931.0,34763058.0,10017748.0,34304372.0,N,1306788.0,1059183.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33947,WILMINGTON,27406221.0,1302623.0,28465404,0.0,28465404,0.0,0.0,0.0,28431077.0,0.0,28480721,0.0,1496288,3576,17343,34,0.0,34327.0,0.0,13758211,1834414.0,13545352,1392674.0,336472,0.0,0.0,2022-08-31,4453947.0,0.0,14263.0,190000.0,0.0,0.0,0.0,4303175.0,0.0,1.0,0.0,0.0,0.0,1739004.0,4453947.0,2714942.0,32485627.0,98.83239148240428,1994-10-13,2,16,3,CLAYMONT,0,33947_20250930,DIF,1994-10-13,13562555.0,29843925,34297872,0,"TD BANK USA, NATIONAL ASSOCIATION",TORONTO-DOMINION BANK THE,326509.0,25877811,0.0,0,70,25877741,0.0,25877741.0,70.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0,500000.0,16748.0,0.0,0.0,1116748,0,4435515.0,170816.0,OCC,2025-09-30,1238565.0,12945159.0,9,DE,0,0.0,0,2587593,0,0,2587593,0.0,0.0,0.0,0.0,0,27162781.0,0.0,19808
3541,251260.5,241946.5,16607.0,256551.0,N,25500.0,25500.0,1.0,0.0,124.0,23169.0,15742.0,7732.0,19686.0,0.0,9.0,33959,HOLLYWOOD,147460.0,101949.0,203861,0.0,203861,0.0,0.0,0.0,101912.0,0.0,148869,0.0,75896,82,0,0,0.0,101949.0,0.0,128369,9843.0,0,0.0,0,0.0,0.0,2022-08-31,44812.0,0.0,117.0,0.0,0.0,0.0,0.0,44320.0,0.0,280.0,0.0,0.0,0.0,34120.0,44812.0,10412.0,251917.0,72.880327026167,1994-12-06,5,5,6,SOUTH FLORIDA,0,33959_20250930,DIF,1994-12-06,0.0,215402,260214,0,"NATBANK, NATIONAL ASSOCIATION",NATIONAL BANK OF CANADA,375.0,82698,3887.0,0,0,82698,0.0,13838.0,2398.0,30901,31674.0,0.0,0.0,0.0,0.0,0.0,5,4,0,8000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8000.0,0.0,8000,0,45098.0,1558.0,OCC,2025-09-30,1242188.0,124219.0,5,FL,0,0.0,0,121163,0,0,121163,0.0,0.0,0.0,0.0,0,101912.0,38901.0,33020
409,104416.5,102124.25,9871.0,103438.0,SM,0.0,0.0,1.0,2102.0,3892.0,5645.0,6278.0,4309.0,14513.0,0.0,515.0,3399,QUANAH,84919.0,43195.0,96975,0.0,96975,0.0,0.0,0.0,53780.0,0.0,72756,0.0,40670,65,0,0,492.0,43195.0,0.0,53859,3321.0,2647,73.0,0,0.0,0.0,2017-01-31,9772.0,0.0,0.0,0.0,0.0,0.0,0.0,9110.0,0.0,300.0,0.0,0.0,0.0,2800.0,9772.0,6672.0,94722.0,74.87033835514943,1907-01-01,13,13,11,LUBBOCK,0,3399_20250930,DIF,1934-01-01,0.0,97384,107156,0,FIRST CAPITAL BANK,QUANAH FINL EMPLOYEE STK OWNERSHIP PLAN,661.0,48122,7121.0,0,0,47245,877.0,2561.0,8308.0,12056,18075.0,0.0,0.0,0.0,0.0,0.0,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,9772.0,994.0,FED,2025-09-30,2366755.0,79204.0,2,TX,0,0.0,0,48853,0,0,48427,426.0,0.0,0.0,0.0,0,53780.0,12056.0,79252
5040,490423.5,493946.25,97780.0,487810.0,N,0.0,0.0,1.0,1000.0,3695.0,12011.0,20385.0,26406.0,22865.0,0.0,0.0,3400,FRISCO,331168.0,114926.0,370585,0.0,370585,0.0,0.0,0.0,255659.0,0.0,242890,0.0,192332,257,0,0,7890.0,114926.0,0.0,177494,5652.0,1146,38.0,0,0.0,0.0,2022-08-31,65339.0,0.0,0.0,3000.0,0.0,0.0,0.0,62666.0,0.0,125.0,0.0,0.0,0.0,17966.0,65339.0,47248.0,464807.0,65.47394412516309,1891-05-21,13,13,11,DALLAS,0,3400_20250930,DIF,1934-01-01,0.0,423324,488663,0,"TEXAS REPUBLIC BANK, NATIONAL ASSOCIATION",TXRB HOLDINGS INC,5673.0,225190,11172.0,7932,0,200455,16803.0,124602.0,14225.0,39417,35774.0,0.0,0.0,0.0,0.0,0.0,5,6,0,0.0,39500.0,8199.0,0.0,0.0,0.0,0.0,0.0,0.0,47699.0,0.0,47699,0,64247.0,0.0,OCC,2025-09-30,4215745.0,0.0,4,TX,0,0.0,0,145395,0,0,145375,20.0,0.0,0.0,0.0,1,255659.0,39417.0,75034
20670,1049030.0,1001925.5,69948.0,992602.0,NM,0.0,0.0,1.0,0.0,0.0,117052.0,64849.0,221952.0,105637.0,0.0,0.0,34010,CITY OF INDUSTRY,477354.0,156468.0,816358,0.0,816358,0.0,0.0,0.0,661699.0,0.0,387056,0.0,569328,545,0,0,13953.0,154659.0,0.0,250806,6534.0,0,0.0,0,0.0,0.0,2022-10-03,252742.0,0.0,2229.0,0.0,0.0,0.0,0.0,240962.0,0.0,118402.0,0.0,0.0,0.0,0.0,252742.0,134340.0,1016355.0,47.19423899021379,1995-05-03,14,14,12,LOS ANGELES,0,34010_20250930,DIF,1995-05-03,0.0,837028,1089770,0,EVERTRUST BANK,O-BANK CO LTD,9551.0,651381,40353.0,13953,0,617428,20000.0,22138.0,119753.0,339004,130133.0,0.0,0.0,0.0,11216.0,11216.0,4,8,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,219084.0,0.0,FDIC,2025-09-30,3462494.0,0.0,4,CA,0,0.0,0,164977,0,0,164689,288.0,0.0,0.0,0.0,0,659890.0,339004.0,91746
15753,3271822.5,3188598.25,834350.0,3257014.0,N,313961.0,313961.0,0.0,9755.0,12686.0,125235.0,162937.0,134107.0,184873.0,0.0,740.0,34011,ARLINGTON HEIGHT,2217296.0,839277.0,2800354,0.0,2800354,0.0,0.0,0.0,2053541.0,0.0,1634173,0.0,1448071,1202,3293,11,237.0,746813.0,0.0,1262165,61285.0,90611,3237.0,1169967,0.0,0.0,2022-08-31,329389.0,0.0,5726.0,30000.0,0.0,0.0,0.0,307299.0,0.0,1000.0,703.0,0.0,0.0,129982.0,329389.0,198407.0,3114543.0,58.27715449299964,1995-05-08,9,9,7,CHICAGO,0,34011_20250930,DIF,1995-05-08,93865.0,3021173,3350562,0,"VILLAGE BANK AND TRUST, NATIONAL ASSOCIATION",WINTRUST FINANCIAL CORP,45661.0,1885478,182387.0,237,0,1628034,257207.0,978860.0,276285.0,269097,178849.0,0.0,0.0,0.0,0.0,0.0,3,8,0,0.0,0.0,25000.0,175000.0,0.0,32.0,308.0,0.0,0.0,200000.0,32.0,200340,0,302792.0,24502.0,OCC,2025-09-30,2260406.0,2846544.0,4,IL,0,0.0,4726,914876,59,0,900403,14414.0,0.0,0.0,0.0,0,1961077.0,269129.0,60004
850,139103.0,140316.0,67602.0,145837.0,N,0.0,0.0,1.0,0.0,897.0,6251.0,4504.0,1387.0,8238.0,0.0,62.0,34014,SWEETWATER,121747.0,48157.0,129385,0.0,129385,0.0,0.0,0.0,81228.0,0.0,99127,0.0,50249,81,574,1,0.0,48157.0,0.0,76489,4817.0,2138,64.0,0,0.0,0.0,2022-08-31,9837.0,0.0,3150.0,0.0,0.0,0.0,0.0,6125.0,0.0,1000.0,0.0,0.0,0.0,6423.0,9837.0,2414.0,128826.0,76.57551178061027,1995-05-08,13,13,11,LUBBOCK,0,34014_20250930,DIF,1995-05-08,0.0,130235,140072,0,TEXAS NATIONAL BANK,MESA FINANCIAL CORP,562.0,62951,6401.0,0,0,62749,202.0,28486.0,13125.0,7638,7301.0,0.0,3844.0,0.0,3844.0,0.0,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16040.0,603.0,OCC,2025-09-30,2299040.0,55966.0,7,TX,1,0.0,0,66433,0,0,55299,11134.0,0.0,0.0,0.0,0,81227.0,7638.0,79556
1848,150964.5,147234.5,2278.0,151221.0,N,0.0,0.0,1.0,0.0,485.0,5970.0,11295.0,4868.0,19677.0,0.0,0.0,3401,QUITAQUE,122769.0,49678.0,133607,0.0,133607,0.0,0.0,0.0,97326.0,0.0,104105,0.0,50826,83,345,1,0.0,36281.0,0.0,81140,4374.0,1964,69.0,0,0.0,0.0,2017-01-31,16409.0,0.0,46.0,0.0,0.0,0.0,0.0,14781.0,0.0,50.0,0.0,0.0,0.0,150.0,16409.0,16209.0,142902.0,77.53060859721768,1920-08-20,13,13,11,LUBBOCK,0,3401_20250930,DIF,1934-01-01,0.0,135455,151864,0,THE FIRST NATIONAL BANK OF QUITAQUE,QUITAQUE NATIONAL CORP,1582.0,67440,12676.0,0,0,62655,4785.0,14447.0,10698.0,10838,18781.0,0.0,2655.0,0.0,2655.0,0.0,5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,16333.0,0.0,OCC,2025-09-30,3141034.0,0.0,2,TX,0,0.0,0,66167,1,0,50648,15518.0,0.0,0.0,0.0,0,83929.0,10838.0,79255
617,185996.5,181269.25,29840.0,183700.0,SM,5252.0,5252.0,1.0,0.0,993.0,719.0,5574.0,4715.0,14297.0,0.0,28.0,34020,TOPEKA,155532.0,104532.0,166218,0.0,166218,0.0,0.0,0.0,126918.0,0.0,111071,0.0,68981,55,0,0,3478.0,39300.0,0.0,96619,8980.0,702,45.0,0,0.0,0.0,2022-08-31,20046.0,0.0,53.0,2816.0,0.0,0.0,0.0,19753.0,0.0,1245.0,0.0,0.0,0.0,3095.0,20046.0,15706.0,180835.0,66.78873374944378,1995-05-22,11,11,10,KANSAS CITY,0,34020_20250930,DIF,1995-05-22,700.0,172335,192381,0,COMMUNITY BANK,COMMUNITY FINANCIAL CORP,3056.0,50866,11145.0,3478,0,47388,0.0,1341.0,23200.0,5434,9747.0,0.0,3081.0,1122.0,4203.0,0.0,4,1,0,1000.0,4500.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5500.0,0.0,5500,0,20038.0,0.0,FED,2025-09-30,2254704.0,0.0,4,KS,0,0.0,0,115352,686,0,109949,4710.0,0.0,0.0,7.0,0,61686.0,6434.0,66614
4310,293669.5,293265.5,81590.0,291353.0,NM,6000.0,0.0,1.0,3512.0,4330.0,11077.0,14197.0,14343.0,26062.0,533.0,2446.0,34023,OAK RIDGE,232399.0,66693.0,261864,0.0,261864,0.0,0.0,0.0,240010.0,0.0,190419,0.0,120025,191,258,1,0.0,21854.0,0.0,138532,6662.0,3885,81.0,0,0.0,0.0,2022-08-31,25551.0,0.0,581.0,1250.0,0.0,0.0,0.0,23708.0,0.0,534.0,0.0,0.0,0.0,16206.0,25551.0,8811.0,278790.0,72.48479265479517,1995-05-30,13,13,6,KNOXVILLE,3671,34023_20250930,DIF,1995-05-30,0.0,276345,301896,0,TNBANK,TENNESSEE VALLEY FINL HOLDINGS,2511.0,142190,18535.0,0,0,142087,103.0,44570.0,21121.0,29465,28500.0,0.0,4766.0,1883.0,6649.0,0.0,5,6,0,1500.0,0.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,6500.0,0.0,6500,0,31948.0,2574.0,FDIC,2025-09-30,3082454.0,254040.0,4,TN,0,0.0,0,119674,248,0,113967,5459.0,0.0,0.0,0.0,1,195171.0,34636.0,37830
6426,706645.5,706928.25,26057.0,697322.0,NM,16030.0,16030.0,1.0,0.0,19872.0,16429.0,25684.0,17940.0,65125.0,0.0,1064.0,34038,PARK RIDGE,553072.0,235315.0,603471,0.0,603471,0.0,0.0,0.0,469900.0,0.0,493939,0.0,189313,318,2239,6,0.0,133571.0,0.0,399645,11026.0,13294,615.0,0,0.0,0.0,2024-12-31,90968.0,0.0,1369.0,5280.0,0.0,0.0,0.0,84691.0,0.0,2313.0,0.0,0.0,0.0,21705.0,90968.0,66950.0,669663.0,81.71155567245832,1995-07-03,9,9,7,CHICAGO,3605,34038_20250930,DIF,1995-07-03,0.0,618502,709470,0,TIME BANK,COMMUNITY BANK CORP,10187.0,319622,47446.0,0,0,319622,0.0,55108.0,118399.0,34369,64299.0,0.0,11180.0,0.0,11180.0,0.0,3,4,0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5000.0,0.0,5000,0,76256.0,0.0,FDIC,2025-09-30,2536857.0,0.0,4,IL,1,0.0,0,283849,1981,0,261839,20029.0,0.0,0.0,0.0,0,368156.0,42974.0,60068
1795,295277.0,295090.5,108141.0,295197.0,SM,30014.0,0.0,1.0,5681.0,22790.0,18641.0,12122.0,9885.0,30993.0,0.0,26.0,34040,GREENWOOD VILLAG,179842.0,30167.0,214049,0.0,214049,0.0,0.0,0.0,183882.0,0.0,147856,0.0,97322,120,605,2,46184.0,30167.0,0.0,114846,1873.0,2510,39.0,0,0.0,0.0,2022-08-31,25244.0,0.0,14.0,300.0,0.0,0.0,0.0,24530.0,0.0,1160.0,0.0,0.0,0.0,8757.0,25244.0,15327.0,289131.0,68.67983073442863,1995-07-10,13,13,10,DENVER,406,34040_20250930,DIF,1995-07-10,0.0,272950,298194,0,FIRST AMERICAN STATE BANK,FIRST AMERICAN BCORP,1000.0,169898,4139.0,78036,0,91585,277.0,60555.0,9205.0,34207,61792.0,0.0,0.0,0.0,0.0,0.0,4,1,0,4200.0,10500.0,22000.0,20000.0,42000.0,0.0,0.0,0.0,0.0,56700.0,0.0,56700,0,26516.0,2391.0,FED,2025-09-30,2747765.0,190728.0,4,CO,0,0.0,0,44150,0,0,43269,881.0,0.0,0.0,0.0,0,183881.0,38813.0,80111
18840,2055261.0,2026522.0,704493.0,2051669.0,NM,0.0,0.0,1.0,255.0,7087.0,61156.0,116742.0,35499.0,114815.0,0.0,1662.0,34047,LEXINGTON,1679943.0,861253.0,1776853,0.0,1776853,0.0,0.0,0.0,1288882.0,0.0,1195856,0.0,846853,1254,3851,12,0.0,487971.0,0.0,905309,63843.0,24783,1142.0,584940,0.0,0.0,2022-08-31,170170.0,0.0,5286.0,5082.0,0.0,0.0,0.0,153894.0,0.0,43801.0,0.0,0.0,0.0,58799.0,170170.0,67570.0,1936373.0,67.15289117900085,1995-08-17,5,5,5,COLUMBIA SC,99614,34047_20250930,DIF,1995-08-17,28294.0,1895307,2065477,0,FIRST COMMUNITY BANK,FIRST COMMUNITY CORP,16072.0,915599,112381.0,0,0,847580,68019.0,471882.0,106500.0,96910,127925.0,0.0,24929.0,6661.0,31590.0,0.0,1,22,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,175471.0,14026.0,FDIC,2025-09-30,2337401.0,1339473.0,4,SC,0,0.0,0,861253,0,0,828846,32288.0,0.0,0.0,119.0,0,915599.0,196524.0,29072
3739,303634.0,298316.0,142632.0,300910.0,NM,64831.0,0.0,1.0,0.0,848.0,957.0,1923.0,10977.0,8561.0,0.0,524.0,34052,GREEN BAY,247200.0,66327.0,259134,0.0,259134,0.0,0.0,0.0,192807.0,0.0,167965,0.0,111401,80,0,0,0.0,66327.0,0.0,146635,5196.0,1330,40.0,0,0.0,0.0,2022-08-31,29179.0,2000.0,2655.0,600.0,0.0,0.0,0.0,22366.0,0.0,2050.0,0.0,0.0,0.0,5850.0,29179.0,21279.0,285302.0,64.75983744978139,1995-08-21,9,9,7,APPLETON,11573,34052_20250930,DIF,1995-08-21,1310.0,275191,304370,0,BAY BANK,BAY BCORP INC,2758.0,189239,2816.0,2477,0,104110,82652.0,153942.0,11508.0,11934,9040.0,0.0,3876.0,0.0,3876.0,0.0,3,3,0,0.0,0.0,0.0,0.0,0.0,13.0,26.0,27.0,679.0,0.0,13.0,745,0,32357.0,1830.0,FDIC,2025-09-30,2340867.0,145875.0,8,WI,0,0.0,0,69894,0,0,38315,31579.0,0.0,0.0,0.0,0,192806.0,23520.0,54313
4138,394621.5,390265.75,314248.0,396033.0,SI,0.0,0.0,1.0,0.0,497.0,12350.0,49710.0,19157.0,83089.0,0.0,12.0,34058,NEWARK,300418.0,52499.0,331925,0.0,331925,0.0,0.0,0.0,274716.0,0.0,309528,0.0,57028,142,2620,7,0.0,57209.0,0.0,259930,13127.0,12346,391.0,0,0.0,0.0,2022-08-31,58883.0,0.0,934.0,0.0,0.0,0.0,0.0,56730.0,0.0,500.0,0.0,0.0,0.0,100.0,58883.0,58283.0,370038.0,93.25211041015166,1995-09-01,2,2,2,JAMESBURG,0,34058_20250930,DIF,1995-09-01,0.0,336063,394946,0,LUSITANIA SAVINGS BANK,LUSITANIA FINANCIAL MHC,1219.0,262795,61434.0,0,0,262795,0.0,0.0,97980.0,31507,71874.0,0.0,12093.0,0.0,13535.0,1442.0,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,60945.0,2253.0,FDIC,2025-09-30,3789986.0,179931.0,5,NJ,0,0.0,0,69129,0,0,69129,0.0,0.0,0.0,0.0,0,279425.0,31507.0,07105
52551,4817756.0,4655565.0,665292.0,4816423.0,SM,0.0,0.0,0.0,10232.0,5416.0,391149.0,159928.0,281682.0,191293.0,5655.0,1659.0,3405,SAN ANTONIO,3768004.0,1814374.0,4456722,0.0,4456722,0.0,0.0,0.0,3259772.0,0.0,2410916,0.0,2711015,2532,13520,8,0.0,1196950.0,0.0,1732834,44412.0,3483,120.0,2049937,0.0,0.0,2025-04-01,408463.0,0.0,7309.0,32572.0,0.0,0.0,0.0,381500.0,0.0,2360.0,1000.0,0.0,0.0,309537.0,408463.0,96566.0,4694361.0,54.04607594108123,1923-11-06,13,13,11,AUSTIN,0,3405_20250930,DIF,1934-01-01,0.0,4509273,4917736,0,VANTAGE BANK TEXAS,VBT FINANCIAL CORP INC,51226.0,2355649,55730.0,1482,0,2310159,44008.0,1246904.0,61732.0,688718,302566.0,0.0,60353.0,15110.0,77723.0,2260.0,5,23,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,423500.0,50312.0,FED,2025-09-30,5278381.0,4021447.0,4,TX,1,0.0,0,2101073,8727,10911,1823985,257450.0,0.0,0.0,0.0,0,2642348.0,688718.0,78216
11122,1954726.0,1925137.25,109972.0,1920168.0,N,48583.0,48583.0,1.0,16184.0,15635.0,43612.0,48379.0,162540.0,83821.0,6599.0,4107.0,34068,THOMASVILLE,1396094.0,267195.0,1673612,0.0,1673612,0.0,0.0,0.0,1411939.0,0.0,1019666,0.0,1060179,977,3502,10,0.0,261673.0,0.0,592367,24576.0,19299,422.0,655680,0.0,0.0,2022-08-31,199207.0,0.0,36.0,8319.0,0.0,0.0,0.0,173440.0,0.0,4000.0,0.0,0.0,0.0,10885.0,199207.0,184322.0,1911697.0,60.86300979021647,1995-10-02,5,5,6,ALBANY GA,0,34068_20250930,DIF,1995-10-02,0.0,1782576,1981783,0,THOMASVILLE NATIONAL BANK,THOMASVILLE BANCSHARES INC,34049.0,902197,54993.0,0,0,848756,53441.0,474508.0,46812.0,228935,96949.0,0.0,11123.0,0.0,11123.0,0.0,5,4,0,40115.0,10000.0,36694.0,11033.0,0.0,0.0,0.0,0.0,0.0,97842.0,0.0,97842,0,195197.0,20889.0,OCC,2025-09-30,2346010.0,1653195.0,4,GA,0,0.0,0,771415,2725,0,660640,108050.0,0.0,0.0,0.0,1,1406417.0,269050.0,31792
110863,757834.0,734088.75,13639.0,744712.0,N,0.0,0.0,0.0,0.0,171.0,0.0,160.0,0.0,582.0,0.0,211.0,34069,WILMINGTON,5219.0,11.0,5219,0.0,5219,0.0,0.0,0.0,5208.0,0.0,1394,0.0,4084,1,0,0,0.0,11.0,0.0,1144,64.0,0,0.0,0,0.0,0.0,2022-08-31,665071.0,0.0,13.0,0.0,0.0,0.0,0.0,603362.0,0.0,1000.0,5548.0,0.0,0.0,357898.0,665071.0,306173.0,28844.0,26.664116296863043,1995-10-02,2,16,3,CLAYMONT,0,34069_20250930,DIF,1995-10-02,0.0,116082,781153,0,"WILMINGTON TRUST, NATIONAL ASSOCIATION",M&T BANK CORP,56148.0,5208,997.0,0,0,5208,0.0,4084.0,0.0,0,127.0,0.0,0.0,0.0,0.0,0.0,1,43,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,665067.0,681.0,OCC,2025-09-30,1037003.0,231702.0,7,DE,0,0.0,0,11,0,0,5,4.0,0.0,0.0,2.0,1,5208.0,0.0,19801
15337,3047822.5,2912338.75,663674.0,3051042.0,N,280819.0,268662.0,0.0,2720.0,11272.0,100804.0,167221.0,121317.0,194879.0,0.0,1105.0,34073,LIBERTYVILLE,2151867.0,465647.0,2645370,0.0,2645370,0.0,0.0,0.0,2262467.0,0.0,1874287,0.0,1000867,1013,4725,14,237.0,382903.0,0.0,1523855,73680.0,120750,5578.0,775910,0.0,0.0,2022-08-31,271375.0,0.0,8787.0,15000.0,0.0,0.0,0.0,240358.0,0.0,2500.0,458.0,0.0,0.0,91404.0,271375.0,177471.0,2904249.0,70.72255383279055,1995-10-10,9,9,7,CHICAGO,0,34073_20250930,DIF,1995-10-10,125422.0,2840987,3112362,0,"LIBERTYVILLE BANK & TRUST COMPANY, NATIONAL ASSOCIATION",WINTRUST FINANCIAL CORP,36772.0,2069515,180163.0,237,0,1550656,518622.0,1150502.0,319695.0,224841,194314.0,0.0,1763.0,1176.0,2939.0,0.0,3,8,0,0.0,0.0,0.0,175000.0,0.0,0.0,0.0,0.0,0.0,175000.0,0.0,175000,0,280837.0,17334.0,OCC,2025-09-30,2260406.0,2551027.0,4,IL,0,0.0,5280,575855,2857,0,499504,73494.0,0.0,0.0,0.0,0,2179723.0,224841.0,60048
