ALLOTHL,ASSET2,ASSET5,ASSTLT,AVASSETJ,BKCLASS,BRO,BROINS,CB,CD1T3,CD1T3S,CD3LES,CD3LESS,CD3T12,CD3T12S,CDOV3,CDOV3S,CERT,CITY,COREDEP,DDT,DEP,DEPCSBQ,DEPDOM,DEPFBKF,DEPFGOVF,DEPFOR,DEPIDOM,DEPIFOR,DEPINS,DEPIPCCF,DEPLGAMT,DEPLGB,DEPLGRA,DEPLGRN,DEPLSNB,DEPNIDOM,DEPNIFOR,DEPSMAMT,DEPSMB,DEPSMRA,DEPSMRN,DEPUNA,DEPUSBKF,DEPUSMF,EFFDATE,EQ,EQCBHCTR,EQCCOMPI,EQCDIVC,EQCDIVP,EQCMRG,EQCONSUB,EQCPREV,EQCREST,EQCS,EQCSTKRX,EQCTRSTX,EQPP,EQSUR,EQTOT,EQUPTOT,ERNAST,ESTINS,ESTYMD,FDICDBS,FDICSUPV,FED,FLDOFF,FREPP,ID,INSAGNT1,INSDATE,IRAKEOGH,LIAB,LIABEQ,MUTUAL,NAMEFULL,NAMEHCR,NETINC,NTR,NTRCDSM,NTRCOMOT,NTRFCFG,NTRIPC,NTRMUNI,NTRSMMDA,NTRSOTH,NTRTMLGJ,NTRTMMED,NTRUSGOV,OALIFGEN,OALIFHYB,OALIFINS,OALIFSEP,OCCDIST,OFFDOM,OFFOA,OTBFH1L,OTBFH1T3,OTBFH3T5,OTBFHOV5,OTBFHSTA,OTBOT1L,OTBOT1T3,OTBOT3T5,OTBOTOV5,OTHBFHLB,OTHBOT1L,OTHBRF,PARCERT,RBCT1J,RBCT2,REGAGNT,REPDTE,RSSDHCR,RWAJT,SPECGRP,STALP,SUBCHAPS,SUBND,TRADEL,TRN,TRNCBO,TRNFCFG,TRNIPCOC,TRNMUNI,TRNNIA,TRNNIN,TRNUSGOV,TRUST,TS,VOLIAB,ZIP
2402,250186.5,245967.75,65947.0,249182.0,NM,24480.0,24480.0,1.0,1975.0,15964.0,4261.0,16973.0,19295.0,44049.0,0.0,212.0,10004,MARKESAN,166525.0,23925.0,216536,0.0,216536,0.0,0.0,0.0,195739.0,0.0,208551,0.0,12603,15,630,2,0.0,20797.0,0.0,198390,8103.0,5911,279.0,0,0.0,0.0,2023-03-22,25673.0,1416.0,638.0,844.0,0.0,0.0,0.0,23211.0,0.0,150.0,0.0,0.0,0.0,7623.0,25673.0,17900.0,236456.0,95.87053058372484,1910-01-20,9,9,7,MADISON,0,10004_20250930,DIF,1934-01-01,0.0,228938,254611,0,ERGO BANK,FS BANCSHARES INC,1251.0,160623,30561.0,0,0,154672,5951.0,33969.0,23925.0,25531,46637.0,0.0,2016.0,0.0,2016.0,0.0,3,6,0,0.0,0.0,0.0,10000.0,0.0,0.0,0.0,0.0,0.0,10000.0,0.0,10000,0,22591.0,1690.0,FDIC,2025-09-30,1249691.0,210530.0,2,WI,0,0.0,0,55913,0,0,53432,2481.0,0.0,0.0,0.0,0,192611.0,25531.0,53946
2022,486171.0,473806.25,93006.0,495911.0,NM,11157.0,11157.0,1.0,13572.0,12883.0,6084.0,20434.0,19923.0,62096.0,433.0,2518.0,10011,MONROE,329970.0,109090.0,381139,0.0,381139,0.0,0.0,0.0,323302.0,0.0,332307,0.0,102657,213,2066,6,0.0,57837.0,0.0,264632,17033.0,12925,437.0,0,0.0,0.0,2022-08-31,27314.0,1800.0,3797.0,3070.0,0.0,0.0,0.0,20014.0,0.0,64.0,0.0,0.0,0.0,23414.0,27314.0,3836.0,462540.0,86.9276446583656,1915-01-01,9,9,7,MADISON,10650,10011_20250930,DIF,1934-01-01,0.0,463636,490950,0,WOODFORD STATE BANK,WOODFORD BANCSHARES INC,4772.0,268021,52824.0,0,0,258948,9073.0,76820.0,53258.0,40012,45107.0,0.0,6052.0,0.0,6052.0,0.0,3,6,0,1958.0,18500.0,47000.0,2367.0,0.0,0.0,0.0,0.0,0.0,69825.0,0.0,69825,0,37620.0,2482.0,FDIC,2025-09-30,2961347.0,373348.0,4,WI,1,0.0,0,113119,0,0,108592,4527.0,0.0,0.0,0.0,0,272050.0,52620.0,53566
508,211739.0,211528.5,26579.0,220977.0,NM,0.0,0.0,1.0,0.0,3440.0,3089.0,4909.0,9857.0,9474.0,0.0,398.0,10012,ALMOND,173027.0,50200.0,185973,0.0,185973,0.0,0.0,0.0,135773.0,0.0,125799,0.0,86894,107,0,0,0.0,50200.0,0.0,94819,6793.0,4230,297.0,0,0.0,0.0,2022-08-31,25602.0,0.0,0.0,529.0,0.0,0.0,0.0,23611.0,0.0,250.0,0.0,0.0,0.0,17717.0,25602.0,7635.0,207507.0,67.65460383020603,1901-01-01,9,9,7,APPLETON,0,10012_20250930,DIF,1934-01-01,0.0,195331,220933,0,THE PORTAGE COUNTY BANK,PORTAGE COUNTY BANCSHARES INC,2520.0,131415,9659.0,0,0,124021,7394.0,64816.0,35432.0,12946,8562.0,0.0,4229.0,0.0,4229.0,0.0,3,4,0,0.0,3000.0,1850.0,4000.0,0.0,0.0,0.0,0.0,0.0,8850.0,0.0,8850,0,25587.0,0.0,FDIC,2025-09-30,1141133.0,0.0,4,WI,1,0.0,0,54558,0,0,52161,2397.0,0.0,0.0,0.0,0,135773.0,12946.0,54909
622,229824.5,225600.25,18145.0,229703.0,NM,44866.0,44866.0,1.0,2200.0,38728.0,4584.0,13192.0,9597.0,23040.0,484.0,5665.0,10015,NEW AUBURN,134582.0,34408.0,196313,0.0,196313,0.0,0.0,0.0,161905.0,0.0,173822,0.0,45294,90,842,3,0.0,34408.0,0.0,142058,6961.0,8514,361.0,0,0.0,0.0,2022-08-31,26576.0,0.0,80.0,0.0,0.0,0.0,0.0,24239.0,0.0,150.0,0.0,0.0,0.0,6053.0,26576.0,20373.0,223820.0,88.36549606523376,1907-08-28,9,9,9,EAU CLAIRE,0,10015_20250930,DIF,1934-01-01,0.0,203935,230511,0,SECURITY BANK,SECURITY BANK SHARES INC,2257.0,145464,55966.0,0,0,144162,1302.0,33534.0,14440.0,16865,24659.0,0.0,1405.0,0.0,1405.0,0.0,3,4,0,0.0,0.0,7000.0,0.0,0.0,0.0,0.0,0.0,0.0,7000.0,0.0,7000,0,26725.0,1860.0,FDIC,2025-09-30,1128497.0,190134.0,4,WI,0,0.0,0,50849,0,0,47380,3469.0,0.0,0.0,0.0,0,161905.0,16865.0,54757
24689,2903077.0,2904857.0,917109.0,2932240.0,N,0.0,0.0,1.0,945.0,22943.0,23705.0,106985.0,31098.0,177158.0,0.0,5067.0,10044,FOND DU LAC,2265274.0,883510.0,2321022,0.0,2321022,0.0,0.0,0.0,1717036.0,0.0,1328819,0.0,1118229,922,2723,7,0.0,603986.0,0.0,1167401,79854.0,37167,1953.0,996701,0.0,0.0,2022-08-31,541752.0,0.0,20972.0,0.0,0.0,0.0,0.0,488156.0,0.0,5000.0,0.0,0.0,0.0,55330.0,541752.0,481422.0,2776671.0,57.1407255151536,1933-12-20,9,9,7,APPLETON,31588,10044_20250930,DIF,1934-01-01,0.0,2377299,2919051,0,NATIONAL EXCHANGE BANK AND TRUST,NEB CORP,32624.0,1437513,197296.0,0,0,1384246,53267.0,744756.0,324856.0,55748,114856.0,0.0,21180.0,4309.0,58033.0,32544.0,3,34,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,561327.0,0.0,OCC,2025-09-30,1202052.0,0.0,4,WI,0,0.0,0,883510,0,0,738456,145053.0,0.0,0.0,1.0,1,1437513.0,87336.0,54935
1630,327541.0,324683.5,92124.0,324653.0,NM,0.0,0.0,1.0,502.0,940.0,12836.0,12297.0,8472.0,12960.0,0.0,49.0,10055,WAYCROSS,270464.0,98091.0,292274,0.0,292274,0.0,0.0,0.0,194256.0,0.0,190429,0.0,154405,209,359,1,0.0,98018.0,0.0,135342,8403.0,2587,134.0,0,0.0,0.0,2022-08-31,30230.0,73.0,406.0,0.0,0.0,0.0,0.0,27315.0,0.0,15040.0,0.0,0.0,0.0,20640.0,30230.0,-5450.0,301767.0,65.06100248383117,1907-06-19,5,5,6,ALBANY GA,0,10055_20250930,DIF,1934-01-01,0.0,293904,324134,0,FIRST SOUTHERN BANK,FSBH CORP,2436.0,146931,11652.0,0,0,127535,19396.0,82817.0,16057.0,21810,14595.0,0.0,5098.0,0.0,5098.0,0.0,5,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,34160.0,2171.0,FDIC,2025-09-30,5685653.0,239823.0,4,GA,0,0.0,0,145342,0,0,126867,18475.0,0.0,0.0,0.0,0,194182.0,21810.0,31501
244,81703.5,83097.25,45306.0,83276.0,NM,0.0,0.0,1.0,554.0,6954.0,413.0,4625.0,303.0,9385.0,735.0,638.0,10057,SPARTA,65127.0,20874.0,67132,0.0,67132,0.0,0.0,0.0,46259.0,0.0,62967,0.0,8266,16,0,0,1.0,20873.0,0.0,56362,4427.0,2605,124.0,0,0.0,0.0,2022-08-31,13139.0,0.0,853.0,108.0,0.0,0.0,0.0,12165.0,0.0,1200.0,0.0,0.0,0.0,3500.0,13139.0,8439.0,76733.0,93.65490161081613,1904-09-01,5,5,6,ATLANTA,0,10057_20250930,DIF,1934-01-01,0.0,67376,80515,0,BANK OF HANCOCK COUNTY,Unknown,229.0,36497,14102.0,0,0,35675,822.0,2088.0,10803.0,2005,7500.0,0.0,0.0,0.0,0.0,0.0,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,17450.0,0.0,FDIC,2025-09-30,0.0,0.0,7,GA,0,0.0,0,30635,0,0,24660,5975.0,0.0,0.0,0.0,0,46258.0,2005.0,31087
16796,2159444.0,2102731.5,501016.0,2169712.0,SM,0.0,0.0,1.0,7037.0,22686.0,28334.0,71705.0,90579.0,174430.0,1021.0,9006.0,1005,MOUNT PLEASANT,1823307.0,821380.0,1950278,0.0,1950278,0.0,0.0,0.0,1529052.0,0.0,1224744,0.0,837156,989,9829,28,0.0,421226.0,0.0,1061669,74805.0,42604,1739.0,726514,0.0,0.0,2022-10-09,181550.0,0.0,10946.0,1500.0,0.0,0.0,0.0,155936.0,0.0,6831.0,0.0,0.0,0.0,73169.0,181550.0,101550.0,2060638.0,62.766891923056825,1903-07-01,9,9,7,DETROIT,62022,1005_20250930,DIF,1934-01-01,52433.0,2029096,2210646,0,ISABELLA BANK,ISABELLA BANK CORP,16168.0,1128898,143542.0,1496,0,964227,157400.0,431201.0,292899.0,126971,134285.0,5775.0,17712.0,2004.0,45651.0,25935.0,3,31,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,187258.0,13820.0,FED,2025-09-30,1401118.0,1526772.0,4,MI,0,0.0,0,821380,7985,0,632558,179758.0,0.0,0.0,1079.0,1,1128898.0,188993.0,48858
999,146582.5,144405.75,38598.0,150877.0,NM,5000.0,5000.0,1.0,1682.0,1121.0,555.0,4384.0,3560.0,14697.0,0.0,226.0,10072,CAMILLA,116586.0,57763.0,127383,0.0,127383,0.0,0.0,0.0,82833.0,0.0,86344,0.0,58868,70,1436,5,2687.0,44550.0,0.0,65168,3472.0,2426,129.0,0,0.0,0.0,2022-08-31,11343.0,0.0,1157.0,225.0,0.0,0.0,0.0,9665.0,0.0,250.0,0.0,0.0,0.0,5750.0,11343.0,5343.0,136930.0,67.51004706875791,1913-05-24,5,5,6,ALBANY GA,0,10072_20250930,DIF,1934-01-01,0.0,137597,148940,0,PLANTERS AND CITIZENS BANK,P&C BANK SHARES INC,745.0,69452,6286.0,2687,0,60482,6283.0,21481.0,21746.0,5797,14142.0,0.0,2319.0,0.0,2319.0,0.0,5,1,0,9215.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9215.0,0.0,9215,0,14756.0,0.0,FDIC,2025-09-30,1081529.0,0.0,2,GA,0,0.0,0,57931,0,0,51218,6713.0,0.0,0.0,0.0,0,69620.0,15012.0,31730
298,68078.0,64353.25,14171.0,69488.0,NM,0.0,0.0,1.0,0.0,876.0,1491.0,3963.0,2458.0,7315.0,0.0,0.0,10074,IRWINTON,59731.0,16334.0,63680,0.0,63680,0.0,0.0,0.0,47360.0,0.0,51162,0.0,25858,53,0,0,0.0,16320.0,0.0,37063,2384.0,849,146.0,0,0.0,0.0,2022-07-19,5585.0,0.0,503.0,0.0,0.0,0.0,0.0,4893.0,0.0,184.0,0.0,0.0,0.0,4882.0,5585.0,519.0,64467.0,80.2289477810883,1907-07-16,5,5,6,ATLANTA,0,10074_20250930,DIF,1934-01-01,0.0,63978,69563,0,APEX BANKING COMPANY OF GEORGIA,Unknown,189.0,31348,5684.0,0,0,30079,1269.0,7056.0,8189.0,3949,6470.0,0.0,0.0,0.0,0.0,0.0,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,6772.0,0.0,FDIC,2025-09-30,0.0,0.0,8,GA,0,0.0,0,32332,0,0,22675,9657.0,0.0,0.0,0.0,0,47346.0,3949.0,31042
170,47011.0,45449.5,10895.0,45826.0,NM,0.0,0.0,1.0,0.0,1687.0,1259.0,2778.0,701.0,5566.0,0.0,140.0,10075,COLFAX,41078.0,6657.0,43038,0.0,43038,0.0,0.0,0.0,36381.0,0.0,32887,0.0,14203,16,0,0,0.0,6657.0,0.0,27658,1474.0,1229,42.0,0,0.0,0.0,2022-08-31,5434.0,0.0,256.0,96.0,0.0,0.0,0.0,4765.0,0.0,200.0,0.0,0.0,0.0,550.0,5434.0,4684.0,47110.0,76.32165235553494,1892-06-01,9,9,7,CHAMPAIGN,0,10075_20250930,DIF,1934-01-01,0.0,43430,48864,0,PEOPLES STATE BANK OF COLFAX,PEOPLES FINANCIAL CORP,509.0,21339,5623.0,0,0,20417,922.0,1596.0,7612.0,1960,4548.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222.0,0.0,222,0,5436.0,0.0,FDIC,2025-09-30,2128896.0,0.0,2,IL,0,0.0,0,21699,0,0,11311,10388.0,0.0,0.0,0.0,0,36381.0,1960.0,61728
226,37865.0,37883.0,1174.0,37616.0,NM,0.0,0.0,1.0,0.0,3047.0,965.0,622.0,764.0,2181.0,0.0,140.0,10077,EMDEN,24497.0,4718.0,26226,0.0,26226,0.0,0.0,0.0,21508.0,0.0,19378,0.0,11400,18,0,0,0.0,4718.0,0.0,14076,854.0,802,13.0,0,0.0,0.0,2022-08-31,11018.0,0.0,0.0,0.0,0.0,0.0,0.0,10630.0,0.0,210.0,0.0,0.0,0.0,670.0,11018.0,10138.0,36869.0,73.74229393408936,1891-05-25,9,9,7,SPRINGFIELD IL,0,10077_20250930,DIF,1934-01-01,0.0,26452,37470,0,FARMERS STATE BANK OF EMDEN,Unknown,388.0,12071,2191.0,0,0,9108,2963.0,1432.0,2920.0,1729,3799.0,0.0,0.0,0.0,0.0,0.0,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,11018.0,84.0,FDIC,2025-09-30,0.0,18828.0,2,IL,0,0.0,0,14155,0,0,8861,5294.0,0.0,0.0,0.0,1,21508.0,1729.0,62635
3364,136472.5,134334.75,13897.0,136564.0,SM,6662.0,6662.0,1.0,0.0,1906.0,583.0,3791.0,4610.0,13563.0,0.0,34.0,1008,BROOKLYN,103386.0,31266.0,115241,0.0,115241,0.0,0.0,0.0,83975.0,0.0,85323,0.0,48298,73,0,0,0.0,31266.0,0.0,66406,4189.0,665,51.0,0,0.0,0.0,2022-08-31,17265.0,0.0,137.0,0.0,0.0,0.0,0.0,8919.0,0.0,17306.0,2641.0,18.0,0.0,4013.0,17265.0,-4054.0,130229.0,73.95532672855397,1907-10-01,9,9,7,DETROIT,0,1008_20250930,DIF,1934-01-01,0.0,123855,141120,0,BANK MICHIGAN,BANK MICHIGAN FINANCIAL CORP,5569.0,69229,8085.0,1024,0,54489,13716.0,21244.0,23497.0,5193,11209.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0.0,4000.0,1250.0,0.0,5250.0,0.0,0.0,0.0,0.0,5250.0,0.0,5250,0,17426.0,1322.0,FED,2025-09-30,5620971.0,104947.0,4,MI,0,0.0,0,46013,0,0,43549,2464.0,0.0,0.0,0.0,0,83976.0,5193.0,49230
3870,483970.0,478001.5,62128.0,486904.0,NM,0.0,0.0,1.0,1350.0,3284.0,40225.0,77562.0,21547.0,53628.0,0.0,581.0,10101,NAPOLEON,371559.0,99877.0,434681,0.0,434681,0.0,0.0,0.0,337121.0,0.0,365916,0.0,124166,220,4233,12,0.0,97560.0,0.0,288882,24841.0,19034,482.0,0,0.0,0.0,2022-08-31,51776.0,0.0,379.0,346.0,0.0,0.0,0.0,46487.0,0.0,100.0,0.0,0.0,0.0,7300.0,51776.0,44376.0,464666.0,83.86509746398816,1903-12-09,9,9,7,INDIANAPOLIS,0,10101_20250930,DIF,1934-01-01,0.0,438551,490327,0,THE NAPOLEON STATE BANK,NAPOLEON BCORP,5255.0,291449,65141.0,0,0,271219,20230.0,29926.0,63346.0,63122,69914.0,0.0,3371.0,0.0,3371.0,0.0,3,7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,51857.0,0.0,FDIC,2025-09-30,1210525.0,0.0,2,IN,0,0.0,0,143231,0,0,124616,18615.0,0.0,0.0,0.0,1,334803.0,63122.0,47034
5296,468296.5,458335.25,75836.0,461414.0,NM,0.0,0.0,1.0,6217.0,6871.0,5293.0,13012.0,30569.0,52410.0,0.0,350.0,10111,CASCADE,357330.0,57671.0,399409,0.0,399409,0.0,0.0,0.0,341738.0,0.0,267731,0.0,192306,235,276,1,0.0,57671.0,0.0,200758,14154.0,7973,319.0,0,0.0,0.0,2024-06-30,56612.0,0.0,2316.0,450.0,0.0,0.0,0.0,50713.0,0.0,150.0,0.0,0.0,0.0,6968.0,56612.0,49494.0,450657.0,66.71376207598557,1903-02-28,11,11,7,CEDAR RAPIDS,3662,10111_20250930,DIF,1934-01-01,0.0,420501,477113,0,OHNWARD BANK & TRUST,OHNWARD BANCSHARES INC,4033.0,269148,37646.0,0,0,239591,29557.0,122188.0,32239.0,42079,34996.0,0.0,9120.0,0.0,9120.0,0.0,4,6,0,4134.0,7000.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,12134.0,0.0,12134,0,58462.0,0.0,FDIC,2025-09-30,1200311.0,0.0,2,IA,0,0.0,0,130260,0,0,119685,10575.0,0.0,0.0,0.0,1,341737.0,49875.0,52033
1870,280340.0,279515.75,89449.0,275255.0,NM,8.0,8.0,1.0,2385.0,5906.0,9244.0,16549.0,22489.0,43757.0,0.0,193.0,10118,PELLA,204220.0,26645.0,238346,0.0,238346,0.0,0.0,0.0,211703.0,0.0,196342,0.0,72646,119,539,2,739.0,26643.0,0.0,161541,11045.0,4551,355.0,0,0.0,0.0,2024-06-30,31903.0,0.0,1454.0,1190.0,0.0,0.0,0.0,28771.0,0.0,80.0,0.0,0.0,0.0,7134.0,31903.0,24689.0,263486.0,82.05636145555152,1911-07-14,11,11,7,DES MOINES,0,10118_20250930,DIF,1934-01-01,0.0,249686,281589,0,LEIGHTON STATE BANK,LEIGHTON INVESTMENT CO,2867.0,165995,38051.0,491,0,142268,23236.0,28447.0,37026.0,34118,28355.0,0.0,0.0,0.0,0.0,0.0,4,4,0,3100.0,5370.0,1000.0,0.0,0.0,0.0,0.0,0.0,0.0,9470.0,0.0,9470,0,30069.0,2165.0,FDIC,2025-09-30,1137172.0,214322.0,2,IA,1,0.0,0,72351,7,0,69575,2769.0,0.0,0.0,0.0,0,211701.0,37218.0,50219
1123,31802.5,32652.75,8896.0,32898.0,NM,1000.0,1000.0,1.0,0.0,2268.0,0.0,1867.0,1306.0,2194.0,0.0,22.0,10120,LOWDEN,23152.0,4168.0,25458,0.0,25458,0.0,0.0,0.0,21290.0,0.0,19626,0.0,8903,12,0,0,0.0,4168.0,0.0,15754,771.0,872,43.0,0,0.0,0.0,2024-06-30,3784.0,0.0,662.0,0.0,0.0,0.0,0.0,3110.0,0.0,300.0,0.0,0.0,0.0,3100.0,3784.0,384.0,28595.0,76.87727682243722,1913-10-01,11,11,7,CEDAR RAPIDS,0,10120_20250930,DIF,1934-01-01,0.0,26581,30365,0,AMERICAN TRUST AND SAVINGS BANK,LOWDEN BANCSHARES INC,12.0,13429,2956.0,0,0,11886,1543.0,1753.0,4018.0,1306,3395.0,0.0,167.0,0.0,167.0,0.0,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5097.0,151.0,FDIC,2025-09-30,1140846.0,11887.0,2,IA,0,0.0,0,12030,0,0,6963,5067.0,0.0,0.0,0.0,1,21291.0,1306.0,52255
876,176903.5,176758.75,41179.0,182223.0,NM,0.0,0.0,1.0,861.0,10731.0,0.0,2200.0,262.0,7123.0,0.0,319.0,10121,DURANT,140646.0,30098.0,141769,0.0,141769,0.0,0.0,0.0,111671.0,0.0,110122,0.0,49548,71,1177,4,0.0,30098.0,0.0,86435,6353.0,4937,183.0,0,0.0,0.0,2024-06-30,33868.0,0.0,1282.0,748.0,0.0,0.0,0.0,31619.0,0.0,991.0,0.0,0.0,0.0,2100.0,33868.0,30777.0,165873.0,77.49776561081515,1905-01-01,11,11,7,CEDAR RAPIDS,0,10121_20250930,DIF,1934-01-01,0.0,142645,176513,0,LIBERTY TRUST & SAVINGS BANK,LIBERTY BCORP,1715.0,84021,13346.0,0,0,68898,15123.0,35203.0,27323.0,1123,7026.0,0.0,2858.0,0.0,2858.0,0.0,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,37338.0,0.0,FDIC,2025-09-30,1204784.0,0.0,2,IA,0,0.0,0,57748,0,0,53478,4270.0,0.0,0.0,0.0,1,111671.0,1123.0,52747
1805,221509.0,219141.25,136932.0,225421.0,NM,0.0,0.0,1.0,3759.0,11186.0,4369.0,9561.0,6448.0,25865.0,0.0,0.0,10122,TRAER,194220.0,42574.0,208796,0.0,208796,0.0,0.0,0.0,166222.0,0.0,178564,0.0,53971,93,0,0,0.0,42574.0,0.0,148033,7694.0,7281,419.0,0,0.0,0.0,2024-06-30,14087.0,0.0,3755.0,1225.0,0.0,0.0,0.0,9490.0,0.0,1000.0,0.0,0.0,0.0,4700.0,14087.0,8387.0,212936.0,85.32097379171942,1915-01-01,11,11,7,DES MOINES,2851,10122_20250930,DIF,1934-01-01,7212.0,213452,227539,0,FARMERS SAVINGS BANK & TRUST,TALEN INC,2067.0,110150,30293.0,0,0,72595,37555.0,12880.0,36082.0,14576,16318.0,0.0,5607.0,0.0,5607.0,0.0,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,22525.0,717.0,FDIC,2025-09-30,1202333.0,127193.0,2,IA,1,0.0,0,98646,0,0,66798,31848.0,0.0,0.0,0.0,1,166222.0,17427.0,50675
1177,163831.0,164509.5,57917.0,159537.0,NM,0.0,0.0,1.0,0.0,1339.0,2348.0,3584.0,4420.0,18132.0,769.0,0.0,10125,ANAMOSA,150939.0,72654.0,158476,0.0,158476,0.0,0.0,0.0,137893.0,0.0,105160,0.0,69643,64,0,0,0.0,20583.0,0.0,83812,4952.0,5347,154.0,0,0.0,0.0,2024-06-30,11924.0,0.0,1358.0,760.0,0.0,0.0,0.0,10241.0,0.0,400.0,0.0,0.0,0.0,2850.0,11924.0,8674.0,162421.0,66.22041145318414,1906-11-08,11,9,7,CEDAR RAPIDS,913,10125_20250930,DIF,1934-01-01,0.0,160566,172490,0,CITIZENS SAVINGS BANK,FIRST CMTY BANCSHARES CORP,1085.0,85822,12658.0,0,0,73338,12484.0,32453.0,22776.0,7537,10397.0,0.0,1038.0,954.0,1992.0,0.0,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,15676.0,702.0,FDIC,2025-09-30,1990096.0,96184.0,2,IA,1,0.0,0,72654,0,0,41765,30889.0,0.0,0.0,0.0,1,85822.0,8450.0,52205
2718,262691.5,266052.25,59628.0,261549.0,NM,1.0,1.0,1.0,258.0,4609.0,515.0,4463.0,2158.0,16463.0,0.0,1360.0,10127,BLOOMFIELD,214280.0,49516.0,217212,0.0,217212,0.0,0.0,0.0,167696.0,0.0,157994,0.0,87624,113,0,0,4080.0,49516.0,0.0,124564,7767.0,5180,562.0,0,0.0,0.0,2024-06-30,32044.0,0.0,1050.0,1500.0,0.0,0.0,0.0,29062.0,0.0,760.0,0.0,0.0,0.0,2240.0,32044.0,29044.0,244051.0,72.68503183541276,1900-01-01,11,11,7,DES MOINES,0,10127_20250930,DIF,1934-01-01,0.0,228180,260224,0,SUCCESS BANK,GARRETT BANCSHARES LTD,3432.0,149660,14909.0,4578,0,102104,42978.0,104042.0,15793.0,2931,11985.0,0.0,3928.0,0.0,3928.0,0.0,4,3,0,3250.0,5000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8250.0,0.0,8250,0,32755.0,0.0,FDIC,2025-09-30,1205044.0,0.0,2,IA,1,0.0,0,67552,991,0,56637,9924.0,0.0,0.0,0.0,1,167696.0,6181.0,52537
916,140277.0,142057.0,24762.0,141177.0,NM,5000.0,5000.0,1.0,0.0,1159.0,5255.0,8973.0,11106.0,17640.0,0.0,214.0,10132,AMES,83587.0,20960.0,104948,0.0,104948,0.0,0.0,0.0,83988.0,0.0,83218,0.0,32700,42,556,2,0.0,20960.0,0.0,70244,3730.0,1974,133.0,0,0.0,0.0,2024-06-30,14501.0,0.0,286.0,775.0,0.0,0.0,0.0,13034.0,0.0,170.0,0.0,0.0,0.0,4930.0,14501.0,9401.0,137393.0,78.89906517245956,1902-01-01,11,11,7,DES MOINES,750,10132_20250930,DIF,1934-01-01,0.0,128114,142615,0,EXCHANGE STATE BANK,MID AMERICA BANKS INC,1956.0,69733,14818.0,0,0,58515,11218.0,13824.0,11561.0,16361,13168.0,0.0,0.0,0.0,0.0,0.0,4,3,0,14500.0,3500.0,3500.0,0.0,0.0,0.0,0.0,0.0,0.0,21500.0,0.0,21500,0,15572.0,0.0,FDIC,2025-09-30,1247905.0,0.0,2,IA,1,0.0,0,35215,0,0,31341,3874.0,0.0,0.0,0.0,1,83988.0,31611.0,50010
974,240462.0,237073.75,63417.0,240392.0,NM,0.0,0.0,1.0,270.0,4566.0,3234.0,13476.0,4560.0,19458.0,0.0,52.0,10137,GRAYSON,205893.0,78765.0,213957,0.0,213957,0.0,0.0,0.0,135193.0,0.0,188564,0.0,50923,103,1452,3,0.0,78764.0,0.0,152433,10692.0,9630,388.0,0,0.0,0.0,2022-08-31,25900.0,0.0,1763.0,1150.0,0.0,0.0,0.0,23531.0,0.0,1000.0,0.0,0.0,0.0,7000.0,25900.0,17900.0,224509.0,87.93363147561777,1891-01-01,9,9,4,LEXINGTON,0,10137_20250930,DIF,1934-01-01,10913.0,214931,240831,0,THE COMMERCIAL BANK OF GRAYSON,COMMERCIAL GRAYSON BANCSHARES,1756.0,105225,18349.0,0,0,104636,589.0,6426.0,53184.0,8064,19203.0,0.0,0.0,0.0,0.0,0.0,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,27980.0,1859.0,FDIC,2025-09-30,1071810.0,148489.0,4,KY,0,0.0,0,108732,0,0,95453,13279.0,0.0,0.0,0.0,0,135192.0,8064.0,41143
