CERT,anomaly_flag,anomaly_score
1435,1,0.07544232391111572
14382,1,0.10600991433152179
1438,1,0.09278552318525413
14392,-1,-0.03034660689275437
14399,1,0.1159517677444093
1439,-1,-0.09407752532639846
14400,1,0.0757271297254436
14410,1,0.12680294676809994
14413,1,0.08582903004977593
14415,1,0.10123291002531254
14420,-1,-0.03722776312357601
14427,1,0.10379062474304873
14445,1,0.1210468364194699
14488,1,0.04157422921077453
14491,1,0.09930182010481425
14492,1,0.08974996370591637
14507,1,0.10878398794477173
14513,1,0.10317850325625699
14521,1,0.03595909820889126
14522,1,0.09379256034043609
14523,1,0.12683803681591083
14531,1,0.08257767961231505
14546,1,0.1148889685338027
14556,1,0.12852564956508522
14560,1,0.1307133831915025
14561,1,0.04962349983984038
14567,1,0.12436649079823603
14574,1,0.028538276540845564
14578,1,0.13226544541337237
14581,1,0.12732109672330544
14584,1,0.1297791677636298
14587,1,0.1263384476458989
14597,1,0.10463780920047722
14604,1,0.11345643013295709
14619,1,0.11133738861265652
14633,1,0.10311870181197069
14642,1,0.11256663265580913
14644,1,0.11535743223374423
14646,1,0.12215431922800524
14649,1,0.12065886155095501
1464,1,0.08691958091310886
14650,1,0.11757317922072186
14660,1,0.08812888381631234
14662,1,0.04950921967883165
14674,1,0.12652818282117684
14679,-1,-0.03333828086768931
1468,1,0.12512729923333082
14690,1,0.1223585176980223
14692,1,0.07895615152369667
14694,1,0.05490147508447113
14695,1,0.10487665911291127
14701,1,0.09741976751079967
14705,1,0.05483147026188051
14722,1,0.010305073534442044
14730,1,0.13158244186198176
14731,1,0.10036515671778273
14735,1,0.06155565994002149
14744,1,0.12531822226795974
1475,1,0.06053686623589932
14761,1,0.10947921788231152
14769,-1,-0.02120250983444394
14772,1,0.03161269565073238
14773,1,0.13054591151755995
14779,1,0.12482253833029378
14785,1,0.11879443248210175
147,1,0.09070119691574408
14801,1,0.09030922741802394
14807,1,0.07560324916961159
14809,1,0.08109096152098633
14812,1,0.02830528968091539
14820,1,0.11083006635839238
14836,1,0.10489733886488489
14843,1,0.1282490697286891
14851,1,0.11723824476940509
14853,1,0.04522744258675343
14857,1,0.0984510416436905
14863,1,0.09975830890842513
14864,1,0.10213406479445686
14867,1,0.12151239329670371
14868,1,0.11791368629843746
1487,1,0.1261083673397449
14883,1,0.12655195910169154
14885,1,0.11797576954281419
14894,1,0.1279333536700814
14899,1,0.03735626861708674
148,1,0.1162619347076092
14904,1,0.07161118945774403
14907,1,0.09083694494234518
14911,1,0.1114214481490024
14912,1,0.0409320715600886
14914,1,0.08595743257547883
14920,1,0.011956522565620908
14922,1,0.09705859523852356
14929,1,0.1231418982857505
14930,1,0.05963238301721402
14952,1,0.1237612597773155
14960,1,0.057891418856090726
14966,1,0.11997704280774868
14969,1,0.10189194497414339
14974,1,0.04996958701531212
1497,1,0.11106192498810391
14982,1,0.10234964642627198
14991,1,0.07482341560522737
14995,1,0.07219711679306423
14999,1,0.057200948962170595
